seed,N,pair,c,routing_F0,routing_Fi,routing_Fj,routing_Fij,F0_to_Fi,F0_to_Fj,F0_to_Fij,Fij_pattern_new,total_routing_changes,gamma_oper
2,25,art_painting-cartoon,0.02,"D,F,F,D","D,F,F,D","D,F,F,D","F,F,F,D",0,0,1,True,1,0.0175864006102371
2,25,art_painting-cartoon,0.05,"F,F,F,D","F,F,F,D","F,F,F,D","F,F,F,D",0,0,0,False,0,0.0195161840178531
2,25,art_painting-cartoon,0.1,"F,F,F,D","F,F,F,D","F,F,F,D","F,F,F,D",0,0,0,False,0,0.0195161840178531
2,25,art_painting-cartoon,0.15,"F,F,F,F","F,F,F,D","F,F,F,F","F,F,F,F",1,0,0,False,1,0.0295052189166765
2,25,art_painting-sketch,0.0,"D,F,F,D","D,F,F,D","D,D,F,D","D,F,F,D",0,1,0,False,1,0.0130486495575337
2,25,art_painting-sketch,0.02,"D,F,F,D","D,F,F,D","D,D,F,D","D,F,F,D",0,1,0,False,1,0.0180486495575338
2,25,art_painting-sketch,0.05,"F,F,F,D","F,F,F,D","D,D,F,D","F,F,F,D",0,2,0,False,2,0.024631804015708
2,25,art_painting-sketch,0.1,"F,F,F,D","F,F,F,D","D,D,F,F","F,F,F,F",0,3,1,True,4,0.0472265117569046
2,25,art_painting-sketch,0.15,"F,F,F,F","F,F,F,D","F,F,F,F","F,F,F,F",1,0,0,False,1,0.0722647679036365
2,25,cartoon-sketch,0.0,"D,F,F,D","D,D,F,D","D,D,F,D","D,D,F,D",1,1,1,False,3,0.0070307633948735
2,25,cartoon-sketch,0.02,"D,F,F,D","D,F,F,D","D,D,F,D","D,D,F,D",0,1,1,False,2,0.007999321880172
2,25,cartoon-sketch,0.05,"F,F,F,D","F,F,F,D","D,D,F,D","D,D,F,D",0,2,2,False,4,0.0091041544942214
2,25,cartoon-sketch,0.1,"F,F,F,D","F,F,F,D","D,D,F,F","F,F,F,F",0,3,1,True,4,0.0158013155878061
2,25,cartoon-sketch,0.15,"F,F,F,F","F,F,F,F","F,F,F,F","F,F,F,F",0,0,0,False,0,0.0346907579466013
2,50,photo-art_painting,0.0,"D,F,F,D","D,F,D,D","D,F,D,D","D,F,D,D",1,1,1,False,3,0.0188649089664717
2,50,photo-art_painting,0.02,"D,F,F,D","F,F,D,D","D,F,D,D","D,F,D,D",2,1,1,False,4,0.0198871878570171
2,50,photo-art_painting,0.05,"F,F,F,D","F,F,D,D","F,F,F,D","F,F,D,D",1,0,1,False,2,0.0216109714528935
2,50,photo-art_painting,0.1,"F,F,F,D","F,F,D,D","F,F,F,D","F,F,F,D",1,0,0,False,1,0.0276266985182102
2,50,photo-art_painting,0.15,"F,F,F,F","F,F,F,D","F,F,F,D","F,F,F,D",1,1,1,False,3,0.0442021789940154
2,50,photo-cartoon,0.0,"D,F,F,D","D,F,D,D","D,D,D,D","D,F,D,D",1,2,1,False,4,0.0158930279796148
2,50,photo-cartoon,0.02,"D,F,F,D","F,F,D,D","D,D,D,D","D,F,F,D",2,2,0,True,4,0.0238967702133572
2,50,photo-cartoon,0.05,"F,F,F,D","F,F,D,D","D,D,F,D","F,F,F,D",1,2,0,True,3,0.0397672011688186
2,50,photo-cartoon,0.1,"F,F,F,D","F,F,D,D","D,D,F,D","F,F,F,D",1,2,0,True,3,0.0772672011688185
2,50,photo-cartoon,0.15,"F,F,F,F","F,F,F,D","F,F,F,F","F,F,F,F",1,0,0,False,1,0.0923858792691082
2,50,photo-sketch,0.0,"D,F,F,D","D,F,D,D","D,D,D,D","D,F,F,D",1,2,0,True,3,0.0309684075419731
2,50,photo-sketch,0.02,"D,F,F,D","F,F,D,D","D,D,D,D","D,F,F,D",2,2,0,True,4,0.0419906864325185
2,50,photo-sketch,0.05,"F,F,F,D","F,F,D,D","D,D,D,D","F,F,F,D",1,3,0,True,4,0.061302702303012
2,50,photo-sketch,0.1,"F,F,F,D","F,F,D,D","D,D,F,D","F,F,F,D",1,2,0,True,3,0.1021875914437949
2,50,photo-sketch,0.15,"F,F,F,F","F,F,F,D","D,D,F,F","F,F,F,F",1,2,0,True,3,0.1391973968349372
2,50,art_painting-cartoon,0.0,"D,F,F,D","D,F,D,D","D,D,D,D","D,F,D,D",1,2,1,False,4,0.0204070702222552
2,50,art_painting-cartoon,0.02,"D,F,F,D","D,F,D,D","D,D,D,D","D,F,D,D",1,2,1,False,4,0.0304070702222554
2,50,art_painting-cartoon,0.05,"F,F,F,D","F,F,F,D","D,D,F,D","F,F,F,D",0,2,0,False,2,0.0467238641299866
2,50,art_painting-cartoon,0.1,"F,F,F,D","F,F,F,D","D,D,F,D","F,F,F,D",0,2,0,False,2,0.0717238641299866
2,50,art_painting-cartoon,0.15,"F,F,F,F","F,F,F,D","F,F,F,F","F,F,F,F",1,0,0,False,1,0.0855858163933301
2,50,art_painting-sketch,0.0,"D,F,F,D","D,F,D,D","D,D,D,D","D,D,D,D",1,2,2,False,5,0.0136904187606617
2,50,art_painting-sketch,0.02,"D,F,F,D","D,F,D,D","D,D,D,D","D,F,F,D",1,2,0,True,3,0.0201727577691487
2,50,art_painting-sketch,0.05,"F,F,F,D","F,F,F,D","D,D,D,D","D,F,F,D",0,3,1,True,4,0.038953019252188
2,50,art_painting-sketch,0.1,"F,F,F,D","F,F,F,D","D,D,F,D","F,F,F,D",0,2,0,False,2,0.0666120241695499
2,50,art_painting-sketch,0.15,"F,F,F,F","F,F,F,D","D,D,F,F","F,F,F,F",1,2,0,True,3,0.1017701833581108
2,50,cartoon-sketch,0.0,"D,F,F,D","D,D,D,D","D,D,D,D","D,D,F,D",2,2,1,True,5,0.0212008940618551
2,50,cartoon-sketch,0.02,"D,F,F,D","D,D,D,D","D,D,D,D","D,D,F,D",2,2,1,True,5,0.0362008940618552
2,50,cartoon-sketch,0.05,"F,F,F,D","D,D,F,D","D,D,D,D","D,D,F,D",2,3,2,False,7,0.0568055177921895
2,50,cartoon-sketch,0.1,"F,F,F,D","D,D,F,D","D,D,F,D","D,F,F,D",2,2,1,True,5,0.0887428979935636
2,50,cartoon-sketch,0.15,"F,F,F,F","F,F,F,F","D,D,F,F","F,F,F,D",0,2,1,True,3,0.1095022260053185
2,100,photo-art_painting,0.0,"D,F,F,D","D,F,D,D","D,F,D,D","D,F,D,D",1,1,1,False,3,0.013989956624099
2,100,photo-art_painting,0.02,"D,F,F,D","F,F,D,D","D,F,D,D","F,F,D,D",2,1,2,False,5,0.0179730902310212
2,100,photo-art_painting,0.05,"F,F,F,D","F,F,D,D","F,F,F,D","F,F,D,D",1,0,1,False,2,0.0205235654369697
2,100,photo-art_painting,0.1,"F,F,F,D","F,F,F,D","F,F,F,D","F,F,F,D",0,0,0,False,0,0.0247292520950938
2,100,photo-art_painting,0.15,"F,F,F,F","F,F,F,D","F,F,F,F","F,F,F,D",1,0,1,False,2,0.0298406151938125
2,100,photo-cartoon,0.0,"D,F,F,D","D,F,D,D","D,D,D,D","F,F,D,D",1,2,2,True,5,0.0202561382444155
2,100,photo-cartoon,0.02,"D,F,F,D","F,F,D,D","D,D,D,D","F,F,F,D",2,2,1,True,5,0.0328206472201555
2,100,photo-cartoon,0.05,"F,F,F,D","F,F,D,D","D,D,F,D","F,F,F,D",1,2,0,True,3,0.0532910880736645
2,100,photo-cartoon,0.1,"F,F,F,D","F,F,F,D","D,D,F,D","F,F,F,D",0,2,0,False,2,0.0863858028882332
2,100,photo-cartoon,0.15,"F,F,F,F","F,F,F,D","F,F,F,D","F,F,F,F",1,1,0,True,2,0.1055723819107412
2,100,photo-sketch,0.0,"D,F,F,D","D,F,D,D","D,D,D,D","D,F,D,D",1,2,1,False,4,0.0220282983779711
2,100,photo-sketch,0.02,"D,F,F,D","F,F,D,D","D,D,D,D","F,F,F,D",2,2,1,True,5,0.0304474233489103
2,100,photo-sketch,0.05,"F,F,F,D","F,F,D,D","D,D,D,D","F,F,F,D",1,3,0,True,4,0.0545493859730404
2,100,photo-sketch,0.1,"F,F,F,D","F,F,F,D","D,D,D,D","F,F,F,F",0,3,1,True,4,0.1046191716333579
2,100,photo-sketch,0.15,"F,F,F,F","F,F,F,D","D,D,D,D","F,F,F,F",1,4,0,True,5,0.163766800871798
2,100,art_painting-cartoon,0.0,"D,F,F,D","D,F,D,D","D,D,D,D","D,F,D,D",1,2,1,False,4,0.0115842109349997
2,100,art_painting-cartoon,0.02,"D,F,F,D","D,F,D,D","D,D,D,D","D,F,F,D",1,2,0,True,3,0.0251692606057224
2,100,art_painting-cartoon,0.05,"F,F,F,D","F,F,F,D","D,D,F,D","D,F,F,D",0,2,1,True,3,0.0390882140410498
2,100,art_painting-cartoon,0.1,"F,F,F,D","F,F,F,D","D,D,F,D","F,F,F,D",0,2,0,False,2,0.0596119945580768
2,100,art_painting-cartoon,0.15,"F,F,F,F","F,F,F,F","F,F,F,D","F,F,F,D",0,1,1,False,2,0.0665277607837214
2,100,art_painting-sketch,0.0,"D,F,F,D","D,F,D,D","D,D,D,D","D,D,D,D",1,2,2,False,5,0.0090004740291373
2,100,art_painting-sketch,0.02,"D,F,F,D","D,F,D,D","D,D,D,D","D,D,F,D",1,2,1,True,4,0.0183600412194805
2,100,art_painting-sketch,0.05,"F,F,F,D","F,F,F,D","D,D,D,D","D,F,F,D",0,3,1,True,4,0.0331345314471616
2,100,art_painting-sketch,0.1,"F,F,F,D","F,F,F,D","D,D,D,D","F,F,F,F",0,3,1,True,4,0.074969073021017
2,100,art_painting-sketch,0.15,"F,F,F,F","F,F,F,F","D,D,D,D","F,F,F,F",0,4,0,False,4,0.1300804361197358
2,100,cartoon-sketch,0.0,"D,F,F,D","D,D,D,D","D,D,D,D","D,D,F,D",2,2,1,True,5,0.0187321665618285
2,100,cartoon-sketch,0.02,"D,F,F,D","D,D,D,D","D,D,D,D","D,D,F,D",2,2,1,True,5,0.0337321665618286
2,100,cartoon-sketch,0.05,"F,F,F,D","D,D,F,D","D,D,D,D","D,D,F,D",2,3,2,False,7,0.0542026074153375
2,100,cartoon-sketch,0.1,"F,F,F,D","D,D,F,D","D,D,D,D","D,D,F,F",2,3,3,True,8,0.0963882125046845
2,100,cartoon-sketch,0.15,"F,F,F,F","F,F,F,D","D,D,D,D","F,F,F,F",1,4,0,True,5,0.1423556279999144
3,25,photo-art_painting,0.0,"D,D,F,F","D,D,D,D","D,F,F,F","F,F,D,D",2,1,4,True,7,0.0247222808099946
3,25,photo-art_painting,0.02,"D,D,F,F","F,F,D,D","F,F,F,F","F,F,D,D",4,2,4,False,10,0.026466597974151
3,25,photo-art_painting,0.05,"F,D,F,F","F,F,F,D","F,F,F,F","F,F,F,D",2,1,2,False,5,0.012149069062419
3,25,photo-art_painting,0.1,"F,F,F,F","F,F,F,F","F,F,F,F","F,F,F,D",0,0,1,True,1,0.0044439924033801
3,25,photo-art_painting,0.15,"F,F,F,F","F,F,F,F","F,F,F,F","F,F,F,F",0,0,0,False,0,-0.0021950100768659
3,25,photo-cartoon,0.0,"D,D,F,F","D,D,D,D","D,D,F,D","D,D,D,D",2,1,2,False,5,0.0080151114538885
3,25,photo-cartoon,0.02,"D,D,F,F","F,F,D,D","D,D,F,D","D,D,D,D",4,1,2,True,7,0.0111678424346903
3,25,photo-cartoon,0.05,"F,D,F,F","F,F,F,D","D,D,F,D","F,D,F,D",2,2,1,True,5,0.0093658022891808
3,25,photo-cartoon,0.1,"F,F,F,F","F,F,F,F","F,D,F,F","F,F,F,D",0,1,1,True,2,0.0190938102799425
3,25,photo-cartoon,0.15,"F,F,F,F","F,F,F,F","F,F,F,F","F,F,F,F",0,0,0,False,0,0.026640597383867
3,25,photo-sketch,0.0,"D,D,F,F","D,D,D,D","D,D,D,D","D,D,D,D",2,2,2,False,6,0.0265047823197427
3,25,photo-sketch,0.02,"D,D,F,F","F,F,D,D","D,D,D,D","D,D,D,D",4,2,2,False,8,0.0346575133005444
3,25,photo-sketch,0.05,"F,D,F,F","F,F,F,D","D,D,F,D","F,D,F,D",2,2,1,True,5,0.0422032275483384
3,25,photo-sketch,0.1,"F,F,F,F","F,F,F,F","D,D,F,F","F,D,F,F",0,2,1,True,3,0.0523038058448145
3,25,photo-sketch,0.15,"F,F,F,F","F,F,F,F","D,D,F,F","F,F,F,F",0,2,0,False,2,0.0725266933763655
3,25,art_painting-cartoon,0.0,"D,D,F,F","D,F,F,F","D,D,F,D","D,D,D,D",1,1,2,True,4,0.0049946916627084
3,25,art_painting-cartoon,0.02,"D,D,F,F","F,F,F,F","D,D,F,D","D,D,F,D",2,1,1,False,4,-0.0060334415278727
3,25,art_painting-cartoon,0.05,"F,D,F,F","F,F,F,F","D,D,F,D","F,D,F,D",1,2,1,True,4,-0.0168276787629967
3,25,art_painting-cartoon,0.1,"F,F,F,F","F,F,F,F","F,D,F,F","F,F,F,D",0,1,1,True,2,-0.0030311731229091
3,25,art_painting-cartoon,0.15,"F,F,F,F","F,F,F,F","F,F,F,F","F,F,F,F",0,0,0,False,0,-0.0038854746125094
3,25,art_painting-sketch,0.0,"D,D,F,F","D,F,F,F","D,D,D,D","D,D,D,D",1,2,2,False,5,0.0234843625285626
3,25,art_painting-sketch,0.02,"D,D,F,F","F,F,F,F","D,D,D,D","D,D,F,D",2,2,1,True,5,0.0172524803736314
3,25,art_painting-sketch,0.05,"F,D,F,F","F,F,F,F","D,D,F,D","D,D,F,D",1,2,2,False,5,0.012105957754779
3,25,art_painting-sketch,0.1,"F,F,F,F","F,F,F,F","D,D,F,F","F,D,F,F",0,2,1,True,3,0.0079308272450298
3,25,art_painting-sketch,0.15,"F,F,F,F","F,F,F,F","D,D,F,F","F,F,F,F",0,2,0,False,2,0.0326602503051677
3,25,cartoon-sketch,0.0,"D,D,F,F","D,D,F,D","D,D,D,D","D,D,D,D",1,2,2,False,5,0.0080151114538885
3,25,cartoon-sketch,0.02,"D,D,F,F","D,D,F,D","D,D,D,D","D,D,D,D",1,2,2,False,5,0.0130151114538885
3,25,cartoon-sketch,0.05,"F,D,F,F","D,D,F,D","D,D,F,D","D,D,D,D",2,2,3,True,7,0.0228685888350361
3,25,cartoon-sketch,0.1,"F,F,F,F","F,D,F,F","D,D,F,F","D,D,F,D",1,2,3,True,6,0.0298192091179698
3,25,cartoon-sketch,0.15,"F,F,F,F","F,F,F,F","D,D,F,F","D,D,F,D",0,2,3,True,5,0.0261668657506676
3,50,photo-art_painting,0.0,"D,D,F,F","F,D,D,D","D,D,D,D","D,D,D,D",3,2,2,False,7,0.0262698378908526
3,50,photo-art_painting,0.02,"D,D,F,F","F,F,D,D","D,D,D,D","D,D,D,D",4,2,2,False,8,0.0304632683397538
3,50,photo-art_painting,0.05,"F,D,F,F","F,F,D,D","F,F,D,D","F,D,D,D",3,3,2,True,8,0.0337570768020781
3,50,photo-art_painting,0.1,"F,F,F,F","F,F,F,D","F,F,F,D","F,F,F,D",1,1,1,False,3,0.0453218207145837
3,50,photo-art_painting,0.15,"F,F,F,F","F,F,F,D","F,F,F,D","F,F,F,D",1,1,1,False,3,0.0578218207145838
3,50,photo-cartoon,0.0,"D,D,F,F","F,D,D,D","D,D,F,D","F,D,D,F",3,1,2,True,6,0.0221178782456986
3,50,photo-cartoon,0.02,"D,D,F,F","F,F,D,D","D,D,F,D","F,D,F,F",4,1,1,True,6,0.0317721054915219
3,50,photo-cartoon,0.05,"F,D,F,F","F,F,D,D","D,D,F,D","F,F,F,F",3,2,1,True,6,0.0504847389677572
3,50,photo-cartoon,0.1,"F,F,F,F","F,F,F,D","F,D,F,D","F,F,F,F",1,2,0,True,3,0.1031513351715933
3,50,photo-cartoon,0.15,"F,F,F,F","F,F,F,D","F,D,F,D","F,F,F,F",1,2,0,True,3,0.1406513351715933
3,50,photo-sketch,0.0,"D,D,F,F","F,D,D,D","D,D,D,D","D,D,D,F",3,2,1,True,6,0.0276120274463271
3,50,photo-sketch,0.02,"D,D,F,F","F,F,D,D","D,D,D,D","D,D,F,F",4,2,0,True,6,0.0412682188145985
3,50,photo-sketch,0.05,"F,D,F,F","F,F,D,D","D,D,D,D","F,D,F,F",3,3,0,True,6,0.064141605469965
3,50,photo-sketch,0.1,"F,F,F,F","F,F,F,D","D,D,D,F","F,D,F,F",1,3,1,True,5,0.1233461706818316
3,50,photo-sketch,0.15,"F,F,F,F","F,F,F,D","D,D,F,F","F,F,F,F",1,2,0,True,3,0.1602537242228119
3,50,art_painting-cartoon,0.0,"D,D,F,F","D,D,D,D","D,D,F,D","D,D,D,D",2,1,2,False,5,0.0212262430503329
3,50,art_painting-cartoon,0.02,"D,D,F,F","D,D,D,D","D,D,F,D","D,D,D,D",2,1,2,False,5,0.0262262430503329
3,50,art_painting-cartoon,0.05,"F,D,F,F","F,F,D,D","D,D,F,D","F,D,F,D",3,2,1,True,6,0.0336951908678985
3,50,art_painting-cartoon,0.1,"F,F,F,F","F,F,F,D","F,D,F,D","F,F,F,F",1,2,0,True,3,0.0595000075448555
3,50,art_painting-cartoon,0.15,"F,F,F,F","F,F,F,D","F,D,F,D","F,F,F,F",1,2,0,True,3,0.0970000075448555
3,50,art_painting-sketch,0.0,"D,D,F,F","D,D,D,D","D,D,D,D","D,D,D,D",2,2,2,False,6,0.0265047823197427
3,50,art_painting-sketch,0.02,"D,D,F,F","D,D,D,D","D,D,D,D","D,D,D,D",2,2,2,False,6,0.0365047823197426
3,50,art_painting-sketch,0.05,"F,D,F,F","F,F,D,D","D,D,D,D","D,D,F,F",3,3,1,True,7,0.0601810829881281
3,50,art_painting-sketch,0.1,"F,F,F,F","F,F,F,D","D,D,D,F","F,F,F,F",1,3,0,True,4,0.1046706253993986
3,50,art_painting-sketch,0.15,"F,F,F,F","F,F,F,D","D,D,F,F","F,F,F,F",1,2,0,True,3,0.1462893616590803
3,50,cartoon-sketch,0.0,"D,D,F,F","D,D,F,D","D,D,D,D","D,D,D,F",1,2,1,True,4,0.0241682257585754
3,50,cartoon-sketch,0.02,"D,D,F,F","D,D,F,D","D,D,D,D","D,D,F,F",1,2,0,True,3,0.0357298220744816
3,50,cartoon-sketch,0.05,"F,D,F,F","D,D,F,D","D,D,D,D","D,D,F,F",2,3,1,True,6,0.0608014099730199
3,50,cartoon-sketch,0.1,"F,F,F,F","F,D,F,D","D,D,D,F","D,D,F,F",2,3,2,True,7,0.1136464296631262
3,50,cartoon-sketch,0.15,"F,F,F,F","F,D,F,D","D,D,F,F","D,D,F,F",2,2,2,False,6,0.1427651659228076
3,100,photo-art_painting,0.0,"D,D,F,F","F,D,D,D","D,D,D,D","F,F,D,D",3,2,4,True,9,0.0261311289622724
3,100,photo-art_painting,0.02,"D,D,F,F","F,D,D,D","F,D,D,D","F,F,D,D",3,3,4,True,10,0.0396347489246562
3,100,photo-art_painting,0.05,"F,D,F,F","F,F,D,D","F,F,D,D","F,F,D,D",3,3,3,False,9,0.0545326305247547
3,100,photo-art_painting,0.1,"F,F,F,F","F,F,D,D","F,F,D,D","F,F,F,D",2,2,1,True,5,0.0779402654044236
3,100,photo-art_painting,0.15,"F,F,F,F","F,F,F,D","F,F,F,D","F,F,F,F",1,1,0,True,2,0.0996373611552382
3,100,photo-cartoon,0.0,"D,D,F,F","F,D,D,D","D,D,F,D","F,D,F,D",3,1,2,True,6,0.0269394036039124
3,100,photo-cartoon,0.02,"D,D,F,F","F,D,D,D","D,D,F,D","F,F,F,D",3,1,3,True,7,0.0370553473367342
3,100,photo-cartoon,0.05,"F,D,F,F","F,F,D,D","D,D,F,D","F,F,F,D",3,2,2,True,7,0.0616433168075402
3,100,photo-cartoon,0.1,"F,F,F,F","F,F,D,D","D,D,F,F","F,F,F,F",2,2,0,True,4,0.119669030418419
3,100,photo-cartoon,0.15,"F,F,F,F","F,F,F,D","F,D,F,F","F,F,F,F",1,1,0,True,2,0.1554700446189273
3,100,photo-sketch,0.0,"D,D,F,F","F,D,D,D","D,D,D,D","D,D,F,D",3,2,1,True,6,0.0217777759069176
3,100,photo-sketch,0.02,"D,D,F,F","F,D,D,D","D,D,D,D","F,D,F,D",3,2,2,True,7,0.0340239149812784
3,100,photo-sketch,0.05,"F,D,F,F","F,F,D,D","D,D,D,D","F,D,F,D",3,3,1,True,7,0.0586118844520845
3,100,photo-sketch,0.1,"F,F,F,F","F,F,D,D","D,D,D,D","F,D,F,F",2,4,1,True,7,0.1175761199934599
3,100,photo-sketch,0.15,"F,F,F,F","F,F,F,D","D,D,D,D","F,F,F,F",1,4,0,True,5,0.1800395656853511
3,100,art_painting-cartoon,0.0,"D,D,F,F","D,D,D,D","D,D,F,D","D,D,D,D",2,1,2,False,5,0.025960296093432
3,100,art_painting-cartoon,0.02,"D,D,F,F","F,D,D,D","D,D,F,D","D,D,F,D",3,1,1,False,5,0.0330037842875595
3,100,art_painting-cartoon,0.05,"F,D,F,F","F,F,D,D","D,D,F,D","F,F,F,D",3,2,2,True,7,0.0420626174648998
3,100,art_painting-cartoon,0.1,"F,F,F,F","F,F,D,D","D,D,F,F","F,F,F,F",2,2,0,True,4,0.0918367342117471
3,100,art_painting-cartoon,0.15,"F,F,F,F","F,F,F,D","F,D,F,F","F,F,F,F",1,1,0,True,2,0.1320461068942118
3,100,art_painting-sketch,0.0,"D,D,F,F","D,D,D,D","D,D,D,D","D,D,D,D",2,2,2,False,6,0.0265047823197427
3,100,art_painting-sketch,0.02,"D,D,F,F","F,D,D,D","D,D,D,D","D,D,F,D",3,2,1,True,6,0.0356135281740092
3,100,art_painting-sketch,0.05,"F,D,F,F","F,F,D,D","D,D,D,D","D,D,F,D",3,3,2,True,8,0.0509950282018403
3,100,art_painting-sketch,0.1,"F,F,F,F","F,F,D,D","D,D,D,D","F,F,F,D",2,4,1,True,7,0.1047497778919983
3,100,art_painting-sketch,0.15,"F,F,F,F","F,F,F,D","D,D,D,D","F,F,F,F",1,4,0,True,5,0.1665465024336965
3,100,cartoon-sketch,0.0,"D,D,F,F","D,D,F,D","D,D,D,D","D,D,F,D",1,2,1,False,4,0.0286246329475171
3,100,cartoon-sketch,0.02,"D,D,F,F","D,D,F,D","D,D,D,D","D,D,F,D",1,2,1,False,4,0.038624632947517
3,100,cartoon-sketch,0.05,"F,D,F,F","D,D,F,D","D,D,D,D","D,D,F,D",2,3,2,False,7,0.0561962208460555
3,100,cartoon-sketch,0.1,"F,F,F,F","D,D,F,F","D,D,D,D","D,D,F,F",2,4,2,False,8,0.1093044022515609
3,100,cartoon-sketch,0.15,"F,F,F,F","F,D,F,F","D,D,D,D","D,D,F,F",1,4,2,True,7,0.1574878452188907
4,25,photo-art_painting,0.0,"D,D,D,D","D,D,D,D","D,D,D,D","D,D,D,D",0,0,0,False,0,0.0
4,25,photo-art_painting,0.02,"D,D,F,D","F,D,D,D","F,F,D,D","D,D,D,D",2,3,1,True,6,-0.0042780493729455
4,25,photo-art_painting,0.05,"D,F,F,F","F,F,D,D","F,F,D,D","F,F,D,D",3,3,3,False,9,-0.0126485688488505
4,25,photo-art_painting,0.1,"F,F,F,F","F,F,F,D","F,F,F,D","F,F,F,D",1,1,1,False,3,-0.008160613999082
4,25,photo-art_painting,0.15,"F,F,F,F","F,F,F,F","F,F,F,F","F,F,F,D",0,0,1,True,1,-0.0017338927979894
4,25,photo-cartoon,0.0,"D,D,D,D","D,D,D,D","D,D,D,D","D,D,D,D",0,0,0,False,0,0.0
4,25,photo-cartoon,0.02,"D,D,F,D","F,D,D,D","D,D,D,D","D,D,F,D",2,1,0,True,3,0.0009417614548822
4,25,photo-cartoon,0.05,"D,F,F,F","F,F,D,D","D,F,F,D","D,F,F,D",3,1,1,False,5,0.0019467606508589
4,25,photo-cartoon,0.1,"F,F,F,F","F,F,F,D","D,F,F,D","F,F,F,D",1,2,1,False,4,0.0263213177186955
4,25,photo-cartoon,0.15,"F,F,F,F","F,F,F,F","F,F,F,F","F,F,F,F",0,0,0,False,0,0.043579182196883
4,25,photo-sketch,0.0,"D,D,D,D","D,D,D,D","D,D,D,D","D,D,D,D",0,0,0,False,0,0.0
4,25,photo-sketch,0.02,"D,D,F,D","F,D,D,D","D,D,D,D","D,D,D,D",2,1,1,False,4,-0.0017539247181486
4,25,photo-sketch,0.05,"D,F,F,F","F,F,D,D","D,D,F,F","D,D,F,D",3,1,2,True,6,-0.0036423550335052
4,25,photo-sketch,0.1,"F,F,F,F","F,F,F,D","D,D,F,F","F,F,F,F",1,2,0,True,3,0.0211474225971118
4,25,photo-sketch,0.15,"F,F,F,F","F,F,F,F","D,F,F,F","F,F,F,F",0,1,0,False,1,0.045746196222999
4,25,art_painting-cartoon,0.0,"D,D,D,D","D,D,D,D","D,D,D,D","D,D,D,D",0,0,0,False,0,0.0
4,25,art_painting-cartoon,0.02,"D,D,F,D","F,F,D,D","D,D,D,D","D,F,D,D",3,1,2,True,6,-0.0002966884946914
4,25,art_painting-cartoon,0.05,"D,F,F,F","F,F,D,D","D,F,F,D","F,F,F,D",3,1,2,True,6,0.0040676472404421
4,25,art_painting-cartoon,0.1,"F,F,F,F","F,F,F,D","D,F,F,D","F,F,F,F",1,2,0,True,3,0.0312854918153322
4,25,art_painting-cartoon,0.15,"F,F,F,F","F,F,F,F","F,F,F,F","F,F,F,F",0,0,0,False,0,0.0544602218118391
4,25,art_painting-sketch,0.0,"D,D,D,D","D,D,D,D","D,D,D,D","D,D,D,D",0,0,0,False,0,0.0
4,25,art_painting-sketch,0.02,"D,D,F,D","F,F,D,D","D,D,D,D","D,D,D,D",3,1,1,False,5,-0.0025096256519554
4,25,art_painting-sketch,0.05,"D,F,F,F","F,F,D,D","D,D,F,F","D,F,D,D",3,1,2,True,6,-0.0033588094068781
4,25,art_painting-sketch,0.1,"F,F,F,F","F,F,F,D","D,D,F,F","F,F,F,D",1,2,1,False,4,0.006276056649438
4,25,art_painting-sketch,0.15,"F,F,F,F","F,F,F,F","D,F,F,F","F,F,F,D",0,1,1,True,2,0.0165475751899997
4,25,cartoon-sketch,0.0,"D,D,D,D","D,D,D,D","D,D,D,D","D,D,D,D",0,0,0,False,0,0.0
4,25,cartoon-sketch,0.02,"D,D,F,D","D,D,D,D","D,D,D,D","D,D,D,D",1,1,1,False,3,1.4499002841450448e-05
4,25,cartoon-sketch,0.05,"D,F,F,F","D,F,F,D","D,D,F,F","D,D,F,D",1,1,2,True,4,0.0047682697138027
4,25,cartoon-sketch,0.1,"F,F,F,F","D,F,F,D","D,D,F,F","D,D,F,D",2,2,3,True,7,0.0104743452474644
4,25,cartoon-sketch,0.15,"F,F,F,F","F,F,F,F","D,F,F,F","D,D,F,F",0,1,2,True,3,0.0136589952001524
4,50,photo-art_painting,0.0,"D,D,D,D","D,D,D,D","D,D,D,D","D,D,D,D",0,0,0,False,0,0.0
4,50,photo-art_painting,0.02,"D,D,F,D","F,D,D,D","D,D,D,D","F,D,D,D",2,1,2,False,5,0.0014574287887714
4,50,photo-art_painting,0.05,"D,F,F,F","F,D,D,D","F,F,D,D","F,D,D,D",4,3,4,False,11,0.0023234419723544
4,50,photo-art_painting,0.1,"F,F,F,F","F,F,D,D","F,F,F,D","F,F,D,D",2,1,2,False,5,0.0118723899381246
4,50,photo-art_painting,0.15,"F,F,F,F","F,F,F,D","F,F,F,D","F,F,F,D",1,1,1,False,3,0.0197283667967756
4,50,photo-cartoon,0.0,"D,D,D,D","D,D,D,D","D,D,D,D","F,D,D,D",0,0,1,True,1,0.0006304245836264
4,50,photo-cartoon,0.02,"D,D,F,D","F,D,D,D","D,D,D,D","F,D,D,D",2,1,2,False,5,0.0049760776276173
4,50,photo-cartoon,0.05,"D,F,F,F","F,D,D,D","D,D,F,D","F,F,D,D",4,2,3,True,9,0.0189574847838427
4,50,photo-cartoon,0.1,"F,F,F,F","F,F,D,D","D,D,F,D","F,F,F,D",2,3,1,True,6,0.055863264847651
