seed,N,pair,c,gamma_learn,gamma_oper,delta_gamma,delta_class,sign_change,route_interaction_count,route_interaction_l1
2,100,photo-art_painting,0.02,0.033682392571068,0.0179730902310212,-0.015709302340046798,ABSORB,False,1,1
2,100,photo-art_painting,0.05,0.033682392571068,0.0205235654369697,-0.013158827134098296,ABSORB,False,0,0
2,100,photo-art_painting,0.1,0.033682392571068,0.0247292520950938,-0.008953140475974196,ABSORB,False,0,0
2,100,photo-art_painting,0.15,0.033682392571068,0.0298406151938125,-0.0038417773772554953,ABSORB,False,0,0
2,100,photo-cartoon,0.0,0.1590278240040434,0.0202561382444155,-0.1387716857596279,ABSORB,False,3,3
2,100,photo-cartoon,0.02,0.1590278240040434,0.0328206472201555,-0.12620717678388788,ABSORB,False,2,3
2,100,photo-cartoon,0.05,0.1590278240040434,0.0532910880736645,-0.10573673593037888,ABSORB,False,3,3
2,100,photo-cartoon,0.1,0.1590278240040434,0.0863858028882332,-0.07264202111581018,ABSORB,False,2,2
2,100,photo-cartoon,0.15,0.1590278240040434,0.1055723819107412,-0.05345544209330219,ABSORB,False,1,2
2,100,photo-sketch,0.0,0.4087040729956916,0.0220282983779711,-0.3866757746177205,ABSORB,False,2,2
2,100,photo-sketch,0.02,0.4087040729956916,0.0304474233489103,-0.3782566496467813,ABSORB,False,2,3
2,100,photo-sketch,0.05,0.4087040729956916,0.0545493859730404,-0.35415468702265124,ABSORB,False,3,4
2,100,photo-sketch,0.1,0.4087040729956916,0.1046191716333579,-0.3040849013623337,ABSORB,False,4,4
2,100,photo-sketch,0.15,0.4087040729956916,0.163766800871798,-0.2449372721238936,ABSORB,False,4,5
2,100,art_painting-cartoon,0.0,0.0912410570796763,0.0115842109349997,-0.0796568461446766,ABSORB,False,2,2
2,100,art_painting-cartoon,0.02,0.0912410570796763,0.0251692606057224,-0.06607179647395389,ABSORB,False,2,3
2,100,art_painting-cartoon,0.05,0.0912410570796763,0.0390882140410498,-0.052152843038626495,ABSORB,False,1,1
2,100,art_painting-cartoon,0.1,0.0912410570796763,0.0596119945580768,-0.03162906252159949,ABSORB,False,2,2
2,100,art_painting-cartoon,0.15,0.0912410570796763,0.0665277607837214,-0.024713296295954895,ABSORB,False,0,0
2,100,art_painting-sketch,0.0,0.3493052737868475,0.0090004740291373,-0.3403047997577102,ABSORB,False,1,1
2,100,art_painting-sketch,0.02,0.3493052737868475,0.0183600412194805,-0.330945232567367,ABSORB,False,1,2
2,100,art_painting-sketch,0.05,0.3493052737868475,0.0331345314471616,-0.3161707423396859,ABSORB,False,2,2
2,100,art_painting-sketch,0.1,0.3493052737868475,0.074969073021017,-0.2743362007658305,ABSORB,False,4,4
2,100,art_painting-sketch,0.15,0.3493052737868475,0.1300804361197358,-0.2192248376671117,ABSORB,False,4,4
2,100,cartoon-sketch,0.0,0.3893234733035465,0.0187321665618285,-0.370591306741718,ABSORB,False,2,3
2,100,cartoon-sketch,0.02,0.3893234733035465,0.0337321665618286,-0.3555913067417179,ABSORB,False,2,3
2,100,cartoon-sketch,0.05,0.3893234733035465,0.0542026074153375,-0.335120865888209,ABSORB,False,3,3
2,100,cartoon-sketch,0.1,0.3893234733035465,0.0963882125046845,-0.292935260798862,ABSORB,False,4,4
2,100,cartoon-sketch,0.15,0.3893234733035465,0.1423556279999144,-0.24696784530363208,ABSORB,False,4,5
3,25,photo-art_painting,0.0,-0.0021950100768659,0.0247222808099946,0.026917290886860498,AMPLIFY,True,1,1
3,25,photo-art_painting,0.02,-0.0021950100768659,0.026466597974151,0.0286616080510169,AMPLIFY,True,2,2
3,25,photo-art_painting,0.05,-0.0021950100768659,0.012149069062419,0.0143440791392849,AMPLIFY,True,1,1
3,25,photo-art_painting,0.1,-0.0021950100768659,0.0044439924033801,0.006639002480246001,AMPLIFY,True,1,1
3,25,photo-art_painting,0.15,-0.0021950100768659,-0.0021950100768659,0.0,PRESERVE,False,0,0
3,25,photo-cartoon,0.0,0.026640597383867,0.0080151114538885,-0.0186254859299785,ABSORB,False,1,1
3,25,photo-cartoon,0.02,0.026640597383867,0.0111678424346903,-0.015472754949176699,ABSORB,False,3,3
3,25,photo-cartoon,0.05,0.026640597383867,0.0093658022891808,-0.0172747950946862,ABSORB,False,3,3
3,25,photo-cartoon,0.1,0.026640597383867,0.0190938102799425,-0.0075467871039245,ABSORB,False,2,2
3,25,photo-cartoon,0.15,0.026640597383867,0.026640597383867,0.0,PRESERVE,False,0,0
3,25,photo-sketch,0.0,0.1195790376846728,0.0265047823197427,-0.09307425536493011,ABSORB,False,2,2
3,25,photo-sketch,0.02,0.1195790376846728,0.0346575133005444,-0.0849215243841284,ABSORB,False,4,4
3,25,photo-sketch,0.05,0.1195790376846728,0.0422032275483384,-0.0773758101363344,ABSORB,False,3,3
3,25,photo-sketch,0.1,0.1195790376846728,0.0523038058448145,-0.06727523183985831,ABSORB,False,1,1
3,25,photo-sketch,0.15,0.1195790376846728,0.0725266933763655,-0.047052344308307306,ABSORB,False,2,2
3,25,art_painting-cartoon,0.0,-0.0038854746125094,0.0049946916627084,0.0088801662752178,AMPLIFY,True,2,2
3,25,art_painting-cartoon,0.02,-0.0038854746125094,-0.0060334415278727,-0.0021479669153633,AMPLIFY,False,2,2
3,25,art_painting-cartoon,0.05,-0.0038854746125094,-0.0168276787629967,-0.012942204150487299,AMPLIFY,False,2,2
3,25,art_painting-cartoon,0.1,-0.0038854746125094,-0.0030311731229091,0.0008543014896003,ABSORB,False,2,2
3,25,art_painting-cartoon,0.15,-0.0038854746125094,-0.0038854746125094,0.0,PRESERVE,False,0,0
3,25,art_painting-sketch,0.0,0.079712594613475,0.0234843625285626,-0.0562282320849124,ABSORB,False,1,1
3,25,art_painting-sketch,0.02,0.079712594613475,0.0172524803736314,-0.0624601142398436,ABSORB,False,3,3
3,25,art_painting-sketch,0.05,0.079712594613475,0.012105957754779,-0.067606636858696,ABSORB,False,1,1
3,25,art_painting-sketch,0.1,0.079712594613475,0.0079308272450298,-0.0717817673684452,ABSORB,False,1,1
3,25,art_painting-sketch,0.15,0.079712594613475,0.0326602503051677,-0.047052344308307306,ABSORB,False,2,2
3,25,cartoon-sketch,0.0,-0.0053274550222267,0.0080151114538885,0.0133425664761152,AMPLIFY,True,1,1
3,25,cartoon-sketch,0.02,-0.0053274550222267,0.0130151114538885,0.0183425664761152,AMPLIFY,True,1,1
3,25,cartoon-sketch,0.05,-0.0053274550222267,0.0228685888350361,0.0281960438572628,AMPLIFY,True,3,3
3,25,cartoon-sketch,0.1,-0.0053274550222267,0.0298192091179698,0.0351466641401965,AMPLIFY,True,2,2
3,25,cartoon-sketch,0.15,-0.0053274550222267,0.0261668657506676,0.031494320772894296,AMPLIFY,True,1,1
3,50,photo-art_painting,0.0,0.0717259603768251,0.0262698378908526,-0.0454561224859725,ABSORB,False,3,3
3,50,photo-art_painting,0.02,0.0717259603768251,0.0304632683397538,-0.04126269203707131,ABSORB,False,4,4
3,50,photo-art_painting,0.05,0.0717259603768251,0.0337570768020781,-0.037968883574747,ABSORB,False,3,4
3,50,photo-art_painting,0.1,0.0717259603768251,0.0453218207145837,-0.026404139662241408,ABSORB,False,1,1
3,50,photo-art_painting,0.15,0.0717259603768251,0.0578218207145838,-0.013904139662241306,ABSORB,False,1,1
3,50,photo-cartoon,0.0,0.1743765588028093,0.0221178782456986,-0.1522586805571107,ABSORB,False,1,2
3,50,photo-cartoon,0.02,0.1743765588028093,0.0317721054915219,-0.1426044533112874,ABSORB,False,3,4
3,50,photo-cartoon,0.05,0.1743765588028093,0.0504847389677572,-0.1238918198350521,ABSORB,False,3,4
3,50,photo-cartoon,0.1,0.1743765588028093,0.1031513351715933,-0.071225223631216,ABSORB,False,2,3
3,50,photo-cartoon,0.15,0.1743765588028093,0.1406513351715933,-0.033725223631215995,ABSORB,False,2,3
3,50,photo-sketch,0.0,0.3142384560378607,0.0276120274463271,-0.2866264285915336,ABSORB,False,3,4
3,50,photo-sketch,0.02,0.3142384560378607,0.0412682188145985,-0.2729702372232622,ABSORB,False,4,6
3,50,photo-sketch,0.05,0.3142384560378607,0.064141605469965,-0.2500968505678957,ABSORB,False,4,6
3,50,photo-sketch,0.1,0.3142384560378607,0.1233461706818316,-0.19089228535602912,ABSORB,False,3,3
3,50,photo-sketch,0.15,0.3142384560378607,0.1602537242228119,-0.15398473181504882,ABSORB,False,3,3
3,50,art_painting-cartoon,0.0,0.1095282538556028,0.0212262430503329,-0.0883020108052699,ABSORB,False,1,1
3,50,art_painting-cartoon,0.02,0.1095282538556028,0.0262262430503329,-0.0833020108052699,ABSORB,False,1,1
3,50,art_painting-cartoon,0.05,0.1095282538556028,0.0336951908678985,-0.0758330629877043,ABSORB,False,4,4
3,50,art_painting-cartoon,0.1,0.1095282538556028,0.0595000075448555,-0.0500282463107473,ABSORB,False,2,3
3,50,art_painting-cartoon,0.15,0.1095282538556028,0.0970000075448555,-0.01252824631074731,ABSORB,False,2,3
3,50,art_painting-sketch,0.0,0.2790771161536605,0.0265047823197427,-0.2525723338339178,ABSORB,False,2,2
3,50,art_painting-sketch,0.02,0.2790771161536605,0.0365047823197426,-0.24257233383391788,ABSORB,False,2,2
3,50,art_painting-sketch,0.05,0.2790771161536605,0.0601810829881281,-0.21889603316553238,ABSORB,False,3,5
3,50,art_painting-sketch,0.1,0.2790771161536605,0.1046706253993986,-0.1744064907542619,ABSORB,False,4,4
3,50,art_painting-sketch,0.15,0.2790771161536605,0.1462893616590803,-0.1327877544945802,ABSORB,False,3,3
3,50,cartoon-sketch,0.0,0.2436675708960836,0.0241682257585754,-0.21949934513750818,ABSORB,False,1,2
3,50,cartoon-sketch,0.02,0.2436675708960836,0.0357298220744816,-0.207937748821602,ABSORB,False,2,3
3,50,cartoon-sketch,0.05,0.2436675708960836,0.0608014099730199,-0.18286616092306368,ABSORB,False,3,4
3,50,cartoon-sketch,0.1,0.2436675708960836,0.1136464296631262,-0.13002114123295738,ABSORB,False,3,3
3,50,cartoon-sketch,0.15,0.2436675708960836,0.1427651659228076,-0.10090240497327599,ABSORB,False,2,2
3,100,photo-art_painting,0.0,0.1164236382482979,0.0261311289622724,-0.0902925092860255,ABSORB,False,3,3
3,100,photo-art_painting,0.02,0.1164236382482979,0.0396347489246562,-0.0767888893236417,ABSORB,False,4,4
3,100,photo-art_painting,0.05,0.1164236382482979,0.0545326305247547,-0.06189100772354321,ABSORB,False,3,3
3,100,photo-art_painting,0.1,0.1164236382482979,0.0779402654044236,-0.038483372843874306,ABSORB,False,2,3
3,100,photo-art_painting,0.15,0.1164236382482979,0.0996373611552382,-0.0167862770930597,ABSORB,False,1,2
3,100,photo-cartoon,0.0,0.1924903753973155,0.0269394036039124,-0.1655509717934031,ABSORB,False,2,2
3,100,photo-cartoon,0.02,0.1924903753973155,0.0370553473367342,-0.1554350280605813,ABSORB,False,3,3
3,100,photo-cartoon,0.05,0.1924903753973155,0.0616433168075402,-0.1308470585897753,ABSORB,False,3,3
3,100,photo-cartoon,0.1,0.1924903753973155,0.119669030418419,-0.0728213449788965,ABSORB,False,4,4
3,100,photo-cartoon,0.15,0.1924903753973155,0.1554700446189273,-0.037020330778388205,ABSORB,False,2,2
3,100,photo-sketch,0.0,0.4702276214489974,0.0217777759069176,-0.4484498455420798,ABSORB,False,3,4
3,100,photo-sketch,0.02,0.4702276214489974,0.0340239149812784,-0.436203706467719,ABSORB,False,2,3
3,100,photo-sketch,0.05,0.4702276214489974,0.0586118844520845,-0.4116157369969129,ABSORB,False,4,5
3,100,photo-sketch,0.1,0.4702276214489974,0.1175761199934599,-0.3526515014555375,ABSORB,False,3,5
3,100,photo-sketch,0.15,0.4702276214489974,0.1800395656853511,-0.29018805576364626,ABSORB,False,4,5
3,100,art_painting-cartoon,0.0,0.1784519560933153,0.025960296093432,-0.1524916599998833,ABSORB,False,1,1
3,100,art_painting-cartoon,0.02,0.1784519560933153,0.0330037842875595,-0.1454481718057558,ABSORB,False,3,3
3,100,art_painting-cartoon,0.05,0.1784519560933153,0.0420626174648998,-0.13638933862841549,ABSORB,False,3,3
3,100,art_painting-cartoon,0.1,0.1784519560933153,0.0918367342117471,-0.0866152218815682,ABSORB,False,4,4
3,100,art_painting-cartoon,0.15,0.1784519560933153,0.1320461068942118,-0.04640584919910348,ABSORB,False,2,2
3,100,art_painting-sketch,0.0,0.4661200766180581,0.0265047823197427,-0.4396152942983154,ABSORB,False,2,2
3,100,art_painting-sketch,0.02,0.4661200766180581,0.0356135281740092,-0.4305065484440489,ABSORB,False,3,4
3,100,art_painting-sketch,0.05,0.4661200766180581,0.0509950282018403,-0.4151250484162178,ABSORB,False,3,4
3,100,art_painting-sketch,0.1,0.4661200766180581,0.1047497778919983,-0.3613702987260598,ABSORB,False,4,5
3,100,art_painting-sketch,0.15,0.4661200766180581,0.1665465024336965,-0.2995735741843616,ABSORB,False,4,5
3,100,cartoon-sketch,0.0,0.4259627815883785,0.0286246329475171,-0.3973381486408614,ABSORB,False,2,2
3,100,cartoon-sketch,0.02,0.4259627815883785,0.038624632947517,-0.3873381486408615,ABSORB,False,2,2
3,100,cartoon-sketch,0.05,0.4259627815883785,0.0561962208460555,-0.369766560742323,ABSORB,False,3,3
3,100,cartoon-sketch,0.1,0.4259627815883785,0.1093044022515609,-0.3166583793368176,ABSORB,False,4,4
3,100,cartoon-sketch,0.15,0.4259627815883785,0.1574878452188907,-0.2684749363694878,ABSORB,False,3,3
4,25,photo-art_painting,0.0,-0.025404638726012,0.0,0.025404638726012,ABSORB,False,0,0
4,25,photo-art_painting,0.02,-0.025404638726012,-0.0042780493729455,0.0211265893530665,ABSORB,False,3,4
4,25,photo-art_painting,0.05,-0.025404638726012,-0.0126485688488505,0.012756069877161502,ABSORB,False,3,3
4,25,photo-art_painting,0.1,-0.025404638726012,-0.008160613999082,0.01724402472693,ABSORB,False,1,1
4,25,photo-art_painting,0.15,-0.025404638726012,-0.0017338927979894,0.0236707459280226,ABSORB,False,1,1
4,25,photo-cartoon,0.0,0.043579182196883,0.0,-0.043579182196883,ABSORB,False,0,0
4,25,photo-cartoon,0.02,0.043579182196883,0.0009417614548822,-0.042637420742000796,ABSORB,False,2,3
4,25,photo-cartoon,0.05,0.043579182196883,0.0019467606508589,-0.0416324215460241,ABSORB,False,3,3
4,25,photo-cartoon,0.1,0.043579182196883,0.0263213177186955,-0.017257864478187498,ABSORB,False,2,2
4,25,photo-cartoon,0.15,0.043579182196883,0.043579182196883,0.0,PRESERVE,False,0,0
4,25,photo-sketch,0.0,0.051308026071735,0.0,-0.051308026071735,ABSORB,False,0,0
4,25,photo-sketch,0.02,0.051308026071735,-0.0017539247181486,-0.0530619507898836,ABSORB,True,2,2
4,25,photo-sketch,0.05,0.051308026071735,-0.0036423550335052,-0.0549503811052402,ABSORB,True,2,2
4,25,photo-sketch,0.1,0.051308026071735,0.0211474225971118,-0.0301606034746232,ABSORB,False,3,3
4,25,photo-sketch,0.15,0.051308026071735,0.045746196222999,-0.005561829848736002,ABSORB,False,1,1
4,25,art_painting-cartoon,0.0,0.0544602218118391,0.0,-0.0544602218118391,ABSORB,False,0,0
4,25,art_painting-cartoon,0.02,0.0544602218118391,-0.0002966884946914,-0.0547569103065305,ABSORB,True,2,2
4,25,art_painting-cartoon,0.05,0.0544602218118391,0.0040676472404421,-0.050392574571397,ABSORB,False,2,2
4,25,art_painting-cartoon,0.1,0.0544602218118391,0.0312854918153322,-0.023174729996506896,ABSORB,False,2,3
4,25,art_painting-cartoon,0.15,0.0544602218118391,0.0544602218118391,0.0,PRESERVE,False,0,0
4,25,art_painting-sketch,0.0,0.010604470541789,0.0,-0.010604470541789,ABSORB,False,0,0
4,25,art_painting-sketch,0.02,0.010604470541789,-0.0025096256519554,-0.013114096193744401,ABSORB,True,3,3
4,25,art_painting-sketch,0.05,0.010604470541789,-0.0033588094068781,-0.0139632799486671,ABSORB,True,2,2
4,25,art_painting-sketch,0.1,0.010604470541789,0.006276056649438,-0.004328413892351,ABSORB,False,2,2
4,25,art_painting-sketch,0.15,0.010604470541789,0.0165475751899997,0.005943104648210698,AMPLIFY,False,2,2
4,25,cartoon-sketch,0.0,0.0038502312220263,0.0,-0.0038502312220263,ABSORB,False,0,0
4,25,cartoon-sketch,0.02,0.0038502312220263,1.4499002841450448e-05,-0.0038357322191848496,ABSORB,False,1,1
4,25,cartoon-sketch,0.05,0.0038502312220263,0.0047682697138027,0.0009180384917763995,AMPLIFY,False,0,0
4,25,cartoon-sketch,0.1,0.0038502312220263,0.0104743452474644,0.006624114025438099,AMPLIFY,False,1,1
4,25,cartoon-sketch,0.15,0.0038502312220263,0.0136589952001524,0.009808763978126099,AMPLIFY,False,1,1
4,50,photo-art_painting,0.0,0.0322202037181197,0.0,-0.0322202037181197,ABSORB,False,0,0
4,50,photo-art_painting,0.02,0.0322202037181197,0.0014574287887714,-0.0307627749293483,ABSORB,False,1,1
4,50,photo-art_painting,0.05,0.0322202037181197,0.0023234419723544,-0.029896761745765298,ABSORB,False,3,3
4,50,photo-art_painting,0.1,0.0322202037181197,0.0118723899381246,-0.0203478137799951,ABSORB,False,1,1
4,50,photo-art_painting,0.15,0.0322202037181197,0.0197283667967756,-0.012491836921344097,ABSORB,False,1,1
4,50,photo-cartoon,0.0,0.1607877674496994,0.0006304245836264,-0.160157342866073,ABSORB,False,1,1
4,50,photo-cartoon,0.02,0.1607877674496994,0.0049760776276173,-0.1558116898220821,ABSORB,False,1,1
4,50,photo-cartoon,0.05,0.1607877674496994,0.0189574847838427,-0.14183028266585668,ABSORB,False,2,3
4,50,photo-cartoon,0.1,0.1607877674496994,0.055863264847651,-0.10492450260204839,ABSORB,False,4,4
4,50,photo-cartoon,0.15,0.1607877674496994,0.0855587481439631,-0.07522901930573629,ABSORB,False,1,1
4,50,photo-sketch,0.0,0.1892981001149457,0.0,-0.1892981001149457,ABSORB,False,0,0
4,50,photo-sketch,0.02,0.1892981001149457,-0.0006543469560092,-0.18995244707095488,ABSORB,True,2,2
4,50,photo-sketch,0.05,0.1892981001149457,0.0070309428926783,-0.18226715722226738,ABSORB,False,3,3
4,50,photo-sketch,0.1,0.1892981001149457,0.0439761511188808,-0.14532194899606488,ABSORB,False,3,3
4,50,photo-sketch,0.15,0.1892981001149457,0.0836748122501002,-0.10562328786484548,ABSORB,False,3,3
4,50,art_painting-cartoon,0.0,0.0918131605813827,0.0,-0.0918131605813827,ABSORB,False,0,0
4,50,art_painting-cartoon,0.02,0.0918131605813827,1.4499002841450448e-05,-0.09179866157854125,ABSORB,False,1,1
4,50,art_painting-cartoon,0.05,0.0918131605813827,0.0033675416122125,-0.08844561896917019,ABSORB,False,1,1
4,50,art_painting-cartoon,0.1,0.0918131605813827,0.0323323866948096,-0.05948077388657309,ABSORB,False,3,3
4,50,art_painting-cartoon,0.15,0.0918131605813827,0.0544032209214916,-0.037409939659891096,ABSORB,False,1,1
4,50,art_painting-sketch,0.0,0.2126493265351924,0.0,-0.2126493265351924,ABSORB,False,0,0
4,50,art_painting-sketch,0.02,0.2126493265351924,1.4499002841450448e-05,-0.21263482753235094,ABSORB,False,1,1
4,50,art_painting-sketch,0.05,0.2126493265351924,0.0054342302253641,-0.2072150963098283,ABSORB,False,2,2
4,50,art_painting-sketch,0.1,0.2126493265351924,0.0590963490022108,-0.15355297753298158,ABSORB,False,3,4
4,50,art_painting-sketch,0.15,0.2126493265351924,0.1090963490022108,-0.1035529775329816,ABSORB,False,3,4
4,50,cartoon-sketch,0.0,0.2185351619469364,0.0,-0.2185351619469364,ABSORB,False,0,0
4,50,cartoon-sketch,0.02,0.2185351619469364,1.4499002841450448e-05,-0.21852066294409495,ABSORB,False,1,1
4,50,cartoon-sketch,0.05,0.2185351619469364,0.0103932070688576,-0.2081419548780788,ABSORB,False,3,3
4,50,cartoon-sketch,0.1,0.2185351619469364,0.0566011240373336,-0.1619340379096028,ABSORB,False,3,4
4,50,cartoon-sketch,0.15,0.2185351619469364,0.0911719582640159,-0.12736320368292048,ABSORB,False,1,2
4,100,photo-art_painting,0.0,0.071180335352151,0.0,-0.071180335352151,ABSORB,False,0,0
4,100,photo-art_painting,0.02,0.071180335352151,-0.002009310520968,-0.073189645873119,ABSORB,True,2,2
4,100,photo-art_painting,0.05,0.071180335352151,0.0070039855023807,-0.0641763498497703,ABSORB,False,3,3
4,100,photo-art_painting,0.1,0.071180335352151,0.0278165303298432,-0.0433638050223078,ABSORB,False,2,2
4,100,photo-art_painting,0.15,0.071180335352151,0.0537111106042335,-0.017469224747917497,ABSORB,False,2,3
4,100,photo-cartoon,0.0,0.2218330054463798,0.0,-0.2218330054463798,ABSORB,False,0,0
4,100,photo-cartoon,0.02,0.2218330054463798,0.0018871017386313,-0.2199459037077485,ABSORB,False,3,3
4,100,photo-cartoon,0.05,0.2218330054463798,0.0208634519491722,-0.2009695534972076,ABSORB,False,3,4
4,100,photo-cartoon,0.1,0.2218330054463798,0.0864956653488714,-0.1353373400975084,ABSORB,False,4,5
4,100,photo-cartoon,0.15,0.2218330054463798,0.1489956653488716,-0.0728373400975082,ABSORB,False,4,5
4,100,photo-sketch,0.0,0.3901015272728657,0.0,-0.3901015272728657,ABSORB,False,0,0
4,100,photo-sketch,0.02,0.3901015272728657,-0.002009310520968,-0.39211083779383366,ABSORB,True,2,2
4,100,photo-sketch,0.05,0.3901015272728657,0.0163288907060978,-0.3737726365667679,ABSORB,False,3,4
4,100,photo-sketch,0.1,0.3901015272728657,0.0696974371330624,-0.3204040901398033,ABSORB,False,4,5
4,100,photo-sketch,0.15,0.3901015272728657,0.1370798341867668,-0.2530216930860989,ABSORB,False,4,6
4,100,art_painting-cartoon,0.0,0.1477416225536512,0.0,-0.1477416225536512,ABSORB,False,0,0
4,100,art_painting-cartoon,0.02,0.1477416225536512,1.4499002841450448e-05,-0.14772712355080975,ABSORB,False,1,1
4,100,art_painting-cartoon,0.05,0.1477416225536512,0.0119300938767649,-0.13581152867688628,ABSORB,False,3,3
4,100,art_painting-cartoon,0.1,0.1477416225536512,0.0358442400735132,-0.111897382480138,ABSORB,False,3,3
4,100,art_painting-cartoon,0.15,0.1477416225536512,0.0840849013240871,-0.0636567212295641,ABSORB,False,4,5
4,100,art_painting-sketch,0.0,0.3715973515301194,0.0,-0.3715973515301194,ABSORB,False,0,0
4,100,art_painting-sketch,0.02,0.3715973515301194,1.4499002841450448e-05,-0.37158285252727796,ABSORB,False,1,1
4,100,art_painting-sketch,0.05,0.3715973515301194,0.0119300938767649,-0.3596672576533545,ABSORB,False,3,3
4,100,art_painting-sketch,0.1,0.3715973515301194,0.0636419802437864,-0.307955371286333,ABSORB,False,3,5
4,100,art_painting-sketch,0.15,0.3715973515301194,0.1277562773119648,-0.24384107421815462,ABSORB,False,4,6
4,100,cartoon-sketch,0.0,0.3173586248589528,0.0,-0.3173586248589528,ABSORB,False,0,0
4,100,cartoon-sketch,0.02,0.3173586248589528,1.4499002841450448e-05,-0.3173441258561113,ABSORB,False,1,1
4,100,cartoon-sketch,0.05,0.3173586248589528,0.0119300938767649,-0.30542853098218786,ABSORB,False,3,3
4,100,cartoon-sketch,0.1,0.3173586248589528,0.0517816032374508,-0.265577021621502,ABSORB,False,4,4
4,100,cartoon-sketch,0.15,0.3173586248589528,0.1017816032374508,-0.215577021621502,ABSORB,False,4,4
