seed,N,domain_i,domain_j,pair,DeltaS_i_photo,DeltaS_j_photo,DeltaS_ij_photo,DeltaS_ij_CM_photo,interaction_S_photo,DeltaS_i_art_painting,DeltaS_j_art_painting,DeltaS_ij_art_painting,DeltaS_ij_CM_art_painting,interaction_S_art_painting,DeltaS_i_cartoon,DeltaS_j_cartoon,DeltaS_ij_cartoon,DeltaS_ij_CM_cartoon,interaction_S_cartoon,DeltaS_i_sketch,DeltaS_j_sketch,DeltaS_ij_sketch,DeltaS_ij_CM_sketch,interaction_S_sketch
2,100,photo,sketch,photo__sketch,0.029603733719417935,-0.3721389886017249,0.0243127284284127,-0.0006827103601296791,0.36684798331071966,-0.014080221557361994,-0.4693698519675913,0.002255510960241125,-0.008740120555226216,0.4857055844851944,-0.10734158065208044,-0.23929462795899892,-0.029183277007853947,-0.034191321767570226,0.3174529316032254,-0.12248044082780218,-0.009671010269628577,0.12379482548709209,0.050228139923344295,0.25594627658452285
2,100,art_painting,cartoon,art_painting__cartoon,0.015873015873015928,-0.08344704832866279,-0.01892755619118236,0.011298772382516309,0.0486464762644645,0.028437088520607667,-0.14949261011972526,-0.03021960586220085,0.03248758771834581,0.09083591573691674,-0.1252008159218193,-0.07926728454547172,-0.07644840526785401,-0.07174269489042917,0.128019695199437,-0.10493664510401901,-0.0832599017476141,0.002509305032619813,0.03529264296274692,0.19070585188425293
2,100,art_painting,sketch,art_painting__sketch,0.015873015873015928,-0.3721389886017249,-0.014224463731852932,-0.014954257565094942,0.34204150899685604,0.028437088520607667,-0.4693698519675913,0.0032991337800898357,0.0005387956896343304,0.44423189722707346,-0.1252008159218193,-0.23929462795899892,-0.08577958200801339,-0.03467994080333092,0.27871586187280484,-0.10493664510401901,-0.009671010269628577,0.11966951975181661,0.10617599525322974,0.2342771751254642
2,100,cartoon,sketch,cartoon__sketch,-0.08344704832866279,-0.3721389886017249,-0.1071136531012582,-0.10102431777308629,0.3484723838291295,-0.14949261011972526,-0.4693698519675913,-0.20071323065779123,-0.11551263780365972,0.4181492314295253,-0.07926728454547172,-0.23929462795899892,-0.10811831275500683,-0.05133144919438204,0.2104435997494638,-0.0832599017476141,-0.009671010269628577,0.05479233441942599,0.034590204276588876,0.14772324643666868
3,25,photo,art_painting,photo__art_painting,0.02587510099825374,0.02587510099825374,0.04065342612140643,0.02587510099825374,-0.01109677587510105,0.03943262562946104,0.03413482177369509,0.06086458149638485,0.049138838567634346,-0.012702865906771277,-0.09578293331823762,-0.05815263357515432,-0.11852569255029932,-0.06594950705888214,0.03540987434309262,-0.19503353037918203,-0.06048488416465425,-0.20055765955323002,-0.10330860504757566,0.054960754990606264
3,25,photo,cartoon,photo__cartoon,0.02587510099825374,-0.02521845470359696,0.04508578861033974,0.04015968023595551,0.04442914231568296,0.03943262562946104,-0.03346131854155654,0.04768094721523064,0.03958145185280193,0.04170964012732614,-0.09578293331823762,0.014172584369005259,-0.039170764102929856,-0.014871246503502467,0.0424395848463025,-0.19503353037918203,-0.03453465267512912,-0.17152748839318943,-0.14965833524505567,0.05804069466112172
3,25,photo,sketch,photo__sketch,0.02587510099825374,-0.16221897294517673,0.006136616060340883,0.015353205922091995,0.14248048800726387,0.03943262562946104,-0.3147886596377226,-0.04786557723377394,-0.02864303616183317,0.22749045677448765,-0.09578293331823762,-0.08086502800387685,-0.06280088804111039,-0.04748082558990041,0.11384707328100407,-0.19503353037918203,-0.13459389330788452,-0.06051994100014346,-0.06324403401540124,0.2691074826869231
3,25,art_painting,cartoon,art_painting__cartoon,0.02587510099825374,-0.02521845470359696,0.020245262856100288,0.010041181223447215,0.019588616561443506,0.03413482177369509,-0.03346131854155654,0.015751443284828914,0.012063652378992984,0.015077940052690364,-0.05815263357515432,0.014172584369005259,-0.02404282479740183,0.012504486481266008,0.019937224408747234,-0.06048488416465425,-0.03453465267512912,-0.13784059825669115,-0.11648013615812092,-0.04282106141690778
3,25,art_painting,sketch,art_painting__sketch,0.02587510099825374,-0.16221897294517673,-0.01983328246636684,-0.029908515130189994,0.11651058948055615,0.03413482177369509,-0.3147886596377226,-0.043446747643807404,-0.02556613637861538,0.23720709022022013,-0.05815263357515432,-0.08086502800387685,-0.03532954403804234,-0.018487446856599865,0.10368811754098883,-0.06048488416465425,-0.13459389330788452,-0.11589486964793061,-0.0215882297921991,0.07918390782460816
3,25,cartoon,sketch,cartoon__sketch,-0.02521845470359696,-0.16221897294517673,-0.11650617540495178,-0.04559256652852717,0.07093125224382191,-0.03346131854155654,-0.3147886596377226,-0.20496229913803699,-0.08779731845605476,0.14328767904124218,0.014172584369005259,-0.08086502800387685,-0.024263807090266876,-0.014379900702651827,0.042428636544604714,-0.03453465267512912,-0.13459389330788452,-0.13620162183557794,-0.27263389727863374,0.0329269241474357
3,50,photo,art_painting,photo__art_painting,0.06528396799332759,-0.008783590064378122,0.0357273177470222,0.04557953449579066,-0.02077306018192726,-0.0005554041464713722,0.03729152305069705,0.0038611988393156826,0.04012260573252602,-0.032874920064909996,-0.12415693527001337,-0.10230909235978125,-0.16598719616174962,-0.10328944784422456,0.060478831468045,-0.22865093947758575,-0.1434068306886619,-0.3207108765398832,-0.18194703154934377,0.051346893626364354
3,50,photo,cartoon,photo__cartoon,0.06528396799332759,-0.04997784554434814,0.04554548305541484,0.04473392372645513,0.030239360606435395,-0.0005554041464713722,-0.09564957169042021,-0.0028308154893275095,0.028656039530239985,0.09337416034756407,-0.12415693527001337,0.0027789422645587702,-0.04449582354039361,-0.024780156693579247,0.07688216946506099,-0.22865093947758575,-0.10299691306236769,-0.2395630264657771,-0.23525875995336354,0.09208482607417634
3,50,photo,sketch,photo__sketch,0.06528396799332759,-0.41678862450354587,0.025665117115935443,0.015812900367166982,0.3771697736261538,-0.0005554041464713722,-0.46348858998954384,-0.062017071819563285,-0.027910572451028126,0.40202692231645193,-0.12415693527001337,-0.1807610651000997,-0.06977358895520347,-0.05101810253872274,0.2351444114149096,-0.22865093947758575,-0.14722471035542606,-0.07962098077903612,-0.02806639546099121,0.2962546690539757
3,50,art_painting,cartoon,art_painting__cartoon,-0.008783590064378122,-0.04997784554434814,-0.01356781743719615,-0.00424339801425444,0.045193618171530114,0.03729152305069705,-0.09564957169042021,-0.02386322950232711,0.015811116276832737,0.03449481913739605,-0.10230909235978125,0.0027789422645587702,-0.08487767093144505,-0.019455842340186824,0.014652479163777432,-0.1434068306886619,-0.10299691306236769,-0.13394343270265507,-0.08832047539943566,0.1124603110483745
3,50,art_painting,sketch,art_painting__sketch,-0.008783590064378122,-0.41678862450354587,-0.048402440941770375,-0.014413428206531576,0.37716977362615356,0.03729152305069705,-0.46348858998954384,-0.05074662491338522,-0.049202964767996904,0.3754504420254616,-0.10230909235978125,-0.1807610651000997,-0.0518733642078697,-0.043753217358204144,0.23119679325201126,-0.1434068306886619,-0.14722471035542606,-0.12065105225066053,-0.060070468112236486,0.16998048879342742
3,50,cartoon,sketch,cartoon__sketch,-0.04997784554434814,-0.41678862450354587,-0.152125728265884,-0.10156494987259335,0.31464074178200996,-0.09564957169042021,-0.46348858998954384,-0.2759128631814077,-0.1892000790889805,0.2832252984985564,0.0027789422645587702,-0.1807610651000997,-0.07815110386626778,-0.04065331526899951,0.09983101896927316,-0.10299691306236769,-0.14722471035542606,-0.012208266688866876,-0.047270176070286496,0.23801335672892687
3,100,photo,art_painting,photo__art_painting,0.07545399818560483,0.030801209372637972,0.07545399818560483,0.06510803555138533,-0.030801209372637972,-0.04046096050360459,0.05434606416538856,0.0585738511167756,0.07572725345702569,0.04468874745499163,-0.16001762562420008,-0.1405016511750462,-0.1498763449362438,-0.108929070556816,0.15064293186300248,-0.2692440026922839,-0.24037776238363373,-0.3105413627022369,-0.26338883019046955,0.19908040237368074
3,100,photo,cartoon,photo__cartoon,0.07545399818560483,-0.05064752387174121,0.06588554343996911,0.06556772999646043,0.04107906912610548,-0.04046096050360459,-0.1351005445383181,-0.020884122174662068,0.02008290092680154,0.15467738286726063,-0.16001762562420008,-0.013764968003313172,-0.04795060911747773,-0.028346330956474763,0.12583198451003552,-0.2692440026922839,-0.1466311720913268,-0.17307019802357382,-0.19912507036057936,0.24280497676003687
3,100,photo,sketch,photo__sketch,0.07545399818560483,-0.5554918279453478,0.030557174049943736,0.030591225490319562,0.5105950038096867,-0.04046096050360459,-0.5586286255795851,-0.03248677842438363,-0.02077216851652941,0.5666028076588061,-0.16001762562420008,-0.314929427675929,-0.07420379799780485,-0.03897597799659824,0.40074325530232424,-0.2692440026922839,-0.353155507126431,-0.15989103216043388,-0.05681073862339869,0.462508477658281
3,100,art_painting,cartoon,art_painting__cartoon,0.030801209372637972,-0.05064752387174121,0.020421195298042538,0.01053492710889814,0.04026750979714577,0.05434606416538856,-0.1351005445383181,0.037862513426423106,0.03094864025735966,0.11861699379935264,-0.1405016511750462,-0.013764968003313172,-0.05809336986263092,-0.024409998512708198,0.09617324931572846,-0.24037776238363373,-0.1466311720913268,-0.17508255124137762,-0.11386304661363966,0.21192638323358293
3,100,art_painting,sketch,art_painting__sketch,0.030801209372637972,-0.5554918279453478,-0.019515469022858167,-0.009663252274089817,0.5051751495498515,0.05434606416538856,-0.5586286255795851,-0.03390770814741195,-0.03240617535309509,0.4703748532667846,-0.1405016511750462,-0.314929427675929,-0.0719355467188394,-0.03449042296275373,0.38349553213213583,-0.24037776238363373,-0.353155507126431,-0.08600359255330714,0.012035839293630057,0.5075296769567577
3,100,cartoon,sketch,cartoon__sketch,-0.05064752387174121,-0.5554918279453478,-0.12480654222271881,-0.12197311313789938,0.48133280959437014,-0.1351005445383181,-0.5586286255795851,-0.26015580885404704,-0.22071490025703921,0.43357336126385615,-0.013764968003313172,-0.314929427675929,-0.06424443319867157,-0.016980189968006654,0.2644499624805706,-0.1466311720913268,-0.353155507126431,-0.12065454977103485,-0.08198123989887185,0.379132129446723
4,25,photo,art_painting,photo__art_painting,0.025158339197748236,0.06512905495902488,0.07054890921886003,0.05985108170075615,-0.01973848493791308,-0.023396653713247062,0.01251734355188916,-0.059904207540262266,-0.012962469124437659,-0.049024897378904364,-0.07495405428699997,-0.025439242531817285,-0.09998716290677234,-0.05114881463691989,0.0004061339120449148,-0.14064924887547514,-0.04784857091641315,-0.20680493223533158,-0.10192362461734195,-0.018307112443443296
4,25,photo,cartoon,photo__cartoon,0.025158339197748236,0.03057819345758339,0.019880365939479283,0.04503870513722741,-0.035856166715852344,-0.023396653713247062,-0.028377042040974465,-0.04696358725570071,-0.01901762011464414,0.004810108498520815,-0.07495405428699997,0.014362681935577992,-0.010793158454111884,0.01064398978648029,0.049798213897310095,-0.14064924887547514,-0.03986405701434215,-0.10882673117662889,-0.05112591409777101,0.0716865747131884
4,25,photo,sketch,photo__sketch,0.025158339197748236,-0.06980545277065209,0.015164241447413351,0.02582801752514141,0.0598113550203172,-0.023396653713247062,-0.06971087933564413,-0.08005201402596307,-0.031809484284867406,0.01305551902292812,-0.07495405428699997,-0.038974312091564545,-0.022557556529981815,-0.011445838989394996,0.0913708098485827,-0.14064924887547514,0.018055203516366247,0.02199153757226968,-0.005206983785711827,0.14458558293137858
4,25,art_painting,cartoon,art_painting__cartoon,0.06512905495902488,0.03057819345758339,0.07462940682390873,0.0697032984495245,-0.021077841592699542,0.01251734355188916,-0.028377042040974465,-0.03353002649390957,-0.0025052239460612302,-0.017670328004824265,-0.025439242531817285,0.014362681935577992,-0.006478802874333223,-0.012283145198376921,0.004597757721906071,-0.04784857091641315,-0.03986405701434215,-0.04062563591977608,-0.028863704380076793,0.04708699201097921
4,25,art_painting,sketch,art_painting__sketch,0.06512905495902488,-0.06980545277065209,0.02582801752514141,0.010697827518104108,0.03050441533676862,0.01251734355188916,-0.06971087933564413,-0.03425048813345999,-0.007920716087653767,0.02294304765029498,-0.025439242531817285,-0.038974312091564545,-0.017437598669764687,-0.004357895508215082,0.04697595595361714,-0.04784857091641315,0.018055203516366247,0.04749860616345147,0.03131724868323127,0.07729197356349837
4,25,cartoon,sketch,cartoon__sketch,0.03057819345758339,-0.06980545277065209,-0.02484052575423934,-0.009040657419808862,0.014386733558829357,-0.028377042040974465,-0.06971087933564413,-0.051210690837830586,-0.0330595916969435,0.046877230538788006,0.014362681935577992,-0.038974312091564545,0.03425204854421304,0.027903639447329875,0.058863678700199595,-0.03986405701434215,0.018055203516366247,-0.04962145828315634,-0.0007324005385950239,-0.02781260478518044
4,50,photo,art_painting,photo__art_painting,0.06495312251708263,0.036208031599736734,0.02621393384940196,0.04574243490499674,-0.0749472202674174,-0.0726588629107856,0.005952348220201298,-0.10267252536658256,-0.04140247733481073,-0.03596601067599825,-0.12979800978711697,-0.0930502014294955,-0.13368936946901122,-0.09205856373698051,0.08915884174760125,-0.2253129938651251,-0.19728132164168088,-0.23563542763785078,-0.19246266819438196,0.1869588878689552
4,50,photo,cartoon,photo__cartoon,0.06495312251708263,0.005102040816326592,0.01498830900547099,0.049822932510045215,-0.05506685432793823,-0.0726588629107856,-0.061609652964993655,-0.03202731320709362,-0.016940844585668136,0.10224120266868564,-0.12979800978711697,-0.013142663823817236,-0.04500115192999854,-0.014975375996496898,0.09793952168093567,-0.2253129938651251,-0.00664061136380012,-0.14240105933889136,-0.12157096965727343,0.08955254589003381
4,50,photo,sketch,photo__sketch,0.06495312251708263,-0.2118334576065387,0.025368323080066313,0.030118499012508293,0.1722486581695224,-0.0726588629107856,-0.2436141024149574,-0.040203329752828365,-0.04435429694568516,0.27606963557291464,-0.12979800978711697,-0.07346521296713238,-0.05428794057624975,-0.03834196982702287,0.1489752821779996,-0.2253129938651251,-0.12389096644746989,-0.04058680320349828,-0.08484745104602931,0.3086171571090967
4,50,art_painting,cartoon,art_painting__cartoon,0.036208031599736734,0.005102040816326592,0.026003949967083773,0.06952736600758225,-0.015306122448979553,0.005952348220201298,-0.061609652964993655,-0.03429588876528,-0.019954862367949966,0.021361415979512355,-0.0930502014294955,-0.013142663823817236,-0.03963912296255612,-0.005916264597188969,0.06655374229075661,-0.19728132164168088,-0.00664061136380012,-0.17542974277465873,-0.020733291095169193,0.02849219023082228
4,50,art_painting,sketch,art_painting__sketch,0.036208031599736734,-0.2118334576065387,0.011401557285873332,0.020584095707248506,0.1870269832926753,0.005952348220201298,-0.2436141024149574,-0.10643132413899137,-0.018576038404679807,0.13123043005576474,-0.0930502014294955,-0.07346521296713238,-0.04801796369009048,-0.018961700139478288,0.11849745070653739,-0.19728132164168088,-0.12389096644746989,-0.06013167162009436,0.04557867134342486,0.2610406164690564
4,50,cartoon,sketch,cartoon__sketch,0.005102040816326592,-0.2118334576065387,-0.05407936255703594,-0.04454495925177615,0.15265205423317618,-0.061609652964993655,-0.2436141024149574,-0.11804778627610613,-0.0887731940336115,0.18717596910384493,-0.013142663823817236,-0.07346521296713238,-0.0005725033510530775,0.0027742292548282865,0.08603537343989653,-0.00664061136380012,-0.12389096644746989,-0.06300994441055907,-0.0042487962675288315,0.06752163340071093
4,100,photo,art_painting,photo__art_painting,0.04539057002111202,-0.008478808653605951,0.03114004222378619,0.05066854327938086,-0.005771719143719878,-0.11695911573238515,-0.023596712357011107,-0.044108574933946265,-0.052336762620107224,0.09644725315545,-0.13979841776036694,-0.09868211521195769,-0.11091668342703098,-0.11957294131759588,0.12756384954529365,-0.22639088734081914,-0.20919195113234768,-0.26663059906501857,-0.18560966478709795,0.1689522394081483
4,100,photo,cartoon,photo__cartoon,0.04539057002111202,-0.07480533926585087,0.03486867494495027,0.044544959251776484,0.06428344418968912,-0.11695911573238515,-0.11367547309928427,-0.015463673822430968,-0.01282763626887562,0.21517091500923846,-0.13979841776036694,-0.02216504722307,-0.020710619298053845,-0.0026771167096522053,0.1412528456853831,-0.22639088734081914,-0.11694385952737574,-0.0008320606852956214,-0.0991141722285972,0.34250268618289925
4,100,photo,sketch,photo__sketch,0.04539057002111202,-0.4479437586620169,0.015692038773240213,0.030470363896393016,0.4182452274141451,-0.11695911573238515,-0.43229724429052147,-0.0014300126989433837,0.008165007110000566,0.5478263473239633,-0.13979841776036694,-0.2524798413834033,-0.09939202041150108,-0.06759686985039814,0.29288623873226916,-0.22639088734081914,-0.2416036919233464,-0.012839025952531835,0.022830619067817803,0.4551555533116337
4,100,art_painting,cartoon,art_painting__cartoon,-0.008478808653605951,-0.07480533926585087,0.026531747292910635,0.03568023427390987,0.10981589521236745,-0.023596712357011107,-0.11367547309928427,-0.049267439755939724,-0.03483340827464765,0.08800474570035566,-0.09868211521195769,-0.02216504722307,-0.061949110560534204,-0.015184068583297017,0.058898051874493484,-0.20919195113234768,-0.11694385952737574,-0.14268659627127867,-0.013045511573646085,0.18344921438844475
4,100,art_painting,sketch,art_painting__sketch,-0.008478808653605951,-0.4479437586620169,-0.017661347074981237,-0.0039045651631062217,0.4387612202406416,-0.023596712357011107,-0.43229724429052147,-0.06661252061149747,-0.060672988906971925,0.3892814360360351,-0.09868211521195769,-0.2524798413834033,-0.0798813563895796,-0.059714933332443376,0.2712806002057814,-0.20919195113234768,-0.2416036919233464,-0.008778229253101344,-0.07805751889015944,0.44201741380259274
4,100,cartoon,sketch,cartoon__sketch,-0.07480533926585087,-0.4479437586620169,-0.06845622992929523,-0.07037297677691756,0.45429286799857255,-0.11367547309928427,-0.43229724429052147,-0.17823326165732867,-0.13224940785729256,0.36773945573247707,-0.02216504722307,-0.2524798413834033,0.0038191773385782835,0.00853684442978031,0.2784640659450516,-0.11694385952737574,-0.2416036919233464,-0.027816658874780797,0.02622935675994187,0.33073089257594135
