seed,N,intervention_domain,c,DeltaS_photo,DeltaS_art_painting,DeltaS_cartoon,DeltaS_sketch,DeltaS_local,DeltaS_cross_mean,DeltaS_cross_sum,cross_domains_improved,cross_domains_worsened,cross_domains_zero,singleton_class,cross_loss_exceeds_local_gain,DeltaV_contribution_photo,DeltaV_contribution_art_painting,DeltaV_contribution_cartoon,DeltaV_contribution_sketch,DeltaV_local_learning,DeltaV_cross_learning,DeltaV_routing_adjustment,DeltaV,negative_dominant_term
0,100,sketch,0.0,-0.44907724800462784,-0.5233022143133242,-0.21526797784452134,-0.1895304339806737,-0.1895304339806737,-0.39588248005415777,-1.1876474401624733,0,3,0,C,False,0.0,-0.014705562769753128,-0.0010295889524064572,0.0,-0.04738260849516843,-0.2969118600406183,0.32855931681362716,-0.015735151722159585,cross_loss
0,100,sketch,0.02,-0.44907724800462784,-0.5233022143133242,-0.21526797784452134,-0.1895304339806737,-0.1895304339806737,-0.39588248005415777,-1.1876474401624733,0,3,0,C,False,0.0,-0.019705562769753132,-0.006029588952406462,0.0,-0.04738260849516843,-0.2969118600406183,0.31855931681362715,-0.025735151722159594,cross_loss
0,100,sketch,0.05,-0.44907724800462784,-0.5233022143133242,-0.21526797784452134,-0.1895304339806737,-0.1895304339806737,-0.39588248005415777,-1.1876474401624733,0,3,0,C,False,0.0,-0.02720556276975314,-0.013529588952406468,-0.003624332737084013,-0.04738260849516843,-0.2969118600406183,0.2999349840765432,-0.04435948445924362,cross_loss
0,100,sketch,0.1,-0.44907724800462784,-0.5233022143133242,-0.21526797784452134,-0.1895304339806737,-0.1895304339806737,-0.39588248005415777,-1.1876474401624733,0,3,0,C,False,-0.011015367709313412,-0.03970556276975312,-0.02602958895240645,-0.016124332737083996,-0.04738260849516843,-0.2969118600406183,0.2514196163672298,-0.09287485216855698,cross_loss
0,100,sketch,0.15,-0.44907724800462784,-0.5233022143133242,-0.21526797784452134,-0.1895304339806737,-0.1895304339806737,-0.39588248005415777,-1.1876474401624733,0,3,0,C,False,-0.023515367709313423,-0.05220556276975313,-0.03852958895240646,-0.028624332737084007,-0.04738260849516843,-0.2969118600406183,0.20141961636722977,-0.14287485216855703,cross_loss
1,25,art_painting,0.0,0.010204081632653073,0.006409473102324648,-0.05871632811860761,-0.03828846549918019,0.006409473102324648,-0.028933570661711577,-0.08680071198513473,1,2,0,A,True,0.0,0.0,-0.012504619869208228,0.0,0.001602368275581162,-0.02170017799628368,0.007593189851494292,-0.012504619869208228,cross_loss
1,25,art_painting,0.02,0.010204081632653073,0.006409473102324648,-0.05871632811860761,-0.03828846549918019,0.006409473102324648,-0.028933570661711577,-0.08680071198513473,1,2,0,A,True,0.0,0.0,-0.014679082029651902,0.0,0.001602368275581162,-0.02170017799628368,0.005418727691050618,-0.014679082029651902,cross_loss
1,25,art_painting,0.05,0.010204081632653073,0.006409473102324648,-0.05871632811860761,-0.03828846549918019,0.006409473102324648,-0.028933570661711577,-0.08680071198513473,1,2,0,A,True,0.002551020408163268,0.001602368275581162,-0.014679082029651902,0.0,0.001602368275581162,-0.02170017799628368,0.009572116374795048,-0.010525693345907472,cross_loss
1,25,art_painting,0.1,0.010204081632653073,0.006409473102324648,-0.05871632811860761,-0.03828846549918019,0.006409473102324648,-0.028933570661711577,-0.08680071198513473,1,2,0,A,True,0.002551020408163268,0.001602368275581162,-0.014679082029651902,-0.006289080028029415,0.001602368275581162,-0.02170017799628368,0.003283036346765633,-0.016814773373936887,cross_loss
1,25,art_painting,0.15,0.010204081632653073,0.006409473102324648,-0.05871632811860761,-0.03828846549918019,0.006409473102324648,-0.028933570661711577,-0.08680071198513473,1,2,0,A,True,0.002551020408163268,0.001602368275581162,-0.014679082029651902,-0.009572116374795048,0.001602368275581162,-0.02170017799628368,0.0,-0.02009780972070252,cross_loss
1,25,cartoon,0.0,-0.041958534076760756,-0.05713769142116132,-0.033012268475772766,-0.04110599821523764,-0.033012268475772766,-0.04673407457105324,-0.1402022237131597,0,3,0,C,False,0.0,0.0,-0.008253067118943191,0.0,-0.008253067118943191,-0.03505055592828993,0.03505055592828993,-0.008253067118943191,cross_loss
1,25,cartoon,0.02,-0.041958534076760756,-0.05713769142116132,-0.033012268475772766,-0.04110599821523764,-0.033012268475772766,-0.04673407457105324,-0.1402022237131597,0,3,0,C,False,0.0,0.0,-0.008253067118943191,0.0,-0.008253067118943191,-0.03505055592828993,0.03505055592828993,-0.008253067118943191,cross_loss
1,25,cartoon,0.05,-0.041958534076760756,-0.05713769142116132,-0.033012268475772766,-0.04110599821523764,-0.033012268475772766,-0.04673407457105324,-0.1402022237131597,0,3,0,C,False,-0.001928548436573252,-0.0018814623137931585,-0.008253067118943191,0.0,-0.008253067118943191,-0.03505055592828993,0.031240545177923518,-0.012063077869309602,cross_loss
1,25,cartoon,0.1,-0.041958534076760756,-0.05713769142116132,-0.033012268475772766,-0.04110599821523764,-0.033012268475772766,-0.04673407457105324,-0.1402022237131597,0,3,0,C,False,-0.010489633519190189,-0.01428442285529033,-0.008253067118943191,-0.006289080028029415,-0.008253067118943191,-0.03505055592828993,0.003987419525779995,-0.039316203521453125,cross_loss
