state_type,seed,evaluation_split,test_used,ba_photo,ba_art_painting,ba_cartoon,ba_sketch,N,domain,domain_i,domain_j
Fij_CM,3,validation,False,0.8810356178066333,0.6868155641413412,0.7865808333598405,0.7476050652296719,50.0,,art_painting,sketch
Fij_CM,3,validation,False,0.7938840961405715,0.5468184498203575,0.7896807354490452,0.7604053572716218,50.0,,cartoon,sketch
Fij_CM,3,validation,False,0.9410285805089555,0.7761411346418641,0.7270446028738201,0.6257285017925646,50.0,,photo,art_painting
Fij_CM,3,validation,False,0.94018296973962,0.764674568439578,0.8055538940244654,0.5724167733885448,50.0,,photo,cartoon
Fij_CM,3,validation,False,0.9112619463803319,0.7081079564583099,0.7793159481793219,0.7796091378809171,50.0,,photo,sketch
Fij_CM,4,validation,False,0.8964495698168032,0.6801256232064248,0.7713291793819845,0.7038659478470627,100.0,,art_painting,cartoon
Fij_CM,4,validation,False,0.8568647703797871,0.6542860425741005,0.7267983146328382,0.6388539405305493,100.0,,art_painting,sketch
Fij_CM,4,validation,False,0.7903963587659758,0.5827096236237799,0.7950500923950619,0.7431408161806506,100.0,,cartoon,sketch
Fij_CM,4,validation,False,0.9114378788222742,0.6626222688609652,0.6669403066476857,0.5313017946336108,100.0,,photo,art_painting
Fij_CM,4,validation,False,0.9053142947946698,0.7021313952121968,0.7838361312556293,0.6177972871921116,100.0,,photo,cartoon
Fij_CM,4,validation,False,0.8912396994392864,0.723124038591073,0.7189163781148834,0.7397420784885266,100.0,,photo,sketch
Fij_CM,4,validation,False,0.9304726339924179,0.7124538075350112,0.7742301027669046,0.688047755040632,25.0,,art_painting,cartoon
Fij_CM,4,validation,False,0.8714671630609975,0.7070383153934187,0.7821553524570665,0.74822870810394,25.0,,art_painting,sketch
Fij_CM,4,validation,False,0.8517286781230845,0.6818994397841289,0.8144168874126114,0.7161790588821138,25.0,,cartoon,sketch
Fij_CM,4,validation,False,0.9206204172436495,0.7019965623566348,0.7353644333283617,0.6149878348033668,25.0,,photo,art_painting
Fij_CM,4,validation,False,0.9058080406801208,0.6959414113664283,0.7971572377517618,0.6657855453229378,25.0,,photo,cartoon
Fij_CM,4,validation,False,0.8865973530680348,0.683149547196205,0.7750674089758866,0.711704475634997,25.0,,photo,sketch
Fij_CM,4,validation,False,0.9302967015504756,0.6950041691131225,0.7805969833680926,0.6961781683255396,50.0,,art_painting,cartoon
Fij_CM,4,validation,False,0.8813534312501419,0.6963829930763926,0.7675515478258033,0.7624901307641336,50.0,,art_painting,sketch
Fij_CM,4,validation,False,0.8162243762911172,0.6261858374474609,0.7892874772201098,0.7126626631531799,50.0,,cartoon,sketch
Fij_CM,4,validation,False,0.9065117704478901,0.6735565541462617,0.694454684228301,0.5244487912263268,50.0,,photo,art_painting
Fij_CM,4,validation,False,0.9105922680529386,0.6980181868954043,0.7715378719687846,0.5953404897634353,50.0,,photo,cartoon
Fij_CM,4,validation,False,0.8908878345554017,0.6706047345353873,0.7481712781382587,0.6320640083746795,50.0,,photo,sketch
