state_type,seed,evaluation_split,test_used,ba_photo,ba_art_painting,ba_cartoon,ba_sketch,N,domain,domain_i,domain_j
Fij,0,validation,False,0.904726381962994,0.7655637850846021,0.7599399527612299,0.7346774342661463,50.0,,art_painting,cartoon
Fij,0,validation,False,0.8739461919979956,0.7325030771669757,0.7574786762241231,0.6206548667482897,50.0,,art_painting,sketch
Fij,0,validation,False,0.8082973270880469,0.6464374333132048,0.8129450081089937,0.7373610157888354,50.0,,cartoon,sketch
Fij,0,validation,False,0.9152953605122682,0.7339795829303181,0.6563789309641749,0.551467204822895,50.0,,photo,art_painting
Fij,0,validation,False,0.9092745613880208,0.7405473527457591,0.7987835899158411,0.6807977504111556,50.0,,photo,cartoon
Fij,0,validation,False,0.9036787746862434,0.7637206021450214,0.7565429981911143,0.5956699231285915,50.0,,photo,sketch
Fij,1,validation,False,0.8891837782430504,0.6865261784687214,0.739363175179013,0.5264300536654511,100.0,,art_painting,cartoon
Fij,1,validation,False,0.8840817374267239,0.6905328865658795,0.7705117002689305,0.6611097723741003,100.0,,art_painting,sketch
Fij,1,validation,False,0.694374003558812,0.46572934727462834,0.761896250006495,0.6247625346976895,100.0,,cartoon,sketch
Fij,1,validation,False,0.9238765207460584,0.6933928395324422,0.7207001606280904,0.44347600448138563,100.0,,photo,art_painting
Fij,1,validation,False,0.9337287374948268,0.6678339929209641,0.7330006191485134,0.5060089206497008,100.0,,photo,cartoon
Fij,1,validation,False,0.9280988993526734,0.7235239759928348,0.7816727344097778,0.5887025515561805,100.0,,photo,sketch
Fij,1,validation,False,0.9187744799297318,0.68293422060676,0.8140556131677065,0.58255521706998,25.0,,art_painting,cartoon
Fij,1,validation,False,0.8934402082900414,0.6930785266886714,0.7859969213631975,0.7229076180749707,25.0,,art_painting,sketch
Fij,1,validation,False,0.8088904818366124,0.5927461230233086,0.8050372919562443,0.628867165375433,25.0,,cartoon,sketch
Fij,1,validation,False,0.9240524531880007,0.7252633991776625,0.7200570817190078,0.4679159105389223,25.0,,photo,art_painting
Fij,1,validation,False,0.9213268536643716,0.6895634446975486,0.7829716759235436,0.5670896010550811,25.0,,photo,cartoon
Fij,1,validation,False,0.9034683574807522,0.7192043126057266,0.8064407765182345,0.67891022346782,25.0,,photo,sketch
