seed,N,domain_i,domain_j,pair,c,V_F0,V_Fij,V_Fij_CM,DeltaV_ij,DeltaV_ij_CM,D_dose,routing_Fij_CM
0,25,art_painting,cartoon,art_painting__cartoon,0.05,0.8201570968646186,0.7997920134278351,0.8080257018262014,-0.02036508343678345,-0.012131395038417203,-0.008233688398366246,"D,F,F,F"
0,25,art_painting,cartoon,art_painting__cartoon,0.1,0.818672464573932,0.7996538318420133,0.8054244660531873,-0.019018632731918617,-0.013247998520744653,-0.005770634211173964,"F,F,F,F"
0,25,art_painting,cartoon,art_painting__cartoon,0.15,0.818672464573932,0.7996538318420133,0.8054244660531873,-0.019018632731918617,-0.013247998520744653,-0.005770634211173964,"F,F,F,F"
0,25,art_painting,sketch,art_painting__sketch,0.0,0.8415327641275345,0.8298942523706043,0.8362444829577331,-0.011638511756930203,-0.005288281169801401,-0.006350230587128802,"D,F,D,D"
0,25,art_painting,sketch,art_painting__sketch,0.02,0.8315327641275345,0.8148942523706043,0.8221655207943189,-0.016638511756930208,-0.009367243333215591,-0.007271268423714616,"D,F,F,D"
0,25,art_painting,sketch,art_painting__sketch,0.05,0.8201570968646186,0.8021707728386976,0.8132763418816438,-0.01798632402592093,-0.006880754982974802,-0.011105569042946128,"D,F,F,F"
0,25,art_painting,sketch,art_painting__sketch,0.1,0.818672464573932,0.7981705903902393,0.8093641256541565,-0.020501874183692648,-0.00930833891977545,-0.011193535263917198,"F,F,F,F"
0,25,art_painting,sketch,art_painting__sketch,0.15,0.818672464573932,0.7981705903902393,0.8093641256541565,-0.020501874183692648,-0.00930833891977545,-0.011193535263917198,"F,F,F,F"
0,25,cartoon,sketch,cartoon__sketch,0.0,0.8415327641275345,0.8266577728791203,0.825797612405375,-0.014874991248414182,-0.015735151722159557,0.000860160473745375,"D,D,D,D"
0,25,cartoon,sketch,cartoon__sketch,0.02,0.8315327641275345,0.8116577728791203,0.8155807360144355,-0.019874991248414187,-0.015952028113099037,-0.0039229631353151495,"D,F,F,D"
0,25,cartoon,sketch,cartoon__sketch,0.05,0.8201570968646186,0.7891577728791204,0.8005807360144354,-0.030999323985498206,-0.019576360850183216,-0.01142296313531499,"D,F,F,D"
0,25,cartoon,sketch,cartoon__sketch,0.1,0.818672464573932,0.7731511279873183,0.7877935457589234,-0.045521336586613614,-0.030878918815008594,-0.01464241777160502,"F,F,F,F"
0,25,cartoon,sketch,cartoon__sketch,0.15,0.818672464573932,0.7606511279873184,0.7877935457589234,-0.05802133658661357,-0.030878918815008594,-0.027142417771604976,"F,F,F,F"
0,50,photo,art_painting,photo__art_painting,0.0,0.8415327641275345,0.825797612405375,0.8347632790595727,-0.015735151722159557,-0.006769485067961822,-0.008965666654197735,"D,F,D,D"
0,50,photo,art_painting,photo__art_painting,0.02,0.8315327641275345,0.81077047010043,0.8197632790595727,-0.0207622940271045,-0.011769485067961827,-0.008992808959142673,"D,F,D,D"
0,50,photo,art_painting,photo__art_painting,0.05,0.8201570968646186,0.7884499443125594,0.799676117881914,-0.03170715255205914,-0.020480978982704623,-0.011226173569354514,"F,F,D,D"
0,50,photo,art_painting,photo__art_painting,0.1,0.818672464573932,0.7634499443125595,0.774676117881914,-0.05522252026137242,-0.04399634669201791,-0.011226173569354514,"F,F,D,D"
0,50,photo,art_painting,photo__art_painting,0.15,0.818672464573932,0.7384499443125596,0.7584538440809196,-0.08022252026137233,-0.0602186204930123,-0.020003899768360034,"F,F,F,D"
0,50,photo,cartoon,photo__cartoon,0.0,0.8415327641275345,0.8274124125542902,0.8344435609654747,-0.014120351573244316,-0.007089203162059854,-0.007031148411184462,"D,F,D,D"
0,50,photo,cartoon,photo__cartoon,0.02,0.8315327641275345,0.8141990311901216,0.8194435609654747,-0.017333732937412916,-0.012089203162059858,-0.005244529775353057,"D,F,D,D"
0,50,photo,cartoon,photo__cartoon,0.05,0.8201570968646186,0.7991990311901216,0.8017688351784613,-0.020958065674496984,-0.01838826168615726,-0.002569803988339725,"D,F,F,D"
0,50,photo,cartoon,photo__cartoon,0.1,0.818672464573932,0.7853733056211893,0.7920140923727056,-0.0332991589527426,-0.026658372201226355,-0.006640786751516248,"F,F,F,F"
0,50,photo,cartoon,photo__cartoon,0.15,0.818672464573932,0.7823508136151942,0.7920140923727056,-0.03632165095873774,-0.026658372201226355,-0.009663278757511384,"F,F,F,F"
0,50,photo,sketch,photo__sketch,0.0,0.8415327641275345,0.8332057249041058,0.8385946636689283,-0.0083270392234287,-0.0029381004586062076,-0.005388938764822493,"D,F,D,D"
0,50,photo,sketch,photo__sketch,0.02,0.8315327641275345,0.8182057249041058,0.8235946636689283,-0.013327039223428705,-0.007938100458606212,-0.005388938764822493,"D,F,D,D"
0,50,photo,sketch,photo__sketch,0.05,0.8201570968646186,0.7957057249041057,0.8018338667042881,-0.024451371960512835,-0.01832323016033044,-0.006128141800182396,"D,F,F,D"
0,50,photo,sketch,photo__sketch,0.1,0.818672464573932,0.7792075233643787,0.7879286877744787,-0.03946494120955324,-0.030743776799453282,-0.008721164410099957,"F,F,F,D"
0,50,photo,sketch,photo__sketch,0.15,0.818672464573932,0.7667075233643788,0.7844423178752296,-0.051964941209553195,-0.03423014669870239,-0.017734794510850804,"F,F,F,F"
0,50,art_painting,cartoon,art_painting__cartoon,0.0,0.8415327641275345,0.833666520639001,0.8399764719565271,-0.007866243488533486,-0.0015562921710073896,-0.006309951317526097,"D,F,D,D"
0,50,art_painting,cartoon,art_painting__cartoon,0.02,0.8315327641275345,0.818666520639001,0.826406585532635,-0.012866243488533491,-0.0051261785948995,-0.007740064893633991,"D,F,F,D"
0,50,art_painting,cartoon,art_painting__cartoon,0.05,0.8201570968646186,0.7961665206390008,0.811406585532635,-0.023990576225617732,-0.008750511331983568,-0.015240064893634164,"D,F,F,D"
0,50,art_painting,cartoon,art_painting__cartoon,0.1,0.818672464573932,0.7912268885187431,0.8032317618831282,-0.027445576055188825,-0.015440702690803776,-0.01200487336438505,"F,F,F,F"
0,50,art_painting,cartoon,art_painting__cartoon,0.15,0.818672464573932,0.7912268885187431,0.8032317618831282,-0.027445576055188825,-0.015440702690803776,-0.01200487336438505,"F,F,F,F"
0,50,art_painting,sketch,art_painting__sketch,0.0,0.8415327641275345,0.825797612405375,0.8371778086315481,-0.015735151722159557,-0.004354955495986412,-0.011380196226173145,"D,F,D,D"
0,50,art_painting,sketch,art_painting__sketch,0.02,0.8315327641275345,0.8104013436595944,0.8226592171506509,-0.021131420467940143,-0.008873546976883584,-0.012257873491056559,"D,F,F,D"
0,50,art_painting,sketch,art_painting__sketch,0.05,0.8201570968646186,0.7879013436595943,0.8076592171506509,-0.03225575320502427,-0.012497879713967652,-0.01975787349105662,"D,F,F,D"
0,50,art_painting,sketch,art_painting__sketch,0.1,0.818672464573932,0.7642039159560576,0.7998758772938752,-0.05446854861787431,-0.01879658728005673,-0.03567196133781758,"F,F,F,F"
0,50,art_painting,sketch,art_painting__sketch,0.15,0.818672464573932,0.7517039159560577,0.7998758772938752,-0.06696854861787427,-0.01879658728005673,-0.04817196133781754,"F,F,F,F"
0,50,cartoon,sketch,cartoon__sketch,0.0,0.8415327641275345,0.8261245855894944,0.8259178800740227,-0.015408178538040107,-0.015614884053511857,0.0002067055154717501,"D,D,F,D"
0,50,cartoon,sketch,cartoon__sketch,0.02,0.8315327641275345,0.8111245855894944,0.8109178800740227,-0.02040817853804011,-0.02061488405351186,0.0002067055154717501,"D,D,F,D"
0,50,cartoon,sketch,cartoon__sketch,0.05,0.8201570968646186,0.7886245855894944,0.7917865986009726,-0.03153251127512413,-0.028370498263646016,-0.0031620130114781153,"D,F,F,D"
0,50,cartoon,sketch,cartoon__sketch,0.1,0.818672464573932,0.7653302302186961,0.7782761356712259,-0.053342234355235885,-0.04039632890270606,-0.012945905452529827,"D,F,F,F"
0,50,cartoon,sketch,cartoon__sketch,0.15,0.818672464573932,0.7528302302186961,0.7705514403055008,-0.06584223435523584,-0.04812102426843112,-0.017721210086804717,"F,F,F,F"
