seed,domain,N,method,c,V_F0,V,DeltaV,routing_F0,routing,DeltaV_contribution_photo,DeltaV_contribution_art_painting,DeltaV_contribution_cartoon,DeltaV_contribution_sketch
2,sketch,50,STD,0.02,0.8043105174795102,0.7768275913965692,-0.027482926082941006,"D,F,F,D","D,D,D,D",0.0,-0.011190303291426479,-0.016292622791514416,0.0
2,sketch,50,STD,0.05,0.7909124801036402,0.7540610149741312,-0.03685146512950899,"F,F,F,D","D,D,F,D",-0.0016019626241300933,-0.018690303291426485,-0.016559199213952325,0.0
2,sketch,50,STD,0.1,0.7784124801036403,0.7248681122493854,-0.05354436785425487,"F,F,F,D","D,D,F,F",-0.014101962624130077,-0.03119030329142647,-0.016559199213952325,0.00830709727525411
2,sketch,50,STD,0.15,0.7750601093420804,0.6998681122493855,-0.07519199709269486,"F,F,F,F","D,D,F,F",-0.026601962624130088,-0.04369030329142648,-0.016559199213952325,0.01165946803681403
2,sketch,50,O50,0.0,0.8143105174795101,0.7968275913965692,-0.017482926082940886,"D,F,F,D","D,D,D,D",0.0,-0.006190303291426474,-0.011292622791514412,0.0
2,sketch,50,O50,0.02,0.8043105174795102,0.7768275913965692,-0.027482926082941006,"D,F,F,D","D,D,D,D",0.0,-0.011190303291426479,-0.016292622791514416,0.0
2,sketch,50,O50,0.05,0.7909124801036402,0.7514384711573245,-0.0394740089463157,"F,F,F,D","D,D,F,D",-0.0016019626241300933,-0.018690303291426485,-0.019181743030759035,0.0
2,sketch,50,O50,0.1,0.7784124801036403,0.7139384711573247,-0.06447400894631561,"F,F,F,D","D,D,F,D",-0.014101962624130077,-0.03119030329142647,-0.019181743030759035,0.0
2,sketch,50,O50,0.15,0.7750601093420804,0.6777930576324561,-0.09726705170962424,"F,F,F,F","D,D,F,F",-0.026601962624130088,-0.04369030329142648,-0.019181743030759035,-0.0077930427633085275
2,sketch,50,REP,0.0,0.8143105174795101,0.8184053119347324,0.004094794455222317,"D,F,F,D","D,F,F,D",0.0,0.005117606678194192,-0.0010228122229719583,0.0
2,sketch,50,REP,0.02,0.8043105174795102,0.8084053119347323,0.004094794455222095,"D,F,F,D","D,F,F,D",0.0,0.005117606678194192,-0.0010228122229719583,0.0
2,sketch,50,REP,0.05,0.7909124801036402,0.7975725670444991,0.006660086940858845,"F,F,F,D","F,F,F,F",0.0025070372976777056,0.005117606678194192,-0.0010228122229719583,5.825518795898876e-05
2,sketch,50,REP,0.1,0.7784124801036403,0.7975725670444991,0.0191600869408588,"F,F,F,D","F,F,F,F",0.0025070372976777056,0.005117606678194192,-0.0010228122229719583,0.012558255187958972
2,sketch,50,REP,0.15,0.7750601093420804,0.7975725670444991,0.02251245770241872,"F,F,F,F","F,F,F,F",0.0025070372976777056,0.005117606678194192,-0.0010228122229719583,0.015910625949518892
2,sketch,50,REP2,0.0,0.8143105174795101,0.8216993822688029,0.007388864789292793,"D,F,F,D","D,F,F,D",0.0,0.008644916122056256,-0.001256051332763436,0.0
2,sketch,50,REP2,0.02,0.8043105174795102,0.8116993822688029,0.007388864789292682,"D,F,F,D","D,F,F,D",0.0,0.008644916122056256,-0.001256051332763436,0.0
2,sketch,50,REP2,0.05,0.7909124801036402,0.800752628211847,0.00984014810820677,"F,F,F,D","F,F,F,D",0.0024512833189140604,0.008644916122056256,-0.001256051332763436,0.0
2,sketch,50,REP2,0.1,0.7784124801036403,0.792246499758834,0.013834019655193708,"F,F,F,D","F,F,F,F",0.0024512833189140604,0.008644916122056256,-0.001256051332763436,0.003993871546986938
2,sketch,50,REP2,0.15,0.7750601093420804,0.792246499758834,0.017186390416753627,"F,F,F,F","F,F,F,F",0.0024512833189140604,0.008644916122056256,-0.001256051332763436,0.0073462423085468576
2,photo,100,STD,0.0,0.8143105174795101,0.7994978392986553,-0.014812678180854855,"D,F,F,D","D,F,D,D",0.0,-0.0035200553893404984,-0.011292622791514412,0.0
2,photo,100,STD,0.02,0.8043105174795102,0.7860007353526398,-0.0183097821268704,"D,F,F,D","F,F,D,D",0.0015028960539845704,-0.0035200553893404984,-0.016292622791514416,0.0
2,photo,100,STD,0.05,0.7909124801036402,0.7710007353526397,-0.01991174475100055,"F,F,F,D","F,F,D,D",0.007400933429854484,-0.0035200553893404984,-0.023792622791514423,0.0
2,photo,100,STD,0.1,0.7784124801036403,0.7554579629811341,-0.02295451712250618,"F,F,F,D","F,F,F,D",0.007400933429854484,-0.0035200553893404984,-0.02683539516302011,0.0
2,photo,100,STD,0.15,0.7750601093420804,0.742957962981134,-0.032102146360946326,"F,F,F,F","F,F,F,D",0.007400933429854484,-0.0035200553893404984,-0.02683539516302011,-0.009147629238440091
2,photo,100,O50,0.0,0.8143105174795101,0.7976737058397749,-0.016636811639735183,"D,F,F,D","D,F,D,D",0.0,-0.005344188848220827,-0.011292622791514412,0.0
2,photo,100,O50,0.02,0.8043105174795102,0.784426732844669,-0.019883784634841195,"D,F,F,D","F,F,D,D",0.001753027004894131,-0.005344188848220827,-0.016292622791514416,0.0
2,photo,100,O50,0.05,0.7909124801036402,0.7694267328446689,-0.021485747258971344,"F,F,F,D","F,F,D,D",0.007651064380764044,-0.005344188848220827,-0.023792622791514423,0.0
2,photo,100,O50,0.1,0.7784124801036403,0.7498318961328746,-0.028580583970765683,"F,F,F,D","F,F,F,D",0.007651064380764044,-0.005344188848220827,-0.030887459503308817,0.0
2,photo,100,O50,0.15,0.7750601093420804,0.7373318961328745,-0.03772821320920583,"F,F,F,F","F,F,F,D",0.007651064380764044,-0.005344188848220827,-0.030887459503308817,-0.009147629238440091
2,photo,100,REP,0.0,0.8143105174795101,0.8219256611259426,0.007615143646432454,"D,F,F,D","D,F,F,D",0.0,0.007668334324321013,-5.319067788867038e-05,0.0
2,photo,100,REP,0.02,0.8043105174795102,0.8122442712050006,0.007933753725490433,"D,F,F,D","F,F,F,D",0.0003186100790582014,0.007668334324321013,-5.319067788867038e-05,0.0
2,photo,100,REP,0.05,0.7909124801036402,0.8047442712050006,0.013831791101360347,"F,F,F,D","F,F,F,D",0.006216647454928115,0.007668334324321013,-5.319067788867038e-05,0.0
2,photo,100,REP,0.1,0.7784124801036403,0.7922442712050006,0.013831791101360347,"F,F,F,D","F,F,F,D",0.006216647454928115,0.007668334324321013,-5.319067788867038e-05,0.0
2,photo,100,REP,0.15,0.7750601093420804,0.7846060075840685,0.009545898241988149,"F,F,F,F","F,F,F,F",0.006216647454928115,0.007668334324321013,-5.319067788867038e-05,-0.00428589285937217
2,photo,100,REP2,0.0,0.8143105174795101,0.8213200607408678,0.00700954326135772,"D,F,F,D","D,F,F,D",0.0,0.00915340859091307,-0.002143865329555461,0.0
2,photo,100,REP2,0.02,0.8043105174795102,0.8128229567948524,0.00851243931534218,"D,F,F,D","F,F,F,D",0.0015028960539845704,0.00915340859091307,-0.002143865329555461,0.0
2,photo,100,REP2,0.05,0.7909124801036402,0.8053229567948523,0.014410476691212093,"F,F,F,D","F,F,F,D",0.007400933429854484,0.00915340859091307,-0.002143865329555461,0.0
2,photo,100,REP2,0.1,0.7784124801036403,0.7928229567948524,0.014410476691212093,"F,F,F,D","F,F,F,D",0.007400933429854484,0.00915340859091307,-0.002143865329555461,0.0
2,photo,100,REP2,0.15,0.7750601093420804,0.7899517201542883,0.014891610812207912,"F,F,F,F","F,F,F,F",0.007400933429854484,0.00915340859091307,-0.002143865329555461,0.0004811341209957909
2,art_painting,100,STD,0.0,0.8143105174795101,0.8101271668181477,-0.004183350661362439,"D,F,F,D","D,F,D,D",0.0,0.007109272130151917,-0.011292622791514412,0.0
2,art_painting,100,STD,0.02,0.8043105174795102,0.7951271668181477,-0.009183350661362555,"D,F,F,D","D,F,D,D",0.0,0.007109272130151917,-0.016292622791514416,0.0
2,art_painting,100,STD,0.05,0.7909124801036402,0.7781973834105316,-0.012715096693108663,"F,F,F,D","F,F,D,D",0.003968253968253982,0.007109272130151917,-0.023792622791514423,0.0
2,art_painting,100,STD,0.1,0.7784124801036403,0.7581898022215913,-0.02022267788204901,"F,F,F,D","F,F,F,D",0.003968253968253982,0.007109272130151917,-0.03130020398045483,0.0
2,art_painting,100,STD,0.15,0.7750601093420804,0.7456898022215912,-0.02937030712048916,"F,F,F,F","F,F,F,D",0.003968253968253982,0.007109272130151917,-0.03130020398045483,-0.009147629238440091
2,art_painting,100,O50,0.0,0.8143105174795101,0.8080701066512523,-0.00624041082825777,"D,F,F,D","D,F,D,D",0.0,0.005052211963256614,-0.011292622791514412,0.0
2,art_painting,100,O50,0.02,0.8043105174795102,0.7930701066512523,-0.011240410828257885,"D,F,F,D","D,F,D,D",0.0,0.005052211963256614,-0.016292622791514416,0.0
2,art_painting,100,O50,0.05,0.7909124801036402,0.7736772690564442,-0.017235211047196053,"F,F,F,D","F,F,D,D",0.0015051997810618667,0.005052211963256614,-0.023792622791514423,0.0
2,art_painting,100,O50,0.1,0.7784124801036403,0.7486772690564443,-0.02973521104719601,"F,F,F,D","F,F,D,D",0.0015051997810618667,0.005052211963256614,-0.036292622791514406,0.0
2,art_painting,100,O50,0.15,0.7750601093420804,0.7321022824403005,-0.04295782690177985,"F,F,F,F","F,F,F,D",0.0015051997810618667,0.005052211963256614,-0.04036760940765824,-0.009147629238440091
2,art_painting,100,REP,0.0,0.8143105174795101,0.8123293011491249,-0.0019812163303851715,"D,F,F,D","D,F,D,D",0.0,0.009311406461129212,-0.011292622791514412,0.0
2,art_painting,100,REP,0.02,0.8043105174795102,0.8016927078456375,-0.002617809633872703,"D,F,F,D","D,F,F,D",0.0,0.009311406461129212,-0.011929216095001832,0.0
2,art_painting,100,REP,0.05,0.7909124801036402,0.7933677570520707,0.002455276948430507,"F,F,F,D","F,F,F,D",0.00507308658230321,0.009311406461129212,-0.011929216095001832,0.0
2,art_painting,100,REP,0.1,0.7784124801036403,0.7857314006633633,0.007318920559723052,"F,F,F,D","F,F,F,F",0.00507308658230321,0.009311406461129212,-0.011929216095001832,0.004863643611292517
2,art_painting,100,REP,0.15,0.7750601093420804,0.7857314006633633,0.010671291321282972,"F,F,F,F","F,F,F,F",0.00507308658230321,0.009311406461129212,-0.011929216095001832,0.008216014372852437
2,art_painting,100,REP2,0.0,0.8143105174795101,0.8098362668893493,-0.004474250590160822,"D,F,F,D","D,F,F,D",0.0,0.005491922731284793,-0.009966173321445615,0.0
2,art_painting,100,REP2,0.02,0.8043105174795102,0.7998362668893493,-0.004474250590160933,"D,F,F,D","D,F,F,D",0.0,0.005491922731284793,-0.009966173321445615,0.0
2,art_painting,100,REP2,0.05,0.7909124801036402,0.7890482619085905,-0.0018642181950497827,"F,F,F,D","F,F,F,D",0.002610032395111095,0.005491922731284793,-0.009966173321445615,0.0
2,art_painting,100,REP2,0.1,0.7784124801036403,0.7827018518195396,0.004289371715899271,"F,F,F,D","F,F,F,F",0.002610032395111095,0.005491922731284793,-0.009966173321445615,0.006153589910949053
2,art_painting,100,REP2,0.15,0.7750601093420804,0.7827018518195396,0.00764174247745919,"F,F,F,F","F,F,F,F",0.002610032395111095,0.005491922731284793,-0.009966173321445615,0.009505960672508973
2,cartoon,100,STD,0.0,0.8143105174795101,0.7968275913965692,-0.017482926082940886,"D,F,F,D","D,D,D,D",0.0,-0.006190303291426474,-0.011292622791514412,0.0
2,cartoon,100,STD,0.02,0.8043105174795102,0.7768275913965692,-0.027482926082941006,"D,F,F,D","D,D,D,D",0.0,-0.011190303291426479,-0.016292622791514416,0.0
2,cartoon,100,STD,0.05,0.7909124801036402,0.7508033930517156,-0.04010908705192462,"F,F,F,D","D,D,F,D",-0.0016019626241300933,-0.018690303291426485,-0.01981682113636793,0.0
2,cartoon,100,STD,0.1,0.7784124801036403,0.7133033930517158,-0.06510908705192453,"F,F,F,D","D,D,F,D",-0.014101962624130077,-0.03119030329142647,-0.01981682113636793,0.0
2,cartoon,100,STD,0.15,0.7750601093420804,0.6878607443551752,-0.08719936498690517,"F,F,F,F","F,F,F,D",-0.020861762082165697,-0.037373152529931314,-0.01981682113636793,-0.009147629238440091
2,cartoon,100,O50,0.0,0.8143105174795101,0.7968275913965692,-0.017482926082940886,"D,F,F,D","D,D,D,D",0.0,-0.006190303291426474,-0.011292622791514412,0.0
2,cartoon,100,O50,0.02,0.8043105174795102,0.7810238786951902,-0.023286638784320024,"D,F,F,D","D,D,F,D",0.0,-0.011190303291426479,-0.012096335492893406,0.0
2,cartoon,100,O50,0.05,0.7909124801036402,0.7585238786951902,-0.03238860140845001,"F,F,F,D","D,D,F,D",-0.0016019626241300933,-0.018690303291426485,-0.012096335492893406,0.0
2,cartoon,100,O50,0.1,0.7784124801036403,0.7265990154793773,-0.05181346462426295,"F,F,F,D","D,F,F,D",-0.014101962624130077,-0.025615166507239412,-0.012096335492893406,0.0
2,cartoon,100,O50,0.15,0.7750601093420804,0.7132584914066904,-0.06180161793538996,"F,F,F,F","F,F,F,D",-0.014942486696816887,-0.025615166507239412,-0.012096335492893406,-0.009147629238440091
2,cartoon,100,REP,0.0,0.8143105174795101,0.8111753077466518,-0.0031352097328583017,"D,F,F,D","D,F,F,D",0.0,0.003842940685045926,-0.0069781504179042,0.0
2,cartoon,100,REP,0.02,0.8043105174795102,0.8011753077466518,-0.0031352097328584128,"D,F,F,D","D,F,F,D",0.0,0.003842940685045926,-0.0069781504179042,0.0
2,cartoon,100,REP,0.05,0.7909124801036402,0.787865236591753,-0.003047243511887232,"F,F,F,D","F,F,F,D",8.796622097118068e-05,0.003842940685045926,-0.0069781504179042,0.0
2,cartoon,100,REP,0.1,0.7784124801036403,0.775365236591753,-0.003047243511887232,"F,F,F,D","F,F,F,D",8.796622097118068e-05,0.003842940685045926,-0.0069781504179042,0.0
2,cartoon,100,REP,0.15,0.7750601093420804,0.762865236591753,-0.012194872750327379,"F,F,F,F","F,F,F,D",8.796622097118068e-05,0.003842940685045926,-0.0069781504179042,-0.009147629238440091
2,cartoon,100,REP2,0.0,0.8143105174795101,0.7983594605268975,-0.015951056952612563,"D,F,F,D","D,F,D,D",0.0,-0.004658434161098179,-0.011292622791514412,0.0
2,cartoon,100,REP2,0.02,0.8043105174795102,0.7833594605268975,-0.02095105695261268,"D,F,F,D","D,F,D,D",0.0,-0.004658434161098179,-0.016292622791514416,0.0
2,cartoon,100,REP2,0.05,0.7909124801036402,0.7676988209210649,-0.02321365918257534,"F,F,F,D","D,F,F,D",-0.0016019626241300933,-0.004658434161098179,-0.01695326239734707,0.0
2,cartoon,100,REP2,0.1,0.7784124801036403,0.7531852684139446,-0.02522721168969566,"F,F,F,D","F,F,F,F",-0.0063433419344749165,-0.004658434161098179,-0.01695326239734707,0.002727826803224559
2,cartoon,100,REP2,0.15,0.7750601093420804,0.7531852684139446,-0.02187484092813574,"F,F,F,F","F,F,F,F",-0.0063433419344749165,-0.004658434161098179,-0.01695326239734707,0.006080197564784479
2,sketch,100,STD,0.0,0.8143105174795101,0.7968275913965692,-0.017482926082940886,"D,F,F,D","D,D,D,D",0.0,-0.006190303291426474,-0.011292622791514412,0.0
2,sketch,100,STD,0.02,0.8043105174795102,0.7768275913965692,-0.027482926082941006,"D,F,F,D","D,D,D,D",0.0,-0.011190303291426479,-0.016292622791514416,0.0
2,sketch,100,STD,0.05,0.7909124801036402,0.7468275913965692,-0.04408488870707106,"F,F,F,D","D,D,D,D",-0.0016019626241300933,-0.018690303291426485,-0.023792622791514423,0.0
2,sketch,100,STD,0.1,0.7784124801036403,0.6968275913965692,-0.08158488870707103,"F,F,F,D","D,D,D,D",-0.014101962624130077,-0.03119030329142647,-0.036292622791514406,0.0
2,sketch,100,STD,0.15,0.7750601093420804,0.6535574680676022,-0.12150264127447818,"F,F,F,F","D,D,D,F",-0.026601962624130088,-0.04369030329142648,-0.04879262279151442,-0.0024177525674071443
2,sketch,100,O50,0.0,0.8143105174795101,0.7968275913965692,-0.017482926082940886,"D,F,F,D","D,D,D,D",0.0,-0.006190303291426474,-0.011292622791514412,0.0
2,sketch,100,O50,0.02,0.8043105174795102,0.7768275913965692,-0.027482926082941006,"D,F,F,D","D,D,D,D",0.0,-0.011190303291426479,-0.016292622791514416,0.0
2,sketch,100,O50,0.05,0.7909124801036402,0.7468275913965692,-0.04408488870707106,"F,F,F,D","D,D,D,D",-0.0016019626241300933,-0.018690303291426485,-0.023792622791514423,0.0
2,sketch,100,O50,0.1,0.7784124801036403,0.6968275913965692,-0.08158488870707103,"F,F,F,D","D,D,D,D",-0.014101962624130077,-0.03119030329142647,-0.036292622791514406,0.0
2,sketch,100,O50,0.15,0.7750601093420804,0.6468275913965692,-0.12823251794551116,"F,F,F,F","D,D,D,D",-0.026601962624130088,-0.04369030329142648,-0.04879262279151442,-0.009147629238440091
2,sketch,100,REP,0.0,0.8143105174795101,0.8112167386031487,-0.0030937788763614193,"D,F,F,D","D,F,F,D",0.0,-0.005191606086198952,0.002097827209837505,0.0
2,sketch,100,REP,0.02,0.8043105174795102,0.8012167386031487,-0.0030937788763615304,"D,F,F,D","D,F,F,D",0.0,-0.005191606086198952,0.002097827209837505,0.0
2,sketch,100,REP,0.05,0.7909124801036402,0.7930753152610684,0.002162835157428211,"F,F,F,D","F,F,F,F",-9.122422915525119e-05,-0.005191606086198952,0.002097827209837505,0.005347838262945048
2,sketch,100,REP,0.1,0.7784124801036403,0.7930753152610684,0.014662835157428167,"F,F,F,D","F,F,F,F",-9.122422915525119e-05,-0.005191606086198952,0.002097827209837505,0.01784783826294503
2,sketch,100,REP,0.15,0.7750601093420804,0.7930753152610684,0.018015205918988086,"F,F,F,F","F,F,F,F",-9.122422915525119e-05,-0.005191606086198952,0.002097827209837505,0.02120020902450495
2,sketch,100,REP2,0.0,0.8143105174795101,0.8115850397330796,-0.0027254777464305047,"D,F,F,D","D,F,F,D",0.0,0.00406119131999319,-0.006786669066423695,0.0
2,sketch,100,REP2,0.02,0.8043105174795102,0.8015850397330796,-0.0027254777464306157,"D,F,F,D","D,F,F,D",0.0,0.00406119131999319,-0.006786669066423695,0.0
2,sketch,100,REP2,0.05,0.7909124801036402,0.7904813141591074,-0.00043116594453285195,"F,F,F,D","F,F,F,F",-0.0014579586623921503,0.00406119131999319,-0.006786669066423695,0.0037522704642898586
2,sketch,100,REP2,0.1,0.7784124801036403,0.7904813141591074,0.012068834055467104,"F,F,F,D","F,F,F,F",-0.0014579586623921503,0.00406119131999319,-0.006786669066423695,0.016252270464289842
2,sketch,100,REP2,0.15,0.7750601093420804,0.7904813141591074,0.015421204817027023,"F,F,F,F","F,F,F,F",-0.0014579586623921503,0.00406119131999319,-0.006786669066423695,0.01960464122584976
3,photo,25,STD,0.0,0.8416302193526375,0.8151254370328948,-0.026504782319742737,"D,D,F,F","D,D,D,D",0.0,0.0,-0.011739273880928963,-0.014765508438813774
3,photo,25,STD,0.02,0.8316302193526375,0.7971914390827999,-0.0344387802698376,"D,D,F,F","F,F,D,D",0.0015403631481019087,0.0005256389018032381,-0.016739273880928968,-0.019765508438813778
3,photo,25,STD,0.05,0.819201807251176,0.7824849796341695,-0.03671682761700645,"F,D,F,F","F,F,F,D",0.006468775249563435,0.008025638901803245,-0.023945733329559404,-0.027265508438813785
3,photo,25,STD,0.1,0.817369289745614,0.7699849796341696,-0.047384310111444394,"F,F,F,F","F,F,F,D",0.006468775249563435,0.00985815640736526,-0.023945733329559404,-0.03976550843881377
3,photo,25,STD,0.15,0.817369289745614,0.7609921054781877,-0.05637718426742622,"F,F,F,F","F,F,F,F",0.006468775249563435,0.00985815640736526,-0.023945733329559404,-0.04875838259479551
3,photo,25,O50,0.0,0.8416302193526375,0.8151254370328948,-0.026504782319742737,"D,D,F,F","D,D,D,D",0.0,0.0,-0.011739273880928963,-0.014765508438813774
3,photo,25,O50,0.02,0.8316302193526375,0.7991288543681887,-0.03250136498444878,"D,D,F,F","F,D,D,D",0.004003417335294024,0.0,-0.016739273880928968,-0.019765508438813778
3,photo,25,O50,0.05,0.819201807251176,0.7847841120642318,-0.03441769518694415,"F,D,F,F","F,F,F,D",0.00893182943675555,0.006321418329049394,-0.022405434513935396,-0.027265508438813785
3,photo,25,O50,0.1,0.817369289745614,0.7770712469946404,-0.040298042750973595,"F,F,F,F","F,F,F,F",0.00893182943675555,0.008153935834611409,-0.022405434513935396,-0.03497837350840516
3,photo,25,O50,0.15,0.817369289745614,0.7770712469946404,-0.040298042750973595,"F,F,F,F","F,F,F,F",0.00893182943675555,0.008153935834611409,-0.022405434513935396,-0.03497837350840516
3,photo,25,REP,0.0,0.8416302193526375,0.8151254370328948,-0.026504782319742737,"D,D,F,F","D,D,D,D",0.0,0.0,-0.011739273880928963,-0.014765508438813774
3,photo,25,REP,0.02,0.8316302193526375,0.7985997063439767,-0.03303051300866078,"D,D,F,F","F,D,F,D",0.0014609097872247123,0.0,-0.014725914357071712,-0.019765508438813778
3,photo,25,REP,0.05,0.819201807251176,0.7849846738425322,-0.03421713340864374,"F,D,F,F","F,F,F,F",0.006389321888686239,0.0010975154659926545,-0.014725914357071712,-0.026978056406250922
3,photo,25,REP,0.1,0.817369289745614,0.7849846738425322,-0.032384615903081726,"F,F,F,F","F,F,F,F",0.006389321888686239,0.002930032971554669,-0.014725914357071712,-0.026978056406250922
3,photo,25,REP,0.15,0.817369289745614,0.7849846738425322,-0.032384615903081726,"F,F,F,F","F,F,F,F",0.006389321888686239,0.002930032971554669,-0.014725914357071712,-0.026978056406250922
3,photo,25,REP2,0.0,0.8416302193526375,0.8151254370328948,-0.026504782319742737,"D,D,F,F","D,D,D,D",0.0,0.0,-0.011739273880928963,-0.014765508438813774
3,photo,25,REP2,0.02,0.8316302193526375,0.7966658001809968,-0.034964419171640726,"D,D,F,F","F,D,D,D",0.0015403631481019087,0.0,-0.016739273880928968,-0.019765508438813778
3,photo,25,REP2,0.05,0.819201807251176,0.7754135223649213,-0.043788284886254636,"F,D,F,F","F,F,D,D",0.006468775249563435,0.00124772218392466,-0.024239273880928974,-0.027265508438813785
3,photo,25,REP2,0.1,0.817369289745614,0.7614216706822032,-0.055947619063410725,"F,F,F,F","F,F,F,D",0.006468775249563435,0.0030802396894866746,-0.025731125563646984,-0.03976550843881377
3,photo,25,REP2,0.15,0.817369289745614,0.7489216706822033,-0.06844761906341068,"F,F,F,F","F,F,F,D",0.006468775249563435,0.0030802396894866746,-0.025731125563646984,-0.05226550843881378
3,art_painting,25,STD,0.0,0.8416302193526375,0.8151254370328948,-0.026504782319742737,"D,D,F,F","D,D,D,D",0.0,0.0,-0.011739273880928963,-0.014765508438813774
3,art_painting,25,STD,0.02,0.8316302193526375,0.8035112030657873,-0.028119016286850207,"D,D,F,F","F,D,F,F",0.0015403631481019087,0.0,-0.01453815839378858,-0.015121221041163563
3,art_painting,25,STD,0.05,0.819201807251176,0.802712391003649,-0.016489416247526978,"F,D,F,F","F,F,F,F",0.006468775249563435,0.006701187937861758,-0.01453815839378858,-0.015121221041163563
3,art_painting,25,STD,0.1,0.817369289745614,0.802712391003649,-0.014656898741964963,"F,F,F,F","F,F,F,F",0.006468775249563435,0.008533705443423772,-0.01453815839378858,-0.015121221041163563
3,art_painting,25,STD,0.15,0.817369289745614,0.802712391003649,-0.014656898741964963,"F,F,F,F","F,F,F,F",0.006468775249563435,0.008533705443423772,-0.01453815839378858,-0.015121221041163563
3,art_painting,25,O50,0.0,0.8416302193526375,0.8178949436056683,-0.02373527574696921,"D,D,F,F","D,D,D,F",0.0,0.0,-0.011739273880928963,-0.011996001866040246
3,art_painting,25,O50,0.02,0.8316302193526375,0.8136505265556069,-0.0179796927970306,"D,D,F,F","F,F,F,F",0.004003417335294024,0.004463321594676134,-0.014450429860960567,-0.011996001866040246
3,art_painting,25,O50,0.05,0.819201807251176,0.8136505265556069,-0.005551280695569094,"F,D,F,F","F,F,F,F",0.00893182943675555,0.01196332159467614,-0.014450429860960567,-0.011996001866040246
3,art_painting,25,O50,0.1,0.817369289745614,0.8136505265556069,-0.0037187631900070794,"F,F,F,F","F,F,F,F",0.00893182943675555,0.013795839100238155,-0.014450429860960567,-0.011996001866040246
3,art_painting,25,O50,0.15,0.817369289745614,0.8136505265556069,-0.0037187631900070794,"F,F,F,F","F,F,F,F",0.00893182943675555,0.013795839100238155,-0.014450429860960567,-0.011996001866040246
3,art_painting,25,REP,0.0,0.8416302193526375,0.8199494159385582,-0.021680803414079297,"D,D,F,F","D,D,F,D",0.0,0.0,-0.006915294975265579,-0.014765508438813774
3,art_painting,25,REP,0.02,0.8316302193526375,0.8055485944731695,-0.02608162487946797,"D,D,F,F","F,D,F,F",0.0002208698335347259,0.0,-0.006915294975265579,-0.01938719973773706
3,art_painting,25,REP,0.05,0.819201807251176,0.8046801342323044,-0.014521673018871528,"F,D,F,F","F,F,F,F",0.005149281934996253,0.006631539759134886,-0.006915294975265579,-0.01938719973773706
3,art_painting,25,REP,0.1,0.817369289745614,0.8046801342323044,-0.012689155513309514,"F,F,F,F","F,F,F,F",0.005149281934996253,0.0084640572646969,-0.006915294975265579,-0.01938719973773706
3,art_painting,25,REP,0.15,0.817369289745614,0.8046801342323044,-0.012689155513309514,"F,F,F,F","F,F,F,F",0.005149281934996253,0.0084640572646969,-0.006915294975265579,-0.01938719973773706
3,art_painting,25,REP2,0.0,0.8416302193526375,0.8258264628044691,-0.015803756548168346,"D,D,F,F","F,D,F,F",0.00023494442889007705,0.0,-0.00745250779766668,-0.008586193179391827
3,art_painting,25,REP2,0.02,0.8316302193526375,0.823516939885587,-0.008113279467050427,"D,D,F,F","F,F,F,F",0.0052349444288900815,0.002690477081117887,-0.00745250779766668,-0.008586193179391827
3,art_painting,25,REP2,0.05,0.819201807251176,0.823516939885587,0.0043151326344110785,"F,D,F,F","F,F,F,F",0.010163356530351608,0.010190477081117894,-0.00745250779766668,-0.008586193179391827
3,art_painting,25,REP2,0.1,0.817369289745614,0.823516939885587,0.006147650139973093,"F,F,F,F","F,F,F,F",0.010163356530351608,0.012022994586679908,-0.00745250779766668,-0.008586193179391827
3,art_painting,25,REP2,0.15,0.817369289745614,0.823516939885587,0.006147650139973093,"F,F,F,F","F,F,F,F",0.010163356530351608,0.012022994586679908,-0.00745250779766668,-0.008586193179391827
3,cartoon,25,STD,0.0,0.8416302193526375,0.8365397022761066,-0.005090517076530854,"D,D,F,F","D,D,F,F",0.0,0.0,0.0035431460922513147,-0.00863366316878228
3,cartoon,25,STD,0.02,0.8316302193526375,0.8265397022761066,-0.005090517076530854,"D,D,F,F","D,D,F,F",0.0,0.0,0.0035431460922513147,-0.00863366316878228
3,cartoon,25,STD,0.05,0.819201807251176,0.8115397022761066,-0.0076621049750693615,"F,D,F,F","D,D,F,F",-0.00257158789853848,0.0,0.0035431460922513147,-0.00863366316878228
3,cartoon,25,STD,0.1,0.817369289745614,0.7976088293577946,-0.019760460387819312,"F,F,F,F","F,F,F,F",-0.00630461367589924,-0.008365329635389135,0.0035431460922513147,-0.00863366316878228
3,cartoon,25,STD,0.15,0.817369289745614,0.7976088293577946,-0.019760460387819312,"F,F,F,F","F,F,F,F",-0.00630461367589924,-0.008365329635389135,0.0035431460922513147,-0.00863366316878228
3,cartoon,25,O50,0.0,0.8416302193526375,0.8399242373698692,-0.0017059819827682787,"D,D,F,F","D,D,F,F",0.0,0.0,0.0015308795082286664,-0.003236861490997056
3,cartoon,25,O50,0.02,0.8316302193526375,0.8299242373698692,-0.0017059819827682787,"D,D,F,F","D,D,F,F",0.0,0.0,0.0015308795082286664,-0.003236861490997056
3,cartoon,25,O50,0.05,0.819201807251176,0.8149242373698692,-0.004277569881306786,"F,D,F,F","D,D,F,F",-0.00257158789853848,0.0,0.0015308795082286664,-0.003236861490997056
3,cartoon,25,O50,0.1,0.817369289745614,0.7986117582316312,-0.01875753151398274,"F,F,F,F","F,D,F,F",-0.0063840670367764085,-0.010667482494437969,0.0015308795082286664,-0.003236861490997056
