seed,domain,N,method,c,V_F0,V,DeltaV,routing_F0,routing,DeltaV_contribution_photo,DeltaV_contribution_art_painting,DeltaV_contribution_cartoon,DeltaV_contribution_sketch
1,cartoon,25,REP,0.1,0.7789813096653946,0.7730966798418777,-0.005884629823516896,"F,F,F,F","F,F,F,F",0.0019575867482271303,-0.0029792388997304242,-0.005542915769412848,0.0006799380973991909
1,cartoon,25,REP,0.15,0.7789813096653946,0.7730966798418777,-0.005884629823516896,"F,F,F,F","F,F,F,F",0.0019575867482271303,-0.0029792388997304242,-0.005542915769412848,0.0006799380973991909
1,cartoon,25,REP2,0.0,0.8188822188869986,0.8101743824865741,-0.008707836400424496,"D,D,F,D","D,D,F,D",0.0,0.0,-0.008707836400424579,0.0
1,cartoon,25,REP2,0.02,0.8038822188869986,0.7951743824865741,-0.008707836400424496,"D,D,F,D","D,D,F,D",0.0,0.0,-0.008707836400424579,0.0
1,cartoon,25,REP2,0.05,0.7851922296373651,0.7778360278754561,-0.007356201761908987,"F,F,F,D","F,D,F,D",0.0032330969523087505,-0.0018814623137931585,-0.008707836400424579,0.0
1,cartoon,25,REP2,0.1,0.7789813096653946,0.7573507815976501,-0.02163052806774446,"F,F,F,F","F,F,F,D",0.0032330969523087505,-0.00986670859159916,-0.008707836400424579,-0.006289080028029415
1,cartoon,25,REP2,0.15,0.7789813096653946,0.7467292523539215,-0.03225205731147307,"F,F,F,F","F,F,F,F",0.0032330969523087505,-0.00986670859159916,-0.008707836400424579,-0.016910609271757915
1,sketch,25,STD,0.0,0.8188822188869986,0.8063775990177904,-0.012504619869208256,"D,D,F,D","D,D,D,D",0.0,0.0,-0.012504619869208228,0.0
1,sketch,25,STD,0.02,0.8038822188869986,0.7895459729734505,-0.014336245913548096,"D,D,F,D","D,D,F,D",0.0,0.0,-0.014336245913548096,0.0
1,sketch,25,STD,0.05,0.7851922296373651,0.7670459729734506,-0.01814625666391456,"F,F,F,D","D,D,F,D",-0.001928548436573252,-0.0018814623137931585,-0.014336245913548096,0.0
1,sketch,25,STD,0.1,0.7789813096653946,0.737509151087593,-0.04147215857780162,"F,F,F,F","D,D,F,F",-0.014428548436573235,-0.014381462313793142,-0.014336245913548096,0.0016740980861129073
1,sketch,25,STD,0.15,0.7789813096653946,0.7202905238359895,-0.05869078582940512,"F,F,F,F","F,F,F,F",-0.021493181853900117,-0.02453545614806979,-0.014336245913548096,0.0016740980861129073
1,sketch,25,O50,0.0,0.8188822188869986,0.807724347050514,-0.011157871836484645,"D,D,F,D","D,D,F,D",0.0,0.0,-0.011157871836484645,0.0
1,sketch,25,O50,0.02,0.8038822188869986,0.792724347050514,-0.011157871836484645,"D,D,F,D","D,D,F,D",0.0,0.0,-0.011157871836484645,0.0
1,sketch,25,O50,0.05,0.7851922296373651,0.770224347050514,-0.014967882586851111,"F,F,F,D","D,D,F,D",-0.001928548436573252,-0.0018814623137931585,-0.011157871836484645,0.0
1,sketch,25,O50,0.1,0.7789813096653946,0.732724347050514,-0.04625696261488055,"F,F,F,F","D,D,F,D",-0.014428548436573235,-0.014381462313793142,-0.011157871836484645,-0.006289080028029415
1,sketch,25,O50,0.15,0.7789813096653946,0.7074308763174645,-0.0715504333479301,"F,F,F,F","D,F,F,F",-0.026928548436573246,-0.021935673108380987,-0.011157871836484645,-0.011528339966491136
1,sketch,25,REP,0.0,0.8188822188869986,0.8158442858603988,-0.003037933026599826,"D,D,F,D","D,D,F,D",0.0,0.0,-0.0030379330265998816,0.0
1,sketch,25,REP,0.02,0.8038822188869986,0.8008442858603988,-0.003037933026599826,"D,D,F,D","D,D,F,D",0.0,0.0,-0.0030379330265998816,0.0
1,sketch,25,REP,0.05,0.7851922296373651,0.7846292855568746,-0.0005629440804905128,"F,F,F,D","D,F,F,F",-0.001928548436573252,-0.000866117313485737,-0.0030379330265998816,0.0052696546961683854
1,sketch,25,REP,0.1,0.7789813096653946,0.780356215414982,0.0013749057495874295,"F,F,F,F","F,F,F,F",-0.006201618578465878,-0.000866117313485737,-0.0030379330265998816,0.011480574668138954
1,sketch,25,REP,0.15,0.7789813096653946,0.780356215414982,0.0013749057495874295,"F,F,F,F","F,F,F,F",-0.006201618578465878,-0.000866117313485737,-0.0030379330265998816,0.011480574668138954
1,sketch,25,REP2,0.0,0.8188822188869986,0.8135306566929561,-0.005351562194042536,"D,D,F,D","D,D,F,D",0.0,0.0,-0.005351562194042592,0.0
1,sketch,25,REP2,0.02,0.8038822188869986,0.7985306566929561,-0.005351562194042536,"D,D,F,D","D,D,F,D",0.0,0.0,-0.005351562194042592,0.0
1,sketch,25,REP2,0.05,0.7851922296373651,0.7839747301612219,-0.0012174994761432467,"F,F,F,D","D,F,F,F",-0.001928548436573252,-1.5777177431314238e-05,-0.005351562194042592,0.006078388331903967
1,sketch,25,REP2,0.1,0.7789813096653946,0.7786730227579732,-0.00030828690742135123,"F,F,F,F","F,F,F,F",-0.007230255839822036,-1.5777177431314238e-05,-0.005351562194042592,0.012289308303874535
1,sketch,25,REP2,0.15,0.7789813096653946,0.7786730227579732,-0.00030828690742135123,"F,F,F,F","F,F,F,F",-0.007230255839822036,-1.5777177431314238e-05,-0.005351562194042592,0.012289308303874535
1,photo,50,STD,0.0,0.8188822188869986,0.8063775990177904,-0.012504619869208256,"D,D,F,D","D,D,D,D",0.0,0.0,-0.012504619869208228,0.0
1,photo,50,STD,0.02,0.8038822188869986,0.7863775990177905,-0.01750461986920815,"D,D,F,D","D,D,D,D",0.0,0.0,-0.017504619869208232,0.0
1,photo,50,STD,0.05,0.7851922296373651,0.7583501305648492,-0.02684209907251589,"F,F,F,D","F,D,D,D",4.398311048556258e-05,-0.0018814623137931585,-0.02500461986920824,0.0
1,photo,50,STD,0.1,0.7789813096653946,0.729765767447325,-0.04921554221806956,"F,F,F,F","F,F,D,D",4.398311048556258e-05,-0.005465825431317517,-0.03750461986920822,-0.006289080028029415
1,photo,50,STD,0.15,0.7789813096653946,0.7165561219026079,-0.062425187762786716,"F,F,F,F","F,F,F,D",4.398311048556258e-05,-0.005465825431317517,-0.03821426541392531,-0.018789080028029426
1,photo,50,O50,0.0,0.8188822188869986,0.8063775990177904,-0.012504619869208256,"D,D,F,D","D,D,D,D",0.0,0.0,-0.012504619869208228,0.0
1,photo,50,O50,0.02,0.8038822188869986,0.7863775990177905,-0.01750461986920815,"D,D,F,D","D,D,D,D",0.0,0.0,-0.017504619869208232,0.0
1,photo,50,O50,0.05,0.7851922296373651,0.7583501305648492,-0.02684209907251589,"F,F,F,D","F,D,D,D",4.398311048556258e-05,-0.0018814623137931585,-0.02500461986920824,0.0
1,photo,50,O50,0.1,0.7789813096653946,0.7330028619550399,-0.04597844771035464,"F,F,F,F","F,F,D,D",4.398311048556258e-05,-0.002228730923602429,-0.03750461986920822,-0.006289080028029415
1,photo,50,O50,0.15,0.7789813096653946,0.7197428755268929,-0.05923843413850172,"F,F,F,F","F,F,F,D",4.398311048556258e-05,-0.002228730923602429,-0.0382646062973554,-0.018789080028029426
1,photo,50,REP,0.0,0.8188822188869986,0.8063775990177904,-0.012504619869208256,"D,D,F,D","D,D,D,D",0.0,0.0,-0.012504619869208228,0.0
1,photo,50,REP,0.02,0.8038822188869986,0.7866910195335214,-0.017191199353477238,"D,D,F,D","D,D,F,D",0.0,0.0,-0.01719119935347721,0.0
1,photo,50,REP,0.05,0.7851922296373651,0.774301762948249,-0.010890466689116085,"F,F,F,D","F,F,F,D",0.003738564391273763,0.002562168273087362,-0.01719119935347721,0.0
1,photo,50,REP,0.1,0.7789813096653946,0.761801762948249,-0.01717954671714561,"F,F,F,F","F,F,F,D",0.003738564391273763,0.002562168273087362,-0.01719119935347721,-0.006289080028029415
1,photo,50,REP,0.15,0.7789813096653946,0.7522753838847271,-0.02670592578066744,"F,F,F,F","F,F,F,F",0.003738564391273763,0.002562168273087362,-0.01719119935347721,-0.015815459091551354
1,photo,50,REP2,0.0,0.8188822188869986,0.8063775990177904,-0.012504619869208256,"D,D,F,D","D,D,D,D",0.0,0.0,-0.012504619869208228,0.0
1,photo,50,REP2,0.02,0.8038822188869986,0.7863775990177905,-0.01750461986920815,"D,D,F,D","D,D,D,D",0.0,0.0,-0.017504619869208232,0.0
1,photo,50,REP2,0.05,0.7851922296373651,0.7613746166786115,-0.02381761295875362,"F,F,F,D","D,D,F,D",-0.001928548436573252,-0.0018814623137931585,-0.020007602208387126,0.0
1,photo,50,REP2,0.1,0.7789813096653946,0.7481420585346199,-0.03083925113077468,"F,F,F,F","F,F,F,D",-0.0024630541871921152,-0.002079514707165969,-0.020007602208387126,-0.006289080028029415
1,photo,50,REP2,0.15,0.7789813096653946,0.7361583882690516,-0.04282292139634303,"F,F,F,F","F,F,F,F",-0.0024630541871921152,-0.002079514707165969,-0.020007602208387126,-0.018272750293597734
1,art_painting,50,STD,0.0,0.8188822188869986,0.8063775990177904,-0.012504619869208256,"D,D,F,D","D,D,D,D",0.0,0.0,-0.012504619869208228,0.0
1,art_painting,50,STD,0.02,0.8038822188869986,0.7863775990177905,-0.01750461986920815,"D,D,F,D","D,D,D,D",0.0,0.0,-0.017504619869208232,0.0
1,art_painting,50,STD,0.05,0.7851922296373651,0.7571625865817389,-0.028029643055626274,"F,F,F,D","F,D,D,D",-0.0011435608726249047,-0.0018814623137931585,-0.02500461986920824,0.0
1,art_painting,50,STD,0.1,0.7789813096653946,0.7399364031373656,-0.039044906528028944,"F,F,F,F","F,F,F,D",-0.0011435608726249047,-0.002564990662566713,-0.029047274964807884,-0.006289080028029415
1,art_painting,50,STD,0.15,0.7789813096653946,0.7274364031373656,-0.05154490652802901,"F,F,F,F","F,F,F,D",-0.0011435608726249047,-0.002564990662566713,-0.029047274964807884,-0.018789080028029426
1,art_painting,50,O50,0.0,0.8188822188869986,0.8063775990177904,-0.012504619869208256,"D,D,F,D","D,D,D,D",0.0,0.0,-0.012504619869208228,0.0
1,art_painting,50,O50,0.02,0.8038822188869986,0.7863775990177905,-0.01750461986920815,"D,D,F,D","D,D,D,D",0.0,0.0,-0.017504619869208232,0.0
1,art_painting,50,O50,0.05,0.7851922296373651,0.7621974322475664,-0.022994797389798705,"F,F,F,D","D,F,D,D",-0.001928548436573252,0.003938370915982814,-0.02500461986920824,0.0
1,art_painting,50,O50,0.1,0.7789813096653946,0.7421805679539322,-0.036800741711462415,"F,F,F,F","F,F,F,D",-0.0036066150598170477,0.003938370915982814,-0.030843417539598628,-0.006289080028029415
1,art_painting,50,O50,0.15,0.7789813096653946,0.7296805679539322,-0.04930074171146237,"F,F,F,F","F,F,F,D",-0.0036066150598170477,0.003938370915982814,-0.030843417539598628,-0.018789080028029426
1,art_painting,50,REP,0.0,0.8188822188869986,0.8067017431020872,-0.012180475784911438,"D,D,F,D","D,D,F,D",0.0,0.0,-0.012180475784911438,0.0
1,art_painting,50,REP,0.02,0.8038822188869986,0.7917017431020872,-0.012180475784911438,"D,D,F,D","D,D,F,D",0.0,0.0,-0.012180475784911438,0.0
1,art_painting,50,REP,0.05,0.7851922296373651,0.7790880670815885,-0.0061041625557766155,"F,F,F,D","F,F,F,D",0.0024630541871921152,0.003613259041942707,-0.012180475784911438,0.0
1,art_painting,50,REP,0.1,0.7789813096653946,0.7681259494776995,-0.010855360187695062,"F,F,F,F","F,F,F,F",0.0024630541871921152,0.003613259041942707,-0.012180475784911438,-0.004751197631918391
1,art_painting,50,REP,0.15,0.7789813096653946,0.7681259494776995,-0.010855360187695062,"F,F,F,F","F,F,F,F",0.0024630541871921152,0.003613259041942707,-0.012180475784911438,-0.004751197631918391
1,art_painting,50,REP2,0.0,0.8188822188869986,0.8063775990177904,-0.012504619869208256,"D,D,F,D","D,D,D,D",0.0,0.0,-0.012504619869208228,0.0
1,art_painting,50,REP2,0.02,0.8038822188869986,0.788306024919882,-0.015576193967116625,"D,D,F,D","D,D,F,D",0.0,0.0,-0.015576193967116625,0.0
1,art_painting,50,REP2,0.05,0.7851922296373651,0.7715908034948087,-0.013601426142556439,"F,F,F,D","F,F,F,D",0.0012755102040816202,0.0006992576204785939,-0.015576193967116625,0.0
1,art_painting,50,REP2,0.1,0.7789813096653946,0.7590908034948087,-0.019890506170585853,"F,F,F,F","F,F,F,D",0.0012755102040816202,0.0006992576204785939,-0.015576193967116625,-0.006289080028029415
1,art_painting,50,REP2,0.15,0.7789813096653946,0.7465908034948087,-0.03239050617058592,"F,F,F,F","F,F,F,D",0.0012755102040816202,0.0006992576204785939,-0.015576193967116625,-0.018789080028029426
1,cartoon,50,STD,0.0,0.8188822188869986,0.8134265074088187,-0.005455711478179914,"D,D,F,D","D,D,F,D",0.0,0.0,-0.005455711478179942,0.0
1,cartoon,50,STD,0.02,0.8038822188869986,0.7984265074088187,-0.005455711478179914,"D,D,F,D","D,D,F,D",0.0,0.0,-0.005455711478179942,0.0
1,cartoon,50,STD,0.05,0.7851922296373651,0.7759265074088187,-0.00926572222854638,"F,F,F,D","D,D,F,D",-0.001928548436573252,-0.0018814623137931585,-0.005455711478179942,0.0
1,cartoon,50,STD,0.1,0.7789813096653946,0.7384265074088188,-0.04055480225657582,"F,F,F,F","D,D,F,D",-0.014428548436573235,-0.014381462313793142,-0.005455711478179942,-0.006289080028029415
1,cartoon,50,STD,0.15,0.7789813096653946,0.7169672123723532,-0.062014097293041415,"F,F,F,F","F,D,F,F",-0.015547691225031135,-0.026881462313793153,-0.005455711478179942,-0.01412923227603724
1,cartoon,50,O50,0.0,0.8188822188869986,0.8065314869666325,-0.012350731920366176,"D,D,F,D","D,D,F,D",0.0,0.0,-0.012350731920366259,0.0
1,cartoon,50,O50,0.02,0.8038822188869986,0.7915314869666324,-0.012350731920366176,"D,D,F,D","D,D,F,D",0.0,0.0,-0.012350731920366259,0.0
1,cartoon,50,O50,0.05,0.7851922296373651,0.7690314869666324,-0.016160742670732753,"F,F,F,D","D,D,F,D",-0.001928548436573252,-0.0018814623137931585,-0.012350731920366259,0.0
1,cartoon,50,O50,0.1,0.7789813096653946,0.7315314869666325,-0.04744982269876208,"F,F,F,F","D,D,F,D",-0.014428548436573235,-0.014381462313793142,-0.012350731920366259,-0.006289080028029415
1,cartoon,50,O50,0.15,0.7789813096653946,0.7046862845235434,-0.07429502514185116,"F,F,F,F","F,D,F,D",-0.016273750879662235,-0.026881462313793153,-0.012350731920366259,-0.018789080028029426
1,cartoon,50,REP,0.0,0.8188822188869986,0.8139593413942195,-0.0049228774927790875,"D,D,F,D","D,D,F,D",0.0,0.0,-0.004922877492779143,0.0
1,cartoon,50,REP,0.02,0.8038822188869986,0.8008210355028548,-0.0030611833841438507,"D,D,F,D","F,D,F,D",0.0018616941086351813,0.0,-0.004922877492779143,0.0
1,cartoon,50,REP,0.05,0.7851922296373651,0.7858210355028548,0.0006288058654896345,"F,F,F,D","F,D,F,D",0.007433145672061936,-0.0018814623137931585,-0.004922877492779143,0.0
1,cartoon,50,REP,0.1,0.7789813096653946,0.7720560686069262,-0.006925241058468368,"F,F,F,F","F,F,F,D",0.007433145672061936,-0.003146429209721746,-0.004922877492779143,-0.006289080028029415
1,cartoon,50,REP,0.15,0.7789813096653946,0.7717447888328949,-0.007236520832499704,"F,F,F,F","F,F,F,F",0.007433145672061936,-0.003146429209721746,-0.004922877492779143,-0.006600359802060668
1,cartoon,50,REP2,0.0,0.8188822188869986,0.8063775990177904,-0.012504619869208256,"D,D,F,D","D,D,D,D",0.0,0.0,-0.012504619869208228,0.0
1,cartoon,50,REP2,0.02,0.8038822188869986,0.7885090401734076,-0.015373178713591007,"D,D,F,D","F,D,F,D",0.000542200794067943,0.0,-0.015915379507659033,0.0
1,cartoon,50,REP2,0.05,0.7851922296373651,0.7735090401734076,-0.011683189463957522,"F,F,F,D","F,D,F,D",0.006113652357494698,-0.0018814623137931585,-0.015915379507659033,0.0
1,cartoon,50,REP2,0.1,0.7789813096653946,0.7530939703867747,-0.02588733927861986,"F,F,F,F","F,F,F,D",0.006113652357494698,-0.009796532100426136,-0.015915379507659033,-0.006289080028029415
1,cartoon,50,REP2,0.15,0.7789813096653946,0.7405939703867747,-0.038387339278619925,"F,F,F,F","F,F,F,D",0.006113652357494698,-0.009796532100426136,-0.015915379507659033,-0.018789080028029426
1,sketch,50,STD,0.0,0.8188822188869986,0.8063775990177904,-0.012504619869208256,"D,D,F,D","D,D,D,D",0.0,0.0,-0.012504619869208228,0.0
1,sketch,50,STD,0.02,0.8038822188869986,0.7863775990177905,-0.01750461986920815,"D,D,F,D","D,D,D,D",0.0,0.0,-0.017504619869208232,0.0
1,sketch,50,STD,0.05,0.7851922296373651,0.7598645939768681,-0.025327635660497005,"F,F,F,D","D,D,F,D",-0.001928548436573252,-0.0018814623137931585,-0.02151762491013054,0.0
1,sketch,50,STD,0.1,0.7789813096653946,0.7223645939768681,-0.05661671568852644,"F,F,F,F","D,D,F,D",-0.014428548436573235,-0.014381462313793142,-0.02151762491013054,-0.006289080028029415
1,sketch,50,STD,0.15,0.7789813096653946,0.6912420301998998,-0.08773927946549476,"F,F,F,F","D,D,F,F",-0.026928548436573246,-0.026881462313793153,-0.02151762491013054,-0.012411643804997707
1,sketch,50,O50,0.0,0.8188822188869986,0.8063775990177904,-0.012504619869208256,"D,D,F,D","D,D,D,D",0.0,0.0,-0.012504619869208228,0.0
1,sketch,50,O50,0.02,0.8038822188869986,0.7863775990177905,-0.01750461986920815,"D,D,F,D","D,D,D,D",0.0,0.0,-0.017504619869208232,0.0
1,sketch,50,O50,0.05,0.7851922296373651,0.7574420626411876,-0.027750166996177494,"F,F,F,D","D,D,F,D",-0.001928548436573252,-0.0018814623137931585,-0.02394015624581103,0.0
1,sketch,50,O50,0.1,0.7789813096653946,0.7199420626411877,-0.05903924702420693,"F,F,F,F","D,D,F,D",-0.014428548436573235,-0.014381462313793142,-0.02394015624581103,-0.006289080028029415
1,sketch,50,O50,0.15,0.7789813096653946,0.6824420626411877,-0.09653924702420691,"F,F,F,F","D,D,F,D",-0.026928548436573246,-0.026881462313793153,-0.02394015624581103,-0.018789080028029426
1,sketch,50,REP,0.0,0.8188822188869986,0.8080640881174095,-0.010818130769589152,"D,D,F,D","D,D,F,D",0.0,0.0,-0.01081813076958918,0.0
1,sketch,50,REP,0.02,0.8038822188869986,0.7978507064078391,-0.006031512479159562,"D,D,F,D","D,D,F,F",0.0,0.0,-0.01081813076958918,0.0047866182904295895
1,sketch,50,REP,0.05,0.7851922296373651,0.782850706407839,-0.002341523229526077,"F,F,F,D","D,D,F,F",-0.001928548436573252,-0.0018814623137931585,-0.01081813076958918,0.012286618290429596
1,sketch,50,REP,0.1,0.7789813096653946,0.7789411278645824,-4.0181800812222335e-05,"F,F,F,F","F,F,F,F",-0.0055287315576526,-0.002190857735970525,-0.01081813076958918,0.018497538262400165
1,sketch,50,REP,0.15,0.7789813096653946,0.7789411278645824,-4.0181800812222335e-05,"F,F,F,F","F,F,F,F",-0.0055287315576526,-0.002190857735970525,-0.01081813076958918,0.018497538262400165
1,sketch,50,REP2,0.0,0.8188822188869986,0.8063775990177904,-0.012504619869208256,"D,D,F,D","D,D,D,D",0.0,0.0,-0.012504619869208228,0.0
1,sketch,50,REP2,0.02,0.8038822188869986,0.7910919489017197,-0.01279026998527888,"D,D,F,D","D,D,F,D",0.0,0.0,-0.012790269985278852,0.0
1,sketch,50,REP2,0.05,0.7851922296373651,0.7685919489017199,-0.016600280735645234,"F,F,F,D","D,D,F,D",-0.001928548436573252,-0.0018814623137931585,-0.012790269985278852,0.0
1,sketch,50,REP2,0.1,0.7789813096653946,0.7495727686390692,-0.029408541026325397,"F,F,F,F","D,F,F,F",-0.014428548436573235,-0.0039472328006162904,-0.012790269985278852,0.0017575101961431194
1,sketch,50,REP2,0.15,0.7789813096653946,0.748647326159519,-0.030333983505875572,"F,F,F,F","F,F,F,F",-0.015353990916123467,-0.0039472328006162904,-0.012790269985278852,0.0017575101961431194
1,photo,100,STD,0.0,0.8188822188869986,0.8063775990177904,-0.012504619869208256,"D,D,F,D","D,D,D,D",0.0,0.0,-0.012504619869208228,0.0
1,photo,100,STD,0.02,0.8038822188869986,0.7863775990177905,-0.01750461986920815,"D,D,F,D","D,D,D,D",0.0,0.0,-0.017504619869208232,0.0
1,photo,100,STD,0.05,0.7851922296373651,0.762088694956123,-0.023103534681242155,"F,F,F,D","F,D,D,D",0.003782547501759298,-0.0018814623137931585,-0.02500461986920824,0.0
1,photo,100,STD,0.1,0.7789813096653946,0.7292127135432209,-0.04976859612217366,"F,F,F,F","F,F,D,D",0.003782547501759298,-0.009757443726695209,-0.03750461986920822,-0.006289080028029415
1,photo,100,STD,0.15,0.7789813096653946,0.7107446113053567,-0.06823669836003787,"F,F,F,F","F,F,F,D",0.003782547501759298,-0.009757443726695209,-0.04347272210707251,-0.018789080028029426
1,photo,100,O50,0.0,0.8188822188869986,0.8063775990177904,-0.012504619869208256,"D,D,F,D","D,D,D,D",0.0,0.0,-0.012504619869208228,0.0
1,photo,100,O50,0.02,0.8038822188869986,0.7863775990177905,-0.01750461986920815,"D,D,F,D","D,D,D,D",0.0,0.0,-0.017504619869208232,0.0
1,photo,100,O50,0.05,0.7851922296373651,0.7595816576584453,-0.025610571978919805,"F,F,F,D","F,D,D,D",0.0012755102040816202,-0.0018814623137931585,-0.02500461986920824,0.0
1,photo,100,O50,0.1,0.7789813096653946,0.7246428016936104,-0.05433850797178419,"F,F,F,F","F,F,D,D",0.0012755102040816202,-0.0118203182786282,-0.03750461986920822,-0.006289080028029415
1,photo,100,O50,0.15,0.7789813096653946,0.7033639910731774,-0.07561731859221721,"F,F,F,F","F,F,F,D",0.0012755102040816202,-0.0118203182786282,-0.04628343048964112,-0.018789080028029426
1,photo,100,REP,0.0,0.8188822188869986,0.8063775990177904,-0.012504619869208256,"D,D,F,D","D,D,D,D",0.0,0.0,-0.012504619869208228,0.0
1,photo,100,REP,0.02,0.8038822188869986,0.7863775990177905,-0.01750461986920815,"D,D,F,D","D,D,D,D",0.0,0.0,-0.017504619869208232,0.0
1,photo,100,REP,0.05,0.7851922296373651,0.7732842185108577,-0.011908011126507412,"F,F,F,D","F,F,F,D",0.004926108374384203,0.0028941698002409866,-0.019728289301132573,0.0
1,photo,100,REP,0.1,0.7789813096653946,0.7607842185108578,-0.018197091154536826,"F,F,F,F","F,F,F,D",0.004926108374384203,0.0028941698002409866,-0.019728289301132573,-0.006289080028029415
1,photo,100,REP,0.15,0.7789813096653946,0.7539291630519427,-0.025052146613451898,"F,F,F,F","F,F,F,F",0.004926108374384203,0.0028941698002409866,-0.019728289301132573,-0.013144135486944375
1,photo,100,REP2,0.0,0.8188822188869986,0.8063775990177904,-0.012504619869208256,"D,D,F,D","D,D,D,D",0.0,0.0,-0.012504619869208228,0.0
1,photo,100,REP2,0.02,0.8038822188869986,0.7889828370147182,-0.01489938187228046,"D,D,F,D","D,D,F,D",0.0,0.0,-0.014899381872280432,0.0
1,photo,100,REP2,0.05,0.7851922296373651,0.7720619836215941,-0.013130246015771063,"F,F,F,D","F,D,F,D",0.0036505981703025825,-0.0018814623137931585,-0.014899381872280432,0.0
1,photo,100,REP2,0.1,0.7789813096653946,0.7590650035666182,-0.01991630609877637,"F,F,F,F","F,F,F,F",0.0036505981703025825,-0.00629039228663289,-0.014899381872280432,-0.002377130110165604
1,photo,100,REP2,0.15,0.7789813096653946,0.7590650035666182,-0.01991630609877637,"F,F,F,F","F,F,F,F",0.0036505981703025825,-0.00629039228663289,-0.014899381872280432,-0.002377130110165604
1,art_painting,100,STD,0.0,0.8188822188869986,0.8063775990177904,-0.012504619869208256,"D,D,F,D","D,D,D,D",0.0,0.0,-0.012504619869208228,0.0
1,art_painting,100,STD,0.02,0.8038822188869986,0.7863775990177905,-0.01750461986920815,"D,D,F,D","D,D,D,D",0.0,0.0,-0.017504619869208232,0.0
1,art_painting,100,STD,0.05,0.7851922296373651,0.7600621336836965,-0.025130095953668663,"F,F,F,D","D,F,D,D",-0.001928548436573252,0.0018030723521128555,-0.02500461986920824,0.0
1,art_painting,100,STD,0.1,0.7789813096653946,0.7365357426338626,-0.04244556703153202,"F,F,F,F","F,F,F,D",-0.0031011476208520627,0.0018030723521128555,-0.034858411734763256,-0.006289080028029415
1,art_painting,100,STD,0.15,0.7789813096653946,0.7240357426338626,-0.05494556703153197,"F,F,F,F","F,F,F,D",-0.0031011476208520627,0.0018030723521128555,-0.034858411734763256,-0.018789080028029426
1,art_painting,100,O50,0.0,0.8188822188869986,0.8063775990177904,-0.012504619869208256,"D,D,F,D","D,D,D,D",0.0,0.0,-0.012504619869208228,0.0
1,art_painting,100,O50,0.02,0.8038822188869986,0.7863775990177905,-0.01750461986920815,"D,D,F,D","D,D,D,D",0.0,0.0,-0.017504619869208232,0.0
1,art_painting,100,O50,0.05,0.7851922296373651,0.7600661415712191,-0.025126088066146024,"F,F,F,D","D,F,D,D",-0.001928548436573252,0.0018070802396354668,-0.02500461986920824,0.0
1,art_painting,100,O50,0.1,0.7789813096653946,0.7396549925198241,-0.039326317145570444,"F,F,F,F","F,F,F,D",-0.0031011476208520627,0.0018070802396354668,-0.03174316973632449,-0.006289080028029415
1,art_painting,100,O50,0.15,0.7789813096653946,0.7271549925198241,-0.05182631714557051,"F,F,F,F","F,F,F,D",-0.0031011476208520627,0.0018070802396354668,-0.03174316973632449,-0.018789080028029426
1,art_painting,100,REP,0.0,0.8188822188869986,0.8088423553956934,-0.010039863491305256,"D,D,F,D","D,D,F,D",0.0,0.0,-0.010039863491305312,0.0
1,art_painting,100,REP,0.02,0.8038822188869986,0.7938423553956934,-0.010039863491305256,"D,D,F,D","D,D,F,D",0.0,0.0,-0.010039863491305312,0.0
1,art_painting,100,REP,0.05,0.7851922296373651,0.7829192435785586,-0.0022729860588065476,"F,F,F,D","F,F,F,F",0.0036505981703025825,0.0033018886893311505,-0.010039863491305312,0.0008143905728650314
1,art_painting,100,REP,0.1,0.7789813096653946,0.7829192435785586,0.0039379339131639934,"F,F,F,F","F,F,F,F",0.0036505981703025825,0.0033018886893311505,-0.010039863491305312,0.0070253105448356
1,art_painting,100,REP,0.15,0.7789813096653946,0.7829192435785586,0.0039379339131639934,"F,F,F,F","F,F,F,F",0.0036505981703025825,0.0033018886893311505,-0.010039863491305312,0.0070253105448356
1,art_painting,100,REP2,0.0,0.8188822188869986,0.807305674397968,-0.011576544489030671,"D,D,F,D","D,D,F,D",0.0,0.0,-0.011576544489030727,0.0
1,art_painting,100,REP2,0.02,0.8038822188869986,0.792305674397968,-0.011576544489030671,"D,D,F,D","D,D,F,D",0.0,0.0,-0.011576544489030727,0.0
1,art_painting,100,REP2,0.05,0.7851922296373651,0.7752939197379939,-0.009898309899371238,"F,F,F,D","F,F,F,D",8.796622097115292e-05,0.001590268368688308,-0.011576544489030727,0.0
1,art_painting,100,REP2,0.1,0.7789813096653946,0.7730291127109534,-0.005952196954441158,"F,F,F,F","F,F,F,F",8.796622097115292e-05,0.001590268368688308,-0.011576544489030727,0.00394611294493008
1,art_painting,100,REP2,0.15,0.7789813096653946,0.7730291127109534,-0.005952196954441158,"F,F,F,F","F,F,F,F",8.796622097115292e-05,0.001590268368688308,-0.011576544489030727,0.00394611294493008
1,cartoon,100,STD,0.0,0.8188822188869986,0.8063775990177904,-0.012504619869208256,"D,D,F,D","D,D,D,D",0.0,0.0,-0.012504619869208228,0.0
1,cartoon,100,STD,0.02,0.8038822188869986,0.7863775990177905,-0.01750461986920815,"D,D,F,D","D,D,D,D",0.0,0.0,-0.017504619869208232,0.0
1,cartoon,100,STD,0.05,0.7851922296373651,0.7605156554678543,-0.024676574169510856,"F,F,F,D","D,D,F,D",-0.001928548436573252,-0.0018814623137931585,-0.020866563419144446,0.0
