seed,domain,N,c,O50,REP,REP2,STD,DeltaQ,O50_minus_STD,REP_minus_STD,REP2_minus_STD,REP2_minus_O50,REP2_minus_REP,DeltaI,DeltaL,G_cross_recovered,local_sacrifice,cross_recovery_exceeds_local_sacrifice,G_plus_DeltaL
0,photo,50,0.05,-0.02817991541936926,-0.019261397352378418,-0.02329286980605072,-0.030980344927732384,0.008918518066990844,0.0028004295083631225,0.011718947575353966,0.007687475121681664,0.004887045613318541,-0.004031472453672302,-0.2523092527038455,-0.020927973216229967,0.2523092527038455,0.020927973216229967,True,0.23138127948761555
0,photo,50,0.1,-0.051695283128682545,-0.027084081867026044,-0.026580809984396936,-0.05449571263704567,0.0246112012616565,0.0028004295083631225,0.027411630770019624,0.027914902652648732,0.02511447314428561,0.0005032718826291083,-0.2523092527038455,-0.020927973216229967,0.2523092527038455,0.020927973216229967,True,0.23138127948761555
0,photo,50,0.15,-0.07669528312868257,-0.027084081867026044,-0.026580809984396936,-0.0780804839866246,0.04961120126165652,0.001385200857942026,0.05099640211959855,0.05149967400222766,0.05011447314428563,0.0005032718826291083,-0.2523092527038455,-0.020927973216229967,0.2523092527038455,0.020927973216229967,True,0.23138127948761555
0,photo,100,0.0,-0.015735151722159557,-0.008851783030351834,-0.010281040253010465,-0.015735151722159557,0.006883368691807723,0.0,0.006883368691807723,0.005454111469149092,0.005454111469149092,-0.0014292572226586309,-0.3890664484927041,0.004926108374384119,0.3890664484927041,0.0,False,0.39399255686708823
0,photo,100,0.02,-0.025735151722159566,-0.013851783030351839,-0.01528104025301047,-0.025735151722159566,0.011883368691807727,0.0,0.011883368691807727,0.010454111469149097,0.010454111469149097,-0.0014292572226586309,-0.3890664484927041,0.004926108374384119,0.3890664484927041,0.0,False,0.39399255686708823
0,photo,100,0.05,-0.039668652902740464,-0.01916788261525315,-0.014428263715877021,-0.04044361429751897,0.020500770287487313,0.0007749613947785061,0.02127573168226582,0.02601535058164195,0.025240389186863443,0.00473961889937613,-0.3890664484927041,0.004926108374384119,0.3890664484927041,0.0,False,0.39399255686708823
0,photo,100,0.1,-0.06335767244826718,-0.01777397841004469,-0.02544363142519035,-0.06395898200683225,0.04558369403822249,0.0006013095585650774,0.046185003596787566,0.038515350581641905,0.03791404102307683,-0.007669653015145661,-0.3890664484927041,0.004926108374384119,0.3890664484927041,0.0,False,0.39399255686708823
0,photo,100,0.15,-0.0883576724482672,-0.01777397841004469,-0.037943631425190305,-0.08895898200683228,0.07058369403822251,0.0006013095585650774,0.07118500359678759,0.05101535058164197,0.050414041023076894,-0.020169653015145617,-0.3890664484927041,0.004926108374384119,0.3890664484927041,0.0,False,0.39399255686708823
0,sketch,25,0.0,-0.015735151722159557,-0.006327058817545472,-0.014018226846409187,-0.015735151722159557,0.009408092904614085,0.0,0.009408092904614085,0.0017169248757503697,0.0017169248757503697,-0.007691168028863715,-0.24273631186894795,0.008085828805102446,0.24273631186894795,0.0,False,0.2508221406740504
0,sketch,25,0.02,-0.023832955876982864,-0.006344525238089149,-0.014460653096825538,-0.02267625157621378,0.017488430638893715,-0.0011567043007690847,0.01633172633812463,0.008215598479388242,0.009372302780157327,-0.008116127858736388,-0.24273631186894795,0.008085828805102446,0.24273631186894795,0.0,False,0.2508221406740504
0,sketch,25,0.05,-0.034957288614066995,-0.009968857975173329,-0.018084985833909717,-0.03380058431329791,0.024988430638893666,-0.0011567043007690847,0.02383172633812458,0.015715598479388193,0.016872302780157278,-0.008116127858736388,-0.24273631186894795,0.008085828805102446,0.24273631186894795,0.0,False,0.2508221406740504
0,sketch,25,0.1,-0.06592979599559712,-0.021697383253735603,-0.03926142946784572,-0.06981595202261126,0.044232412741861515,0.0038861560270141426,0.04811856876887566,0.03055452255476554,0.026668366527751397,-0.01756404621411012,-0.24273631186894795,0.008085828805102446,0.24273631186894795,0.0,False,0.2508221406740504
0,sketch,25,0.15,-0.08369168472595168,-0.021697383253735603,-0.03959261762109367,-0.1006612637655725,0.06199430147221607,0.01696957903962082,0.07896388051183689,0.06106864614447882,0.044099067104858,-0.01789523436735807,-0.24273631186894795,0.008085828805102446,0.24273631186894795,0.0,False,0.2508221406740504
0,sketch,50,0.0,-0.015735151722159557,-0.010731949865349755,-0.015735151722159557,-0.015735151722159557,0.0050032018568098025,0.0,0.0050032018568098025,0.0,0.0,-0.0050032018568098025,-0.6342003082230063,0.0997669524162843,0.6342003082230063,0.0,False,0.7339672606392906
0,sketch,50,0.02,-0.025735151722159566,-0.011387099957099078,-0.022474580192413995,-0.025735151722159566,0.014348051765060488,0.0,0.014348051765060488,0.0032605715297455706,0.0032605715297455706,-0.011087480235314917,-0.6342003082230063,0.0997669524162843,0.6342003082230063,0.0,False,0.7339672606392906
