seed,domain,N,method,DeltaS_local,DeltaS_cross,I,evaluation_split,test_used,S_F0_photo,S_photo,DeltaS_photo,S_F0_art_painting,S_art_painting,DeltaS_art_painting,S_F0_cartoon,S_cartoon,DeltaS_cartoon,S_F0_sketch,S_sketch,DeltaS_sketch
1,photo,25,STD,0.0027283061765820404,-0.2474386043571244,0.2474386043571244,validation,False,0.9185985474877896,0.9213268536643716,0.0027283061765820404,0.7107220113560592,0.6974486597705091,-0.013273351585550097,0.8431008405341763,0.7485030175558853,-0.094597822978291,0.643503839283553,0.5039364094902697,-0.1395674297932833
1,photo,25,O50,0.0,-0.23421399646838525,0.23421399646838525,validation,False,0.9185985474877896,0.9185985474877896,0.0,0.7107220113560592,0.6998073757977247,-0.010914635558334496,0.8431008405341763,0.7467349236510868,-0.09636591688308949,0.643503839283553,0.5165703952565918,-0.12693344402696127
1,photo,25,REP,0.014954257565095053,-0.034619585822820986,0.034619585822820986,validation,False,0.9185985474877896,0.9335528050528846,0.014954257565095053,0.7107220113560592,0.7291098430532837,0.018387831697224577,0.8431008405341763,0.8091366311868595,-0.03396420934731681,0.643503839283553,0.6244606311108243,-0.019043208172728754
1,photo,25,REP2,0.024630541871921152,-0.11212507677850247,0.11212507677850247,validation,False,0.9185985474877896,0.9432290893597107,0.024630541871921152,0.7107220113560592,0.7306504237376193,0.01992841238156018,0.8431008405341763,0.8018201655833697,-0.04128067495080667,0.643503839283553,0.552731025074297,-0.09077281420925598
1,art_painting,25,STD,0.006409473102324648,-0.08680071198513473,0.08680071198513473,validation,False,0.9185985474877896,0.9288026291204426,0.010204081632653073,0.7107220113560592,0.7171314844583838,0.006409473102324648,0.8431008405341763,0.7843845124155687,-0.05871632811860761,0.643503839283553,0.6052153737843728,-0.03828846549918019
1,art_painting,25,O50,0.0037797645024667537,-0.10512483394137351,0.10512483394137351,validation,False,0.9185985474877896,0.9187744799297318,0.00017593244194225033,0.7107220113560592,0.7145017758585259,0.0037797645024667537,0.8431008405341763,0.7801761675049453,-0.06292467302923099,0.643503839283553,0.6011277459294683,-0.042376093354084765
1,art_painting,25,REP,0.01557566840363378,0.0001515588254736855,-0.0001515588254736855,validation,False,0.9185985474877896,0.9233487234202314,0.004750175932441869,0.7107220113560592,0.726297679759693,0.01557566840363378,0.8431008405341763,0.8213624961160718,-0.021738344418104516,0.643503839283553,0.6606435665946894,0.017139727311136332
1,art_painting,25,REP2,0.0018703475105675826,-0.03618583909255524,0.03618583909255524,validation,False,0.9185985474877896,0.9282748317946157,0.0096762843068261,0.7107220113560592,0.7125923588666268,0.0018703475105675826,0.8431008405341763,0.8068166186070524,-0.03628422192712388,0.643503839283553,0.6339259378112956,-0.009577901472257455
1,cartoon,25,STD,-0.033012268475772766,-0.1402022237131597,0.1402022237131597,validation,False,0.9185985474877896,0.8766400134110288,-0.041958534076760756,0.7107220113560592,0.6535843199348979,-0.05713769142116132,0.8431008405341763,0.8100885720584036,-0.033012268475772766,0.643503839283553,0.6023978410683154,-0.04110599821523764
1,cartoon,25,O50,-0.019792448673055407,-0.12589038698221133,0.12589038698221133,validation,False,0.9185985474877896,0.8866681626017396,-0.031930384886049934,0.7107220113560592,0.6496859219617609,-0.061036089394298276,0.8431008405341763,0.8233083918611209,-0.019792448673055407,0.643503839283553,0.6105799265816899,-0.03292391270186312
1,cartoon,25,REP,-0.022171663077651393,-0.0013668562164164122,0.0013668562164164122,validation,False,0.9185985474877896,0.9264288944806981,0.007830346992908521,0.7107220113560592,0.6988050557571375,-0.011916955598921697,0.8431008405341763,0.8209291774565249,-0.022171663077651393,0.643503839283553,0.6462235916731498,0.0027197523895967635
1,cartoon,25,REP2,-0.034831345601698316,-0.0941768836441933,0.0941768836441933,validation,False,0.9185985474877896,0.9315309352970246,0.012932387809235002,0.7107220113560592,0.6712551769896625,-0.03946683436639664,0.8431008405341763,0.808269494932478,-0.034831345601698316,0.643503839283553,0.5758614021965214,-0.06764243708703166
1,sketch,25,STD,0.006696392344451629,-0.241459535662072,0.241459535662072,validation,False,0.9185985474877896,0.8326258200721891,-0.08597272741560047,0.7107220113560592,0.61258018676378,-0.09814182459227916,0.8431008405341763,0.785755856879984,-0.05734498365419238,0.643503839283553,0.6502002316280047,0.006696392344451629
1,sketch,25,O50,-0.04611335986596454,-0.26065730615570837,0.26065730615570837,validation,False,0.9185985474877896,0.7903154211115437,-0.12828312637624584,0.7107220113560592,0.6229793189225352,-0.08774269243352395,0.8431008405341763,0.7984693531882378,-0.04463148734593858,0.643503839283553,0.5973904794175885,-0.04611335986596454
1,sketch,25,REP,0.04592229867255582,-0.04042267567420599,0.04042267567420599,validation,False,0.9185985474877896,0.8937920731739261,-0.024806474313863514,0.7107220113560592,0.7072575421021162,-0.003464469253942948,0.8431008405341763,0.8309491084277768,-0.012151732106399527,0.643503839283553,0.6894261379561089,0.04592229867255582
