seed,grouping,label_mode,budget,intervention,source_groups,actual_examples,validation_balanced_accuracy,test_balanced_accuracy
2,competence,pseudo,5,1+3,"[1,3]",10,0.9474388674388674,0.9445548489666136
2,competence,pseudo,5,1+4,"[1,4]",10,0.9474388674388674,0.9445548489666136
2,competence,pseudo,5,2+3,"[2,3]",10,0.9446610896610895,0.9445548489666136
2,competence,pseudo,5,2+4,"[2,4]",10,0.9446610896610895,0.9473326267443914
2,competence,pseudo,5,3+4,"[3,4]",10,0.9446610896610895,0.9445548489666136
2,competence,pseudo,10,0,[],0,0.9446610896610895,0.9445548489666136
2,competence,pseudo,10,1,[1],10,0.9529987129987131,0.9416136724960253
2,competence,pseudo,10,2,[2],10,0.9474388674388674,0.9443914502738032
2,competence,pseudo,10,3,[3],10,0.9474388674388674,0.9445548489666136
2,competence,pseudo,10,4,[4],10,0.9474388674388674,0.9472575516693164
2,competence,pseudo,10,1+2,"[1,2]",20,0.9502960102960103,0.9416136724960253
2,competence,pseudo,10,1+3,"[1,3]",20,0.9529987129987129,0.9416136724960253
2,competence,pseudo,10,1+4,"[1,4]",20,0.9502960102960103,0.9445548489666136
2,competence,pseudo,10,2+3,"[2,3]",20,0.9502166452166453,0.9443914502738032
2,competence,pseudo,10,2+4,"[2,4]",20,0.9474388674388674,0.950035329447094
2,competence,pseudo,10,3+4,"[3,4]",20,0.9502166452166453,0.9445548489666136
2,competence,pseudo,20,0,[],0,0.9446610896610895,0.9445548489666136
2,competence,pseudo,20,1,[1],20,0.953073788073788,0.9418521462639109
2,competence,pseudo,20,2,[2],20,0.9446610896610895,0.9473326267443914
2,competence,pseudo,20,3,[3],20,0.9502166452166453,0.9445548489666136
2,competence,pseudo,20,4,[4],20,0.9446610896610895,0.9445548489666136
2,competence,pseudo,20,1+2,"[1,2]",40,0.953073788073788,0.941927221338986
2,competence,pseudo,20,1+3,"[1,3]",40,0.9586293436293436,0.9474077018194664
2,competence,pseudo,20,1+4,"[1,4]",40,0.953073788073788,0.9418521462639109
2,competence,pseudo,20,2+3,"[2,3]",40,0.9501415701415701,0.9446299240416887
2,competence,pseudo,20,2+4,"[2,4]",40,0.9446610896610895,0.9446299240416887
2,competence,pseudo,20,3+4,"[3,4]",40,0.9474388674388674,0.9501104045221691
2,competence,pseudo,40,0,[],0,0.9446610896610895,0.9445548489666136
2,competence,pseudo,40,1,[1],40,0.9417245817245817,0.9475711005122769
2,competence,pseudo,40,2,[2],40,0.9529944229944229,0.9446299240416887
2,competence,pseudo,40,3,[3],36,0.9502166452166453,0.9446299240416887
2,competence,pseudo,40,4,[4],36,0.9446610896610895,0.9418521462639109
2,competence,pseudo,40,1+2,"[1,2]",80,0.9415701415701416,0.9502738032149797
2,competence,pseudo,40,1+3,"[1,3]",76,0.9445023595023596,0.9475711005122769
2,competence,pseudo,40,1+4,"[1,4]",76,0.9389468039468041,0.9475711005122769
2,competence,pseudo,40,2+3,"[2,3]",76,0.9584749034749034,0.941927221338986
2,competence,pseudo,40,2+4,"[2,4]",76,0.9529944229944229,0.9418521462639109
2,competence,pseudo,40,3+4,"[3,4]",72,0.9474388674388674,0.9446299240416887
2,competence,true,5,0,[],0,0.9446610896610895,0.9445548489666136
2,competence,true,5,1,[1],5,0.9446610896610895,0.9445548489666136
2,competence,true,5,2,[2],5,0.9446610896610895,0.9445548489666136
2,competence,true,5,3,[3],5,0.9446610896610895,0.9445548489666136
2,competence,true,5,4,[4],5,0.9446610896610895,0.9445548489666136
2,competence,true,5,1+2,"[1,2]",10,0.9501415701415701,0.9473326267443914
2,competence,true,5,1+3,"[1,3]",10,0.9501415701415701,0.9473326267443914
2,competence,true,5,1+4,"[1,4]",10,0.9474388674388674,0.9473326267443914
2,competence,true,5,2+3,"[2,3]",10,0.9446610896610895,0.9445548489666136
2,competence,true,5,2+4,"[2,4]",10,0.9446610896610895,0.9473326267443914
2,competence,true,5,3+4,"[3,4]",10,0.9446610896610895,0.9445548489666136
2,competence,true,10,0,[],0,0.9446610896610895,0.9445548489666136
2,competence,true,10,1,[1],10,0.9529987129987131,0.9416136724960253
2,competence,true,10,2,[2],10,0.9474388674388674,0.9443914502738032
2,competence,true,10,3,[3],10,0.9474388674388674,0.9445548489666136
2,competence,true,10,4,[4],10,0.9474388674388674,0.9472575516693164
2,competence,true,10,1+2,"[1,2]",20,0.9502960102960103,0.9416136724960253
2,competence,true,10,1+3,"[1,3]",20,0.9529987129987129,0.9416136724960253
2,competence,true,10,1+4,"[1,4]",20,0.9502960102960103,0.9445548489666136
2,competence,true,10,2+3,"[2,3]",20,0.9502166452166453,0.9443914502738032
2,competence,true,10,2+4,"[2,4]",20,0.9474388674388674,0.950035329447094
2,competence,true,10,3+4,"[3,4]",20,0.9502166452166453,0.9445548489666136
2,competence,true,20,0,[],0,0.9446610896610895,0.9445548489666136
2,competence,true,20,1,[1],20,0.9529987129987131,0.9502738032149797
2,competence,true,20,2,[2],20,0.9502166452166451,0.9417770711888359
2,competence,true,20,3,[3],20,0.9473595023595024,0.9417770711888359
2,competence,true,20,4,[4],20,0.9446610896610895,0.9445548489666136
2,competence,true,20,1+2,"[1,2]",40,0.9475182325182324,0.947496025437202
2,competence,true,20,1+3,"[1,3]",40,0.9529987129987131,0.9502738032149797
2,competence,true,20,1+4,"[1,4]",40,0.9502960102960103,0.9502738032149797
2,competence,true,20,2+3,"[2,3]",40,0.9473595023595023,0.9417770711888359
2,competence,true,20,2+4,"[2,4]",40,0.9502166452166451,0.9417770711888359
2,competence,true,20,3+4,"[3,4]",40,0.9445817245817245,0.9417770711888359
2,competence,true,40,0,[],0,0.9446610896610895,0.9445548489666136
2,competence,true,40,1,[1],40,0.9472844272844274,0.9502738032149797
2,competence,true,40,2,[2],40,0.9502166452166451,0.9446299240416887
2,competence,true,40,3,[3],36,0.9502166452166453,0.9445548489666136
2,competence,true,40,4,[4],36,0.9446610896610895,0.9418521462639109
2,competence,true,40,1+2,"[1,2]",80,0.94998712998713,0.941927221338986
2,competence,true,40,1+3,"[1,3]",76,0.9417288717288717,0.9474960254372018
2,competence,true,40,1+4,"[1,4]",76,0.9445817245817245,0.9475711005122769
2,competence,true,40,2+3,"[2,3]",76,0.9529944229944229,0.9418521462639109
2,competence,true,40,2+4,"[2,4]",76,0.9502166452166451,0.9446299240416887
2,competence,true,40,3+4,"[3,4]",72,0.9474388674388674,0.9390743684861331
2,random,pseudo,5,0,[],0,0.9446610896610895,0.9445548489666136
2,random,pseudo,5,1,[1],5,0.9446610896610895,0.9445548489666136
2,random,pseudo,5,2,[2],5,0.9502166452166453,0.9445548489666136
2,random,pseudo,5,3,[3],5,0.9446610896610895,0.9445548489666136
2,random,pseudo,5,4,[4],5,0.9446610896610895,0.9445548489666136
2,random,pseudo,5,1+2,"[1,2]",10,0.9502166452166453,0.9445548489666136
2,random,pseudo,5,1+3,"[1,3]",10,0.9446610896610895,0.9445548489666136
2,random,pseudo,5,1+4,"[1,4]",10,0.9446610896610895,0.9445548489666136
2,random,pseudo,5,2+3,"[2,3]",10,0.9502166452166453,0.9445548489666136
2,random,pseudo,5,2+4,"[2,4]",10,0.9502166452166453,0.9445548489666136
2,random,pseudo,5,3+4,"[3,4]",10,0.9446610896610895,0.9445548489666136
2,random,pseudo,10,0,[],0,0.9446610896610895,0.9445548489666136
2,random,pseudo,10,1,[1],10,0.9446610896610895,0.9445548489666136
2,random,pseudo,10,2,[2],10,0.9474388674388674,0.9418521462639109
2,random,pseudo,10,3,[3],10,0.9474388674388674,0.9445548489666136
2,random,pseudo,10,4,[4],10,0.9446610896610895,0.9445548489666136
2,random,pseudo,10,1+2,"[1,2]",20,0.9474388674388674,0.9418521462639109
2,random,pseudo,10,1+3,"[1,3]",20,0.9474388674388674,0.9445548489666136
2,random,pseudo,10,1+4,"[1,4]",20,0.9446610896610895,0.9445548489666136
2,random,pseudo,10,2+3,"[2,3]",20,0.9501415701415702,0.9445548489666136
2,random,pseudo,10,2+4,"[2,4]",20,0.9474388674388674,0.9418521462639109
2,random,pseudo,10,3+4,"[3,4]",20,0.9474388674388674,0.9445548489666136
2,random,pseudo,20,0,[],0,0.9446610896610895,0.9445548489666136
2,random,pseudo,20,1,[1],20,0.9501415701415702,0.9445548489666136
2,random,pseudo,20,2,[2],20,0.9418833118833119,0.9445548489666136
2,random,pseudo,20,3,[3],20,0.9417245817245817,0.9418521462639109
2,random,pseudo,20,4,[4],20,0.9474388674388674,0.9445548489666136
2,random,pseudo,20,1+2,"[1,2]",40,0.9418833118833119,0.9445548489666136
2,random,pseudo,20,1+3,"[1,3]",40,0.9415701415701416,0.9445548489666138
2,random,pseudo,20,1+4,"[1,4]",40,0.9501415701415701,0.9416136724960253
2,random,pseudo,20,2+3,"[2,3]",40,0.9389468039468039,0.9473326267443914
2,random,pseudo,20,2+4,"[2,4]",40,0.9418833118833119,0.9418521462639109
2,random,pseudo,20,3+4,"[3,4]",40,0.9445023595023596,0.9446299240416887
2,random,pseudo,40,0,[],0,0.9446610896610895,0.9445548489666136
2,random,pseudo,40,1,[1],40,0.9501415701415702,0.9445548489666136
2,random,pseudo,40,2,[2],40,0.9446610896610897,0.9501854795972442
2,random,pseudo,40,3,[3],35,0.9445023595023596,0.9447933227344991
2,random,pseudo,40,4,[4],36,0.9502166452166451,0.9445548489666136
2,random,pseudo,40,1+2,"[1,2]",80,0.9473637923637923,0.952888182299947
2,random,pseudo,40,1+3,"[1,3]",75,0.9472050622050622,0.9420906200317963
2,random,pseudo,40,1+4,"[1,4]",76,0.9501415701415701,0.9445548489666136
2,random,pseudo,40,2+3,"[2,3]",75,0.9418039468039467,0.9418521462639109
2,random,pseudo,40,2+4,"[2,4]",76,0.9474388674388674,0.9501854795972442
2,random,pseudo,40,3+4,"[3,4]",71,0.9445023595023596,0.9447933227344991
2,random,true,5,0,[],0,0.9446610896610895,0.9445548489666136
2,random,true,5,1,[1],5,0.9446610896610895,0.9445548489666136
2,random,true,5,2,[2],5,0.9502166452166453,0.9445548489666136
2,random,true,5,3,[3],5,0.9446610896610895,0.9445548489666136
2,random,true,5,4,[4],5,0.9446610896610895,0.9445548489666136
2,random,true,5,1+2,"[1,2]",10,0.9502166452166453,0.9445548489666136
2,random,true,5,1+3,"[1,3]",10,0.9446610896610895,0.9445548489666136
2,random,true,5,1+4,"[1,4]",10,0.9446610896610895,0.9445548489666136
2,random,true,5,2+3,"[2,3]",10,0.9502166452166453,0.9445548489666136
2,random,true,5,2+4,"[2,4]",10,0.9502166452166453,0.9445548489666136
2,random,true,5,3+4,"[3,4]",10,0.9446610896610895,0.9445548489666136
2,random,true,10,0,[],0,0.9446610896610895,0.9445548489666136
2,random,true,10,1,[1],10,0.9446610896610895,0.9445548489666136
2,random,true,10,2,[2],10,0.9474388674388674,0.9418521462639109
2,random,true,10,3,[3],10,0.9557722007722008,0.9471692280515809
2,random,true,10,4,[4],10,0.9446610896610895,0.9445548489666136
2,random,true,10,1+2,"[1,2]",20,0.9474388674388674,0.9418521462639109
2,random,true,10,1+3,"[1,3]",20,0.95013728013728,0.9471692280515809
2,random,true,10,1+4,"[1,4]",20,0.9446610896610895,0.9445548489666136
2,random,true,10,2+3,"[2,3]",20,0.9556177606177606,0.9416887475711004
2,random,true,10,2+4,"[2,4]",20,0.9474388674388674,0.9418521462639109
2,random,true,10,3+4,"[3,4]",20,0.95013728013728,0.9471692280515809
2,random,true,20,0,[],0,0.9446610896610895,0.9445548489666136
2,random,true,20,1,[1],20,0.9501415701415702,0.9445548489666136
2,random,true,20,2,[2],20,0.9418833118833119,0.9445548489666136
2,random,true,20,3,[3],20,0.9502166452166453,0.9444665253488782
2,random,true,20,4,[4],20,0.9474388674388674,0.9445548489666136
2,random,true,20,1+2,"[1,2]",40,0.9418833118833119,0.9445548489666136
2,random,true,20,1+3,"[1,3]",40,0.9529193479193478,0.9417638226461754
2,random,true,20,1+4,"[1,4]",40,0.9501415701415701,0.9416136724960253
2,random,true,20,2+3,"[2,3]",40,0.9474388674388674,0.9446299240416888
2,random,true,20,2+4,"[2,4]",40,0.9418833118833119,0.9418521462639109
2,random,true,20,3+4,"[3,4]",40,0.9529944229944229,0.9471692280515809
2,random,true,40,0,[],0,0.9446610896610895,0.9445548489666136
2,random,true,40,1,[1],40,0.9501415701415702,0.9445548489666136
2,random,true,40,2,[2],40,0.9502166452166453,0.950035329447094
2,random,true,40,3,[3],35,0.9529193479193478,0.9559176823882705
2,random,true,40,4,[4],36,0.9502166452166451,0.9445548489666136
2,random,true,40,1+2,"[1,2]",80,0.9529193479193478,0.9527380321497969
2,random,true,40,1+3,"[1,3]",75,0.9528442728442729,0.9448683978095742
2,random,true,40,1+4,"[1,4]",76,0.9501415701415701,0.9445548489666136
2,random,true,40,2+3,"[2,3]",75,0.9529193479193478,0.950035329447094
2,random,true,40,2+4,"[2,4]",76,0.9529944229944229,0.950035329447094
2,random,true,40,3+4,"[3,4]",71,0.9529193479193478,0.9559176823882705
3,competence,pseudo,5,0,[],0,0.9526104676104676,0.966565094506271
3,competence,pseudo,5,1,[1],5,0.9553882453882455,0.963707951649128
3,competence,pseudo,5,2,[2],5,0.949907764907765,0.9638623918035684
3,competence,pseudo,5,3,[3],5,0.949907764907765,0.9664857294269058
3,competence,pseudo,5,4,[4],5,0.9498326898326898,0.9693428722840487
3,competence,pseudo,5,1+2,"[1,2]",10,0.949907764907765,0.966640169581346
3,competence,pseudo,5,1+3,"[1,3]",10,0.949907764907765,0.9664857294269058
3,competence,pseudo,5,1+4,"[1,4]",10,0.9526104676104676,0.9664857294269058
3,competence,pseudo,5,2+3,"[2,3]",10,0.9471299871299872,0.9638623918035683
3,competence,pseudo,5,2+4,"[2,4]",10,0.949907764907765,0.9638623918035684
3,competence,pseudo,5,3+4,"[3,4]",10,0.9471299871299872,0.9664857294269058
3,competence,pseudo,10,0,[],0,0.9526104676104676,0.966565094506271
3,competence,pseudo,10,1,[1],10,0.9499077649077649,0.966565094506271
3,competence,pseudo,10,2,[2],10,0.9526104676104676,0.9664857294269058
3,competence,pseudo,10,3,[3],10,0.9442771342771342,0.963707951649128
3,competence,pseudo,10,4,[4],10,0.9526855426855427,0.966565094506271
3,competence,pseudo,10,1+2,"[1,2]",20,0.94983268983269,0.9664857294269058
3,competence,pseudo,10,1+3,"[1,3]",20,0.9442771342771342,0.963707951649128
3,competence,pseudo,10,1+4,"[1,4]",20,0.9499077649077649,0.966565094506271
3,competence,pseudo,10,2+3,"[2,3]",20,0.9414993564993563,0.9664857294269058
3,competence,pseudo,10,2+4,"[2,4]",20,0.9469755469755471,0.9664857294269058
3,competence,pseudo,10,3+4,"[3,4]",20,0.9442771342771342,0.963707951649128
3,competence,pseudo,20,0,[],0,0.9526104676104676,0.966565094506271
3,competence,pseudo,20,1,[1],20,0.9471299871299872,0.9692635072046837
3,competence,pseudo,20,2,[2],20,0.9472136422136422,0.9693385822797588
3,competence,pseudo,20,3,[3],20,0.9470506220506222,0.966565094506271
3,competence,pseudo,20,4,[4],20,0.9526855426855427,0.966565094506271
3,competence,pseudo,20,1+2,"[1,2]",40,0.9389553839553839,0.9663223307340955
3,competence,pseudo,20,1+3,"[1,3]",40,0.9471299871299872,0.9693428722840487
3,competence,pseudo,20,1+4,"[1,4]",40,0.9471299871299872,0.9692635072046837
3,competence,pseudo,20,2+3,"[2,3]",40,0.9414993564993566,0.9694179473591238
3,competence,pseudo,20,2+4,"[2,4]",40,0.9472136422136421,0.9693385822797588
3,competence,pseudo,20,3+4,"[3,4]",40,0.9470506220506222,0.966565094506271
3,competence,pseudo,40,0,[],0,0.9526104676104676,0.966565094506271
3,competence,pseudo,40,1,[1],40,0.9526898326898326,0.9664857294269058
3,competence,pseudo,40,2,[2],36,0.936098241098241,0.9663223307340955
3,competence,pseudo,40,3,[3],35,0.9498283998283998,0.9693428722840487
3,competence,pseudo,40,4,[4],36,0.9526855426855427,0.966565094506271
3,competence,pseudo,40,1+2,"[1,2]",76,0.9389553839553839,0.9635445529563176
3,competence,pseudo,40,1+3,"[1,3]",75,0.9526898326898326,0.966565094506271
3,competence,pseudo,40,1+4,"[1,4]",76,0.9554676104676105,0.9664857294269058
3,competence,pseudo,40,2+3,"[2,3]",71,0.9332410982410982,0.966640169581346
3,competence,pseudo,40,2+4,"[2,4]",72,0.9388760188760188,0.9691001085118733
3,competence,pseudo,40,3+4,"[3,4]",71,0.9441934791934793,0.9693428722840487
3,competence,true,5,0,[],0,0.9526104676104676,0.966565094506271
3,competence,true,5,1,[1],5,0.9553882453882455,0.963707951649128
3,competence,true,5,2,[2],5,0.9498326898326898,0.966565094506271
3,competence,true,5,3,[3],5,0.9498326898326898,0.966565094506271
3,competence,true,5,4,[4],5,0.9498326898326898,0.9693428722840487
3,competence,true,5,1+2,"[1,2]",10,0.9526104676104676,0.963707951649128
3,competence,true,5,1+3,"[1,3]",10,0.9498326898326898,0.966565094506271
3,competence,true,5,1+4,"[1,4]",10,0.9526104676104676,0.9664857294269058
3,competence,true,5,2+3,"[2,3]",10,0.9498326898326898,0.966565094506271
3,competence,true,5,2+4,"[2,4]",10,0.9498326898326898,0.966565094506271
3,competence,true,5,3+4,"[3,4]",10,0.9498326898326898,0.966565094506271
3,competence,true,10,0,[],0,0.9526104676104676,0.966565094506271
3,competence,true,10,1,[1],10,0.9499077649077649,0.966565094506271
3,competence,true,10,2,[2],10,0.9472093522093521,0.9693428722840487
3,competence,true,10,3,[3],10,0.9442771342771342,0.963707951649128
3,competence,true,10,4,[4],10,0.9526855426855427,0.966565094506271
3,competence,true,10,1+2,"[1,2]",20,0.9472093522093521,0.9721206500618266
3,competence,true,10,1+3,"[1,3]",20,0.9442771342771342,0.963707951649128
3,competence,true,10,1+4,"[1,4]",20,0.9499077649077649,0.966565094506271
3,competence,true,10,2+3,"[2,3]",20,0.9444315744315744,0.9692635072046837
3,competence,true,10,2+4,"[2,4]",20,0.9472093522093521,0.9693428722840487
3,competence,true,10,3+4,"[3,4]",20,0.9442771342771342,0.963707951649128
3,competence,true,20,0,[],0,0.9526104676104676,0.966565094506271
3,competence,true,20,1,[1],20,0.9471299871299872,0.9692635072046837
3,competence,true,20,2,[2],20,0.9444315744315744,0.9692635072046837
3,competence,true,20,3,[3],20,0.9414199914199914,0.963707951649128
3,competence,true,20,4,[4],20,0.9526855426855427,0.966565094506271
3,competence,true,20,1+2,"[1,2]",40,0.9445109395109395,0.9663223307340955
3,competence,true,20,1+3,"[1,3]",40,0.9444315744315744,0.9720412849824616
3,competence,true,20,1+4,"[1,4]",40,0.9471299871299872,0.9692635072046837
3,competence,true,20,2+3,"[2,3]",40,0.9444315744315744,0.9692635072046837
3,competence,true,20,2+4,"[2,4]",40,0.9444315744315744,0.9692635072046837
3,competence,true,20,3+4,"[3,4]",40,0.9387172887172888,0.963707951649128
3,competence,true,40,0,[],0,0.9526104676104676,0.966565094506271
3,competence,true,40,1,[1],40,0.9526898326898326,0.9664857294269058
3,competence,true,40,2,[2],36,0.9472093522093521,0.9691001085118733
3,competence,true,40,3,[3],35,0.9470549120549121,0.9664857294269058
3,competence,true,40,4,[4],36,0.9526855426855427,0.966565094506271
3,competence,true,40,1+2,"[1,2]",76,0.9527691977691978,0.9692635072046837
3,competence,true,40,1+3,"[1,3]",75,0.949912054912055,0.9692635072046837
3,competence,true,40,1+4,"[1,4]",76,0.9554676104676105,0.9664857294269058
3,competence,true,40,2+3,"[2,3]",71,0.9416537966537966,0.9665608045019811
3,competence,true,40,2+4,"[2,4]",72,0.9472093522093521,0.9691001085118733
3,competence,true,40,3+4,"[3,4]",71,0.9470549120549121,0.9664857294269058
3,random,pseudo,5,0,[],0,0.9526104676104676,0.966565094506271
3,random,pseudo,5,1,[1],5,0.9526104676104676,0.963707951649128
3,random,pseudo,5,2,[2],5,0.94998712998713,0.9692635072046837
3,random,pseudo,5,3,[3],5,0.9498283998283998,0.9694179473591238
3,random,pseudo,5,4,[4],5,0.9499077649077649,0.9748984278396045
3,random,pseudo,5,1+2,"[1,2]",10,0.94998712998713,0.9664857294269058
3,random,pseudo,5,1+3,"[1,3]",10,0.9498283998283998,0.9665608045019809
3,random,pseudo,5,1+4,"[1,4]",10,0.9526855426855427,0.9720412849824616
3,random,pseudo,5,2+3,"[2,3]",10,0.9554676104676105,0.9637830267242032
3,random,pseudo,5,2+4,"[2,4]",10,0.9472093522093521,0.9720412849824616
3,random,pseudo,5,3+4,"[3,4]",10,0.9498283998283998,0.9721163600575364
3,random,pseudo,10,0,[],0,0.9526104676104676,0.966565094506271
3,random,pseudo,10,1,[1],10,0.9498326898326898,0.9693428722840487
3,random,pseudo,10,2,[2],10,0.9553882453882455,0.9694179473591239
3,random,pseudo,10,3,[3],10,0.9526104676104676,0.9720412849824613
3,random,pseudo,10,4,[4],10,0.9526104676104676,0.963707951649128
3,random,pseudo,10,1+2,"[1,2]",20,0.9526104676104676,0.9694179473591239
3,random,pseudo,10,1+3,"[1,3]",20,0.9526104676104676,0.9720412849824613
3,random,pseudo,10,1+4,"[1,4]",20,0.9526104676104676,0.963707951649128
3,random,pseudo,10,2+3,"[2,3]",20,0.9470506220506222,0.9694136573548338
3,random,pseudo,10,2+4,"[2,4]",20,0.9526855426855427,0.9665608045019809
3,random,pseudo,10,3+4,"[3,4]",20,0.9526104676104676,0.9720412849824613
3,random,pseudo,20,0,[],0,0.9526104676104676,0.966565094506271
3,random,pseudo,20,1,[1],20,0.9555426855426855,0.9582274711686475
3,random,pseudo,20,2,[2],20,0.94998712998713,0.963783026724203
3,random,pseudo,20,3,[3],20,0.9498283998283998,0.966640169581346
3,random,pseudo,20,4,[4],20,0.9498326898326898,0.9664857294269058
3,random,pseudo,20,1+2,"[1,2]",40,0.9582453882453883,0.963783026724203
3,random,pseudo,20,1+3,"[1,3]",40,0.9526855426855427,0.9610052489464254
3,random,pseudo,20,1+4,"[1,4]",40,0.9554676104676105,0.9610052489464254
3,random,pseudo,20,2+3,"[2,3]",40,0.9553882453882455,0.9665608045019811
3,random,pseudo,20,2+4,"[2,4]",40,0.9554676104676105,0.9665608045019809
3,random,pseudo,20,3+4,"[3,4]",40,0.9525311025311026,0.9665608045019809
3,random,pseudo,40,0,[],0,0.9526104676104676,0.966565094506271
3,random,pseudo,40,1,[1],40,0.9414950664950666,0.963707951649128
3,random,pseudo,40,2,[2],35,0.9527649077649076,0.9665608045019809
3,random,pseudo,40,3,[3],37,0.9526104676104676,0.9720412849824613
3,random,pseudo,40,4,[4],36,0.9526104676104676,0.9664857294269058
3,random,pseudo,40,1+2,"[1,2]",75,0.949912054912055,0.9554496933908698
3,random,pseudo,40,1+3,"[1,3]",77,0.9581703131703133,0.9692635072046836
3,random,pseudo,40,1+4,"[1,4]",76,0.94983268983269,0.9607667751785399
3,random,pseudo,40,2+3,"[2,3]",72,0.9583998283998284,0.9721163600575364
3,random,pseudo,40,2+4,"[2,4]",71,0.9527649077649076,0.9693385822797588
3,random,pseudo,40,3+4,"[3,4]",73,0.949907764907765,0.9720412849824613
3,random,true,5,0,[],0,0.9526104676104676,0.966565094506271
3,random,true,5,1,[1],5,0.9526104676104676,0.963707951649128
3,random,true,5,2,[2],5,0.94998712998713,0.9692635072046837
3,random,true,5,3,[3],5,0.9499077649077649,0.966565094506271
3,random,true,5,4,[4],5,0.9499077649077649,0.9748984278396045
3,random,true,5,1+2,"[1,2]",10,0.94998712998713,0.9664857294269058
3,random,true,5,1+3,"[1,3]",10,0.9499077649077649,0.9664857294269058
3,random,true,5,1+4,"[1,4]",10,0.9526855426855427,0.9720412849824616
3,random,true,5,2+3,"[2,3]",10,0.9527649077649076,0.9664857294269058
3,random,true,5,2+4,"[2,4]",10,0.9472093522093521,0.9720412849824616
3,random,true,5,3+4,"[3,4]",10,0.9499077649077649,0.9721206500618266
3,random,true,10,0,[],0,0.9526104676104676,0.966565094506271
3,random,true,10,1,[1],10,0.9498326898326898,0.9693428722840487
3,random,true,10,2,[2],10,0.9526104676104676,0.966565094506271
3,random,true,10,3,[3],10,0.9499077649077649,0.966565094506271
3,random,true,10,4,[4],10,0.9526104676104676,0.963707951649128
3,random,true,10,1+2,"[1,2]",20,0.9526104676104676,0.966565094506271
3,random,true,10,1+3,"[1,3]",20,0.9499077649077649,0.966565094506271
3,random,true,10,1+4,"[1,4]",20,0.9526104676104676,0.963707951649128
3,random,true,10,2+3,"[2,3]",20,0.9500622050622051,0.9637873167284932
3,random,true,10,2+4,"[2,4]",20,0.9443522093522093,0.9609301738713503
3,random,true,10,3+4,"[3,4]",20,0.9553882453882455,0.9637873167284932
3,random,true,20,0,[],0,0.9526104676104676,0.966565094506271
3,random,true,20,1,[1],20,0.9555426855426855,0.9582274711686475
3,random,true,20,2,[2],20,0.9500622050622051,0.9609301738713503
3,random,true,20,3,[3],20,0.9499077649077649,0.966565094506271
3,random,true,20,4,[4],20,0.9498326898326898,0.9664857294269058
3,random,true,20,1+2,"[1,2]",40,0.9527649077649076,0.9609301738713503
3,random,true,20,1+3,"[1,3]",40,0.9555426855426855,0.9610846140257904
3,random,true,20,1+4,"[1,4]",40,0.9554676104676105,0.9610052489464254
3,random,true,20,2+3,"[2,3]",40,0.9527649077649076,0.9609301738713503
3,random,true,20,2+4,"[2,4]",40,0.949912054912055,0.9664857294269058
3,random,true,20,3+4,"[3,4]",40,0.9526104676104676,0.9692635072046836
3,random,true,40,0,[],0,0.9526104676104676,0.966565094506271
3,random,true,40,1,[1],40,0.9443522093522093,0.9693428722840489
3,random,true,40,2,[2],35,0.9527649077649076,0.9664857294269058
3,random,true,40,3,[3],37,0.9526855426855427,0.966565094506271
3,random,true,40,4,[4],36,0.9526104676104676,0.9664857294269058
3,random,true,40,1+2,"[1,2]",75,0.9473637923637923,0.9607667751785399
3,random,true,40,1+3,"[1,3]",77,0.9472050622050622,0.9693428722840489
3,random,true,40,1+4,"[1,4]",76,0.9443522093522093,0.9692635072046837
3,random,true,40,2+3,"[2,3]",72,0.9528399828399827,0.963707951649128
3,random,true,40,2+4,"[2,4]",71,0.9527649077649079,0.9692635072046837
3,random,true,40,3+4,"[3,4]",73,0.9553882453882453,0.963707951649128
4,competence,pseudo,5,0,[],0,0.9583204633204632,0.9613098392510157
4,competence,pseudo,5,1,[1],5,0.9583204633204632,0.9613098392510157
4,competence,pseudo,5,2,[2],5,0.9556177606177606,0.9613098392510157
4,competence,pseudo,5,3,[3],5,0.9583955383955383,0.9613098392510157
4,competence,pseudo,5,4,[4],5,0.9583204633204632,0.9613098392510157
4,competence,pseudo,5,1+2,"[1,2]",10,0.9556177606177606,0.9613098392510157
4,competence,pseudo,5,1+3,"[1,3]",10,0.9556928356928356,0.9613098392510157
4,competence,pseudo,5,1+4,"[1,4]",10,0.9556177606177606,0.9613098392510157
4,competence,pseudo,5,2+3,"[2,3]",10,0.9556928356928356,0.9613098392510157
4,competence,pseudo,5,2+4,"[2,4]",10,0.9556177606177606,0.9613098392510157
4,competence,pseudo,5,3+4,"[3,4]",10,0.9583955383955383,0.9613098392510157
4,competence,pseudo,10,0,[],0,0.9583204633204632,0.9613098392510157
4,competence,pseudo,10,1,[1],10,0.9556177606177606,0.9640125419537183
4,competence,pseudo,10,2,[2],10,0.9556177606177606,0.9586071365483131
4,competence,pseudo,10,3,[3],10,0.9610982410982409,0.9640125419537183
4,competence,pseudo,10,4,[4],10,0.9556177606177606,0.9642510157216039
4,competence,pseudo,10,1+2,"[1,2]",20,0.9556177606177606,0.9558293587705352
4,competence,pseudo,10,1+3,"[1,3]",20,0.9610982410982409,0.9640125419537183
4,competence,pseudo,10,1+4,"[1,4]",20,0.9556177606177606,0.9642510157216039
4,competence,pseudo,10,2+3,"[2,3]",20,0.9583955383955383,0.9586071365483131
