seed,domain,N,c,h,kappa,rho,DeltaV,Omega,kappa_star,kappa_star_error,sep_action,hls_action,sepomega_action,J_SEP,J_HLS,J_SEP_Omega,DeltaJ,Delta_coord,action_match,coord_error
0,sketch,50,0.05,10,1.0,0.014497330948336051,-0.015011432694183147,0.0,-0.16461165789016752,0.0,"F,0","F,0","F,0",8.958956018029658,8.958956018029658,8.958956018029658,0.0,0.0,True,0.0
0,sketch,50,0.1,1,0.0,0.06449733094833598,-0.03732817919256004,0.0,-0.10182551014089603,0.0,"F,0","F,0","F,0",1.576057513957404,1.576057513957404,1.576057513957404,0.0,0.0,True,0.0
0,sketch,50,0.1,1,1.0,0.06449733094833598,-0.03732817919256004,0.0,-0.10182551014089603,0.0,"F,0","F,0","F,0",1.576057513957404,1.576057513957404,1.576057513957404,0.0,0.0,True,0.0
0,sketch,50,0.1,2,0.0,0.06449733094833598,-0.03732817919256004,0.0,-0.13915368933345607,0.0,"F,0","F,0","F,0",2.394729978531336,2.394729978531336,2.394729978531336,0.0,0.0,True,0.0
0,sketch,50,0.1,2,1.0,0.06449733094833598,-0.03732817919256004,0.0,-0.13915368933345607,0.0,"F,0","F,0","F,0",2.394729978531336,2.394729978531336,2.394729978531336,0.0,0.0,True,0.0
0,sketch,50,0.1,5,0.0,0.06449733094833598,-0.03732817919256004,0.0,-0.2511382269111362,0.0,"F,0","F,0","F,0",4.850747372253132,4.850747372253132,4.850747372253132,0.0,0.0,True,0.0
0,sketch,50,0.1,5,1.0,0.06449733094833598,-0.03732817919256004,0.0,-0.2511382269111362,0.0,"F,0","F,0","F,0",4.850747372253132,4.850747372253132,4.850747372253132,0.0,0.0,True,0.0
0,sketch,50,0.1,10,0.0,0.06449733094833598,-0.03732817919256004,0.0,-0.4377791228739364,0.0,"F,0","F,0","F,0",8.944109695122792,8.944109695122792,8.944109695122792,0.0,0.0,True,0.0
0,sketch,50,0.1,10,1.0,0.06449733094833598,-0.03732817919256004,0.0,-0.4377791228739364,0.0,"F,0","F,0","F,0",8.944109695122792,8.944109695122792,8.944109695122792,0.0,0.0,True,0.0
0,sketch,50,0.15,1,0.0,0.11449733094833603,-0.049828179192559996,0.0,-0.16432551014089603,0.0,"F,0","F,0","F,0",1.576057513957404,1.576057513957404,1.576057513957404,0.0,0.0,True,0.0
0,sketch,50,0.15,1,1.0,0.11449733094833603,-0.049828179192559996,0.0,-0.16432551014089603,0.0,"F,0","F,0","F,0",1.576057513957404,1.576057513957404,1.576057513957404,0.0,0.0,True,0.0
0,sketch,50,0.15,2,0.0,0.11449733094833603,-0.049828179192559996,0.0,-0.21415368933345602,0.0,"F,0","F,0","F,0",2.394729978531336,2.394729978531336,2.394729978531336,0.0,0.0,True,0.0
0,sketch,50,0.15,2,1.0,0.11449733094833603,-0.049828179192559996,0.0,-0.21415368933345602,0.0,"F,0","F,0","F,0",2.394729978531336,2.394729978531336,2.394729978531336,0.0,0.0,True,0.0
0,sketch,50,0.15,5,0.0,0.11449733094833603,-0.049828179192559996,0.0,-0.363638226911136,0.0,"F,0","F,0","F,0",4.850747372253132,4.850747372253132,4.850747372253132,0.0,0.0,True,0.0
0,sketch,50,0.15,5,1.0,0.11449733094833603,-0.049828179192559996,0.0,-0.363638226911136,0.0,"F,0","F,0","F,0",4.850747372253132,4.850747372253132,4.850747372253132,0.0,0.0,True,0.0
0,sketch,50,0.15,10,0.0,0.11449733094833603,-0.049828179192559996,0.0,-0.612779122873936,0.0,"F,0","F,0","F,0",8.944109695122792,8.944109695122792,8.944109695122792,0.0,0.0,True,0.0
0,sketch,50,0.15,10,1.0,0.11449733094833603,-0.049828179192559996,0.0,-0.612779122873936,0.0,"F,0","F,0","F,0",8.944109695122792,8.944109695122792,8.944109695122792,0.0,0.0,True,0.0
0,sketch,100,0.0,1,0.0,-0.03550266905166399,-0.01005074258275096,0.0,-0.01005074258275096,0.0,"D,0","D,0","D,0",1.6344204825626707,1.6344204825626707,1.6344204825626707,0.0,0.0,True,0.0
0,sketch,100,0.0,1,1.0,-0.03550266905166399,-0.01005074258275096,0.0,-0.01005074258275096,0.0,"D,0","D,0","D,0",1.6344204825626707,1.6344204825626707,1.6344204825626707,0.0,0.0,True,0.0
0,sketch,100,0.0,2,0.0,-0.03550266905166399,-0.01005074258275096,0.0,-0.02010148516550192,0.0,"D,0","D,0","D,0",2.4759532466902052,2.4759532466902052,2.4759532466902052,0.0,0.0,True,0.0
0,sketch,100,0.0,2,1.0,-0.03550266905166399,-0.01005074258275096,0.0,-0.02010148516550192,0.0,"D,0","D,0","D,0",2.4759532466902052,2.4759532466902052,2.4759532466902052,0.0,0.0,True,0.0
0,sketch,100,0.0,5,0.0,-0.03550266905166399,-0.01005074258275096,0.0,-0.0502537129137548,0.0,"D,0","D,0","D,0",5.000551539072808,5.000551539072808,5.000551539072808,0.0,0.0,True,0.0
0,sketch,100,0.0,5,1.0,-0.03550266905166399,-0.01005074258275096,0.0,-0.0502537129137548,0.0,"D,0","D,0","D,0",5.000551539072808,5.000551539072808,5.000551539072808,0.0,0.0,True,0.0
0,sketch,100,0.0,10,0.0,-0.03550266905166399,-0.01005074258275096,0.0,-0.1005074258275096,0.0,"D,0","D,0","D,0",9.208215359710481,9.208215359710481,9.208215359710481,0.0,0.0,True,0.0
0,sketch,100,0.0,10,1.0,-0.03550266905166399,-0.01005074258275096,0.0,-0.1005074258275096,0.0,"D,0","D,0","D,0",9.208215359710481,9.208215359710481,9.208215359710481,0.0,0.0,True,0.0
0,sketch,100,0.02,1,0.0,-0.015502669051663975,-0.010126331246660514,0.0,-0.010126331246660514,0.0,"D,0","D,0","D,0",1.6044204825626704,1.6044204825626704,1.6044204825626704,0.0,0.0,True,0.0
0,sketch,100,0.02,1,1.0,-0.015502669051663975,-0.010126331246660514,0.0,-0.010126331246660514,0.0,"D,0","D,0","D,0",1.6044204825626704,1.6044204825626704,1.6044204825626704,0.0,0.0,True,0.0
0,sketch,100,0.02,2,0.0,-0.015502669051663975,-0.010126331246660514,0.0,-0.020252662493321028,0.0,"D,0","D,0","D,0",2.435953246690205,2.435953246690205,2.435953246690205,0.0,0.0,True,0.0
0,sketch,100,0.02,2,1.0,-0.015502669051663975,-0.010126331246660514,0.0,-0.020252662493321028,0.0,"D,0","D,0","D,0",2.435953246690205,2.435953246690205,2.435953246690205,0.0,0.0,True,0.0
0,sketch,100,0.02,5,0.0,-0.015502669051663975,-0.010126331246660514,0.0,-0.05063165623330257,0.0,"D,0","D,0","D,0",4.930551539072809,4.930551539072809,4.930551539072809,0.0,0.0,True,0.0
0,sketch,100,0.02,5,1.0,-0.015502669051663975,-0.010126331246660514,0.0,-0.05063165623330257,0.0,"D,0","D,0","D,0",4.930551539072809,4.930551539072809,4.930551539072809,0.0,0.0,True,0.0
0,sketch,100,0.02,10,0.0,-0.015502669051663975,-0.010126331246660514,0.0,-0.10126331246660514,0.0,"D,0","D,0","D,0",9.088215359710482,9.088215359710482,9.088215359710482,0.0,0.0,True,0.0
0,sketch,100,0.02,10,1.0,-0.015502669051663975,-0.010126331246660514,0.0,-0.10126331246660514,0.0,"D,0","D,0","D,0",9.088215359710482,9.088215359710482,9.088215359710482,0.0,0.0,True,0.0
0,sketch,100,0.05,1,0.0,0.014497330948336051,-0.013750663983744582,0.0,-0.028247994932080633,0.0,"F,0","F,0","F,0",1.5775421462480907,1.5775421462480907,1.5775421462480907,0.0,0.0,True,0.0
0,sketch,100,0.05,1,1.0,0.014497330948336051,-0.013750663983744582,0.0,-0.028247994932080633,0.0,"F,0","F,0","F,0",1.5775421462480907,1.5775421462480907,1.5775421462480907,0.0,0.0,True,0.0
0,sketch,100,0.05,2,0.0,0.014497330948336051,-0.013750663983744582,0.0,-0.041998658915825215,0.0,"F,0","F,0","F,0",2.3976992431127093,2.3976992431127093,2.3976992431127093,0.0,0.0,True,0.0
0,sketch,100,0.05,2,1.0,0.014497330948336051,-0.013750663983744582,0.0,-0.041998658915825215,0.0,"F,0","F,0","F,0",2.3976992431127093,2.3976992431127093,2.3976992431127093,0.0,0.0,True,0.0
0,sketch,100,0.05,5,0.0,0.014497330948336051,-0.013750663983744582,0.0,-0.08325065086705896,0.0,"F,0","F,0","F,0",4.858170533706565,4.858170533706565,4.858170533706565,0.0,0.0,True,0.0
0,sketch,100,0.05,5,1.0,0.014497330948336051,-0.013750663983744582,0.0,-0.08325065086705896,0.0,"F,0","F,0","F,0",4.858170533706565,4.858170533706565,4.858170533706565,0.0,0.0,True,0.0
0,sketch,100,0.05,10,0.0,0.014497330948336051,-0.013750663983744582,0.0,-0.15200397078578187,0.0,"F,0","F,0","F,0",8.958956018029658,8.958956018029658,8.958956018029658,0.0,0.0,True,0.0
0,sketch,100,0.05,10,1.0,0.014497330948336051,-0.013750663983744582,0.0,-0.15200397078578187,0.0,"F,0","F,0","F,0",8.958956018029658,8.958956018029658,8.958956018029658,0.0,0.0,True,0.0
0,sketch,100,0.1,1,0.0,0.06449733094833598,-0.0346684638066771,0.0,-0.09916579475501308,0.0,"F,0","F,0","F,0",1.576057513957404,1.576057513957404,1.576057513957404,0.0,0.0,True,0.0
0,sketch,100,0.1,1,1.0,0.06449733094833598,-0.0346684638066771,0.0,-0.09916579475501308,0.0,"F,0","F,0","F,0",1.576057513957404,1.576057513957404,1.576057513957404,0.0,0.0,True,0.0
0,sketch,100,0.1,2,0.0,0.06449733094833598,-0.0346684638066771,0.0,-0.13383425856169018,0.0,"F,0","F,0","F,0",2.394729978531336,2.394729978531336,2.394729978531336,0.0,0.0,True,0.0
0,sketch,100,0.1,2,1.0,0.06449733094833598,-0.0346684638066771,0.0,-0.13383425856169018,0.0,"F,0","F,0","F,0",2.394729978531336,2.394729978531336,2.394729978531336,0.0,0.0,True,0.0
0,sketch,100,0.1,5,0.0,0.06449733094833598,-0.0346684638066771,0.0,-0.23783964998172147,0.0,"F,0","F,0","F,0",4.850747372253132,4.850747372253132,4.850747372253132,0.0,0.0,True,0.0
0,sketch,100,0.1,5,1.0,0.06449733094833598,-0.0346684638066771,0.0,-0.23783964998172147,0.0,"F,0","F,0","F,0",4.850747372253132,4.850747372253132,4.850747372253132,0.0,0.0,True,0.0
0,sketch,100,0.1,10,0.0,0.06449733094833598,-0.0346684638066771,0.0,-0.41118196901510695,0.0,"F,0","F,0","F,0",8.944109695122792,8.944109695122792,8.944109695122792,0.0,0.0,True,0.0
0,sketch,100,0.1,10,1.0,0.06449733094833598,-0.0346684638066771,0.0,-0.41118196901510695,0.0,"F,0","F,0","F,0",8.944109695122792,8.944109695122792,8.944109695122792,0.0,0.0,True,0.0
0,sketch,100,0.15,1,0.0,0.11449733094833603,-0.04716846380667705,0.0,-0.16166579475501308,0.0,"F,0","F,0","F,0",1.576057513957404,1.576057513957404,1.576057513957404,0.0,0.0,True,0.0
0,sketch,100,0.15,1,1.0,0.11449733094833603,-0.04716846380667705,0.0,-0.16166579475501308,0.0,"F,0","F,0","F,0",1.576057513957404,1.576057513957404,1.576057513957404,0.0,0.0,True,0.0
0,sketch,100,0.15,2,0.0,0.11449733094833603,-0.04716846380667705,0.0,-0.20883425856169013,0.0,"F,0","F,0","F,0",2.394729978531336,2.394729978531336,2.394729978531336,0.0,0.0,True,0.0
0,sketch,100,0.15,2,1.0,0.11449733094833603,-0.04716846380667705,0.0,-0.20883425856169013,0.0,"F,0","F,0","F,0",2.394729978531336,2.394729978531336,2.394729978531336,0.0,0.0,True,0.0
0,sketch,100,0.15,5,0.0,0.11449733094833603,-0.04716846380667705,0.0,-0.3503396499817213,0.0,"F,0","F,0","F,0",4.850747372253132,4.850747372253132,4.850747372253132,0.0,0.0,True,0.0
0,sketch,100,0.15,5,1.0,0.11449733094833603,-0.04716846380667705,0.0,-0.3503396499817213,0.0,"F,0","F,0","F,0",4.850747372253132,4.850747372253132,4.850747372253132,0.0,0.0,True,0.0
0,sketch,100,0.15,10,0.0,0.11449733094833603,-0.04716846380667705,0.0,-0.5861819690151066,0.0,"F,0","F,0","F,0",8.944109695122792,8.944109695122792,8.944109695122792,0.0,0.0,True,0.0
0,sketch,100,0.15,10,1.0,0.11449733094833603,-0.04716846380667705,0.0,-0.5861819690151066,0.0,"F,0","F,0","F,0",8.944109695122792,8.944109695122792,8.944109695122792,0.0,0.0,True,0.0
1,photo,25,0.0,1,0.0,-0.04228580625370704,-0.008491052336829119,0.0,-0.008491052336829119,0.0,"D,0","D,0","D,0",1.7797665726284952,1.7797665726284952,1.7797665726284952,0.0,0.0,True,0.0
1,photo,25,0.0,1,1.0,-0.04228580625370704,-0.008491052336829119,0.0,-0.008491052336829119,0.0,"D,0","D,0","D,0",1.7797665726284952,1.7797665726284952,1.7797665726284952,0.0,0.0,True,0.0
1,photo,25,0.0,2,0.0,-0.04228580625370704,-0.008491052336829119,0.0,-0.016982104673658238,0.0,"D,0","D,0","D,0",2.598648791515494,2.598648791515494,2.598648791515494,0.0,0.0,True,0.0
1,photo,25,0.0,2,1.0,-0.04228580625370704,-0.008491052336829119,0.0,-0.016982104673658238,0.0,"D,0","D,0","D,0",2.598648791515494,2.598648791515494,2.598648791515494,0.0,0.0,True,0.0
1,photo,25,0.0,5,0.0,-0.04228580625370704,-0.008491052336829119,0.0,-0.042455261684145595,0.0,"D,0","D,0","D,0",5.05529544817649,5.05529544817649,5.05529544817649,0.0,0.0,True,0.0
1,photo,25,0.0,5,1.0,-0.04228580625370704,-0.008491052336829119,0.0,-0.042455261684145595,0.0,"D,0","D,0","D,0",5.05529544817649,5.05529544817649,5.05529544817649,0.0,0.0,True,0.0
1,photo,25,0.0,10,0.0,-0.04228580625370704,-0.008491052336829119,0.0,-0.08491052336829119,0.0,"D,0","D,0","D,0",9.149706542611483,9.149706542611483,9.149706542611483,0.0,0.0,True,0.0
1,photo,25,0.0,10,1.0,-0.04228580625370704,-0.008491052336829119,0.0,-0.08491052336829119,0.0,"D,0","D,0","D,0",9.149706542611483,9.149706542611483,9.149706542611483,0.0,0.0,True,0.0
1,photo,25,0.02,1,0.0,-0.02228580625370702,-0.008491052336829119,0.0,-0.008491052336829119,0.0,"D,0","D,0","D,0",1.744766572628495,1.744766572628495,1.744766572628495,0.0,0.0,True,0.0
1,photo,25,0.02,1,1.0,-0.02228580625370702,-0.008491052336829119,0.0,-0.008491052336829119,0.0,"D,0","D,0","D,0",1.744766572628495,1.744766572628495,1.744766572628495,0.0,0.0,True,0.0
1,photo,25,0.02,2,0.0,-0.02228580625370702,-0.008491052336829119,0.0,-0.016982104673658238,0.0,"D,0","D,0","D,0",2.548648791515494,2.548648791515494,2.548648791515494,0.0,0.0,True,0.0
1,photo,25,0.02,2,1.0,-0.02228580625370702,-0.008491052336829119,0.0,-0.016982104673658238,0.0,"D,0","D,0","D,0",2.548648791515494,2.548648791515494,2.548648791515494,0.0,0.0,True,0.0
1,photo,25,0.02,5,0.0,-0.02228580625370702,-0.008491052336829119,0.0,-0.042455261684145595,0.0,"D,0","D,0","D,0",4.96029544817649,4.96029544817649,4.96029544817649,0.0,0.0,True,0.0
1,photo,25,0.02,5,1.0,-0.02228580625370702,-0.008491052336829119,0.0,-0.042455261684145595,0.0,"D,0","D,0","D,0",4.96029544817649,4.96029544817649,4.96029544817649,0.0,0.0,True,0.0
1,photo,25,0.02,10,0.0,-0.02228580625370702,-0.008491052336829119,0.0,-0.08491052336829119,0.0,"D,0","D,0","D,0",8.979706542611483,8.979706542611483,8.979706542611483,0.0,0.0,True,0.0
1,photo,25,0.02,10,1.0,-0.02228580625370702,-0.008491052336829119,0.0,-0.08491052336829119,0.0,"D,0","D,0","D,0",8.979706542611483,8.979706542611483,8.979706542611483,0.0,0.0,True,0.0
1,photo,25,0.05,1,0.0,0.007714193746293008,-0.00015553002124935045,0.0,-0.007869723767542358,0.0,"F,0","F,0","F,0",1.7037907771251546,1.7037907771251546,1.7037907771251546,0.0,0.0,True,0.0
1,photo,25,0.05,1,1.0,0.007714193746293008,-0.00015553002124935045,0.0,-0.007869723767542358,0.0,"F,0","F,0","F,0",1.7037907771251546,1.7037907771251546,1.7037907771251546,0.0,0.0,True,0.0
1,photo,25,0.05,2,0.0,0.007714193746293008,-0.00015553002124935045,0.0,-0.008025253788791709,0.0,"F,0","F,0","F,0",2.4889830067625196,2.4889830067625196,2.4889830067625196,0.0,0.0,True,0.0
1,photo,25,0.05,2,1.0,0.007714193746293008,-0.00015553002124935045,0.0,-0.008025253788791709,0.0,"F,0","F,0","F,0",2.4889830067625196,2.4889830067625196,2.4889830067625196,0.0,0.0,True,0.0
1,photo,25,0.05,5,0.0,0.007714193746293008,-0.00015553002124935045,0.0,-0.00849184385253976,0.0,"F,0","F,0","F,0",4.844559695674615,4.844559695674615,4.844559695674615,0.0,0.0,True,0.0
1,photo,25,0.05,5,1.0,0.007714193746293008,-0.00015553002124935045,0.0,-0.00849184385253976,0.0,"F,0","F,0","F,0",4.844559695674615,4.844559695674615,4.844559695674615,0.0,0.0,True,0.0
1,photo,25,0.05,10,0.0,0.007714193746293008,-0.00015553002124935045,0.0,-0.009269493958786512,0.0,"F,0","F,0","F,0",8.77052084386144,8.77052084386144,8.77052084386144,0.0,0.0,True,0.0
1,photo,25,0.05,10,1.0,0.007714193746293008,-0.00015553002124935045,0.0,-0.009269493958786512,0.0,"F,0","F,0","F,0",8.77052084386144,8.77052084386144,8.77052084386144,0.0,0.0,True,0.0
1,photo,25,0.1,1,0.0,0.05771419374629294,-0.00491633206443165,0.0,-0.06263052581072459,0.0,"F,0","F,0","F,0",1.6975798571531842,1.6975798571531842,1.6975798571531842,0.0,0.0,True,0.0
1,photo,25,0.1,1,1.0,0.05771419374629294,-0.00491633206443165,0.0,-0.06263052581072459,0.0,"F,0","F,0","F,0",1.6975798571531842,1.6975798571531842,1.6975798571531842,0.0,0.0,True,0.0
1,photo,25,0.1,2,0.0,0.05771419374629294,-0.00491633206443165,0.0,-0.06754685787515624,0.0,"F,0","F,0","F,0",2.4765611668185787,2.4765611668185787,2.4765611668185787,0.0,0.0,True,0.0
1,photo,25,0.1,2,1.0,0.05771419374629294,-0.00491633206443165,0.0,-0.06754685787515624,0.0,"F,0","F,0","F,0",2.4765611668185787,2.4765611668185787,2.4765611668185787,0.0,0.0,True,0.0
1,photo,25,0.1,5,0.0,0.05771419374629294,-0.00491633206443165,0.0,-0.08229585406845119,0.0,"F,0","F,0","F,0",4.8135050958147625,4.8135050958147625,4.8135050958147625,0.0,0.0,True,0.0
1,photo,25,0.1,5,1.0,0.05771419374629294,-0.00491633206443165,0.0,-0.08229585406845119,0.0,"F,0","F,0","F,0",4.8135050958147625,4.8135050958147625,4.8135050958147625,0.0,0.0,True,0.0
1,photo,25,0.1,10,0.0,0.05771419374629294,-0.00491633206443165,0.0,-0.10687751439060944,0.0,"F,0","F,0","F,0",8.708411644141735,8.708411644141735,8.708411644141735,0.0,0.0,True,0.0
1,photo,25,0.1,10,1.0,0.05771419374629294,-0.00491633206443165,0.0,-0.10687751439060944,0.0,"F,0","F,0","F,0",8.708411644141735,8.708411644141735,8.708411644141735,0.0,0.0,True,0.0
1,photo,25,0.15,1,0.0,0.10771419374629299,-0.00491633206443165,0.0,-0.11263052581072464,0.0,"F,0","F,0","F,0",1.6975798571531842,1.6975798571531842,1.6975798571531842,0.0,0.0,True,0.0
1,photo,25,0.15,1,1.0,0.10771419374629299,-0.00491633206443165,0.0,-0.11263052581072464,0.0,"F,0","F,0","F,0",1.6975798571531842,1.6975798571531842,1.6975798571531842,0.0,0.0,True,0.0
1,photo,25,0.15,2,0.0,0.10771419374629299,-0.00491633206443165,0.0,-0.11754685787515629,0.0,"F,0","F,0","F,0",2.4765611668185787,2.4765611668185787,2.4765611668185787,0.0,0.0,True,0.0
1,photo,25,0.15,2,1.0,0.10771419374629299,-0.00491633206443165,0.0,-0.11754685787515629,0.0,"F,0","F,0","F,0",2.4765611668185787,2.4765611668185787,2.4765611668185787,0.0,0.0,True,0.0
1,photo,25,0.15,5,0.0,0.10771419374629299,-0.00491633206443165,0.0,-0.13229585406845124,0.0,"F,0","F,0","F,0",4.8135050958147625,4.8135050958147625,4.8135050958147625,0.0,0.0,True,0.0
1,photo,25,0.15,5,1.0,0.10771419374629299,-0.00491633206443165,0.0,-0.13229585406845124,0.0,"F,0","F,0","F,0",4.8135050958147625,4.8135050958147625,4.8135050958147625,0.0,0.0,True,0.0
1,photo,25,0.15,10,0.0,0.10771419374629299,-0.00491633206443165,0.0,-0.15687751439060948,0.0,"F,0","F,0","F,0",8.708411644141735,8.708411644141735,8.708411644141735,0.0,0.0,True,0.0
1,photo,25,0.15,10,1.0,0.10771419374629299,-0.00491633206443165,0.0,-0.15687751439060948,0.0,"F,0","F,0","F,0",8.708411644141735,8.708411644141735,8.708411644141735,0.0,0.0,True,0.0
1,photo,50,0.0,1,0.0,-0.04228580625370704,-0.012504619869208256,0.0,-0.012504619869208256,0.0,"D,0","D,0","D,0",1.7797665726284952,1.7797665726284952,1.7797665726284952,0.0,0.0,True,0.0
1,photo,50,0.0,1,1.0,-0.04228580625370704,-0.012504619869208256,0.0,-0.012504619869208256,0.0,"D,0","D,0","D,0",1.7797665726284952,1.7797665726284952,1.7797665726284952,0.0,0.0,True,0.0
1,photo,50,0.0,2,0.0,-0.04228580625370704,-0.012504619869208256,0.0,-0.02500923973841651,0.0,"D,0","D,0","D,0",2.598648791515494,2.598648791515494,2.598648791515494,0.0,0.0,True,0.0
1,photo,50,0.0,2,1.0,-0.04228580625370704,-0.012504619869208256,0.0,-0.02500923973841651,0.0,"D,0","D,0","D,0",2.598648791515494,2.598648791515494,2.598648791515494,0.0,0.0,True,0.0
1,photo,50,0.0,5,0.0,-0.04228580625370704,-0.012504619869208256,0.0,-0.06252309934604128,0.0,"D,0","D,0","D,0",5.05529544817649,5.05529544817649,5.05529544817649,0.0,0.0,True,0.0
1,photo,50,0.0,5,1.0,-0.04228580625370704,-0.012504619869208256,0.0,-0.06252309934604128,0.0,"D,0","D,0","D,0",5.05529544817649,5.05529544817649,5.05529544817649,0.0,0.0,True,0.0
1,photo,50,0.0,10,0.0,-0.04228580625370704,-0.012504619869208256,0.0,-0.12504619869208256,0.0,"D,0","D,0","D,0",9.149706542611483,9.149706542611483,9.149706542611483,0.0,0.0,True,0.0
1,photo,50,0.0,10,1.0,-0.04228580625370704,-0.012504619869208256,0.0,-0.12504619869208256,0.0,"D,0","D,0","D,0",9.149706542611483,9.149706542611483,9.149706542611483,0.0,0.0,True,0.0
1,photo,50,0.02,1,0.0,-0.02228580625370702,-0.017191199353477238,0.0,-0.017191199353477238,0.0,"D,0","D,0","D,0",1.744766572628495,1.744766572628495,1.744766572628495,0.0,0.0,True,0.0
1,photo,50,0.02,1,1.0,-0.02228580625370702,-0.017191199353477238,0.0,-0.017191199353477238,0.0,"D,0","D,0","D,0",1.744766572628495,1.744766572628495,1.744766572628495,0.0,0.0,True,0.0
1,photo,50,0.02,2,0.0,-0.02228580625370702,-0.017191199353477238,0.0,-0.034382398706954476,0.0,"D,0","D,0","D,0",2.548648791515494,2.548648791515494,2.548648791515494,0.0,0.0,True,0.0
1,photo,50,0.02,2,1.0,-0.02228580625370702,-0.017191199353477238,0.0,-0.034382398706954476,0.0,"D,0","D,0","D,0",2.548648791515494,2.548648791515494,2.548648791515494,0.0,0.0,True,0.0
1,photo,50,0.02,5,0.0,-0.02228580625370702,-0.017191199353477238,0.0,-0.08595599676738619,0.0,"D,0","D,0","D,0",4.96029544817649,4.96029544817649,4.96029544817649,0.0,0.0,True,0.0
1,photo,50,0.02,5,1.0,-0.02228580625370702,-0.017191199353477238,0.0,-0.08595599676738619,0.0,"D,0","D,0","D,0",4.96029544817649,4.96029544817649,4.96029544817649,0.0,0.0,True,0.0
1,photo,50,0.02,10,0.0,-0.02228580625370702,-0.017191199353477238,0.0,-0.17191199353477238,0.0,"D,0","D,0","D,0",8.979706542611483,8.979706542611483,8.979706542611483,0.0,0.0,True,0.0
1,photo,50,0.02,10,1.0,-0.02228580625370702,-0.017191199353477238,0.0,-0.17191199353477238,0.0,"D,0","D,0","D,0",8.979706542611483,8.979706542611483,8.979706542611483,0.0,0.0,True,0.0
1,photo,50,0.05,1,0.0,0.007714193746293008,-0.010890466689116085,0.0,-0.018604660435409093,0.0,"F,0","F,0","F,0",1.7037907771251546,1.7037907771251546,1.7037907771251546,0.0,0.0,True,0.0
1,photo,50,0.05,1,1.0,0.007714193746293008,-0.010890466689116085,0.0,-0.018604660435409093,0.0,"F,0","F,0","F,0",1.7037907771251546,1.7037907771251546,1.7037907771251546,0.0,0.0,True,0.0
1,photo,50,0.05,2,0.0,0.007714193746293008,-0.010890466689116085,0.0,-0.029495127124525178,0.0,"F,0","F,0","F,0",2.4889830067625196,2.4889830067625196,2.4889830067625196,0.0,0.0,True,0.0
1,photo,50,0.05,2,1.0,0.007714193746293008,-0.010890466689116085,0.0,-0.029495127124525178,0.0,"F,0","F,0","F,0",2.4889830067625196,2.4889830067625196,2.4889830067625196,0.0,0.0,True,0.0
1,photo,50,0.05,5,0.0,0.007714193746293008,-0.010890466689116085,0.0,-0.06216652719187343,0.0,"F,0","F,0","F,0",4.844559695674615,4.844559695674615,4.844559695674615,0.0,0.0,True,0.0
1,photo,50,0.05,5,1.0,0.007714193746293008,-0.010890466689116085,0.0,-0.06216652719187343,0.0,"F,0","F,0","F,0",4.844559695674615,4.844559695674615,4.844559695674615,0.0,0.0,True,0.0
1,photo,50,0.05,10,0.0,0.007714193746293008,-0.010890466689116085,0.0,-0.11661886063745386,0.0,"F,0","F,0","F,0",8.77052084386144,8.77052084386144,8.77052084386144,0.0,0.0,True,0.0
1,photo,50,0.05,10,1.0,0.007714193746293008,-0.010890466689116085,0.0,-0.11661886063745386,0.0,"F,0","F,0","F,0",8.77052084386144,8.77052084386144,8.77052084386144,0.0,0.0,True,0.0
1,photo,50,0.1,1,0.0,0.05771419374629294,-0.01717954671714561,0.0,-0.07489374046343855,0.0,"F,0","F,0","F,0",1.6975798571531842,1.6975798571531842,1.6975798571531842,0.0,0.0,True,0.0
1,photo,50,0.1,1,1.0,0.05771419374629294,-0.01717954671714561,0.0,-0.07489374046343855,0.0,"F,0","F,0","F,0",1.6975798571531842,1.6975798571531842,1.6975798571531842,0.0,0.0,True,0.0
1,photo,50,0.1,2,0.0,0.05771419374629294,-0.01717954671714561,0.0,-0.09207328718058416,0.0,"F,0","F,0","F,0",2.4765611668185787,2.4765611668185787,2.4765611668185787,0.0,0.0,True,0.0
1,photo,50,0.1,2,1.0,0.05771419374629294,-0.01717954671714561,0.0,-0.09207328718058416,0.0,"F,0","F,0","F,0",2.4765611668185787,2.4765611668185787,2.4765611668185787,0.0,0.0,True,0.0
1,photo,50,0.1,5,0.0,0.05771419374629294,-0.01717954671714561,0.0,-0.143611927332021,0.0,"F,0","F,0","F,0",4.8135050958147625,4.8135050958147625,4.8135050958147625,0.0,0.0,True,0.0
1,photo,50,0.1,5,1.0,0.05771419374629294,-0.01717954671714561,0.0,-0.143611927332021,0.0,"F,0","F,0","F,0",4.8135050958147625,4.8135050958147625,4.8135050958147625,0.0,0.0,True,0.0
1,photo,50,0.1,10,0.0,0.05771419374629294,-0.01717954671714561,0.0,-0.22950966091774905,0.0,"F,0","F,0","F,0",8.708411644141735,8.708411644141735,8.708411644141735,0.0,0.0,True,0.0
1,photo,50,0.1,10,1.0,0.05771419374629294,-0.01717954671714561,0.0,-0.22950966091774905,0.0,"F,0","F,0","F,0",8.708411644141735,8.708411644141735,8.708411644141735,0.0,0.0,True,0.0
1,photo,50,0.15,1,0.0,0.10771419374629299,-0.02670592578066744,0.0,-0.13442011952696042,0.0,"F,0","F,0","F,0",1.6975798571531842,1.6975798571531842,1.6975798571531842,0.0,0.0,True,0.0
