seed,domain,N,c,h,kappa,rho,DeltaV,Omega,kappa_star,kappa_star_error,sep_action,hls_action,sepomega_action,J_SEP,J_HLS,J_SEP_Omega,DeltaJ,Delta_coord,action_match,coord_error
0,photo,50,0.0,2,1.0,-0.05593852916274655,-0.0038241553256957994,0.0,-0.007648310651391599,0.0,"D,0","D,0","D,0",2.6476429919188194,2.6476429919188194,2.6476429919188194,0.0,0.0,True,0.0
0,photo,50,0.0,5,0.0,-0.05593852916274655,-0.0038241553256957994,0.0,-0.019120776628478997,0.0,"D,0","D,0","D,0",5.172241284301423,5.172241284301423,5.172241284301423,0.0,0.0,True,0.0
0,photo,50,0.0,5,1.0,-0.05593852916274655,-0.0038241553256957994,0.0,-0.019120776628478997,0.0,"D,0","D,0","D,0",5.172241284301423,5.172241284301423,5.172241284301423,0.0,0.0,True,0.0
0,photo,50,0.0,10,0.0,-0.05593852916274655,-0.0038241553256957994,0.0,-0.038241553256957994,0.0,"D,0","D,0","D,0",9.379905104939095,9.379905104939095,9.379905104939095,0.0,0.0,True,0.0
0,photo,50,0.0,10,1.0,-0.05593852916274655,-0.0038241553256957994,0.0,-0.038241553256957994,0.0,"D,0","D,0","D,0",9.379905104939095,9.379905104939095,9.379905104939095,0.0,0.0,True,0.0
0,photo,50,0.02,1,0.0,-0.035938529162746535,-0.008824155325695804,0.0,-0.008824155325695804,0.0,"D,0","D,0","D,0",1.7761102277912846,1.7761102277912846,1.7761102277912846,0.0,0.0,True,0.0
0,photo,50,0.02,1,1.0,-0.035938529162746535,-0.008824155325695804,0.0,-0.008824155325695804,0.0,"D,0","D,0","D,0",1.7761102277912846,1.7761102277912846,1.7761102277912846,0.0,0.0,True,0.0
0,photo,50,0.02,2,0.0,-0.035938529162746535,-0.008824155325695804,0.0,-0.017648310651391608,0.0,"D,0","D,0","D,0",2.6076429919188193,2.6076429919188193,2.6076429919188193,0.0,0.0,True,0.0
0,photo,50,0.02,2,1.0,-0.035938529162746535,-0.008824155325695804,0.0,-0.017648310651391608,0.0,"D,0","D,0","D,0",2.6076429919188193,2.6076429919188193,2.6076429919188193,0.0,0.0,True,0.0
0,photo,50,0.02,5,0.0,-0.035938529162746535,-0.008824155325695804,0.0,-0.04412077662847902,0.0,"D,0","D,0","D,0",5.102241284301423,5.102241284301423,5.102241284301423,0.0,0.0,True,0.0
0,photo,50,0.02,5,1.0,-0.035938529162746535,-0.008824155325695804,0.0,-0.04412077662847902,0.0,"D,0","D,0","D,0",5.102241284301423,5.102241284301423,5.102241284301423,0.0,0.0,True,0.0
0,photo,50,0.02,10,0.0,-0.035938529162746535,-0.008824155325695804,0.0,-0.08824155325695804,0.0,"D,0","D,0","D,0",9.259905104939095,9.259905104939095,9.259905104939095,0.0,0.0,True,0.0
0,photo,50,0.02,10,1.0,-0.035938529162746535,-0.008824155325695804,0.0,-0.08824155325695804,0.0,"D,0","D,0","D,0",9.259905104939095,9.259905104939095,9.259905104939095,0.0,0.0,True,0.0
0,photo,50,0.05,1,0.0,-0.005938529162746509,-0.019261397352378418,0.0,-0.019261397352378418,0.0,"D,0","D,0","D,0",1.7347345605283686,1.7347345605283686,1.7347345605283686,0.0,0.0,True,0.0
0,photo,50,0.05,1,1.0,-0.005938529162746509,-0.019261397352378418,0.0,-0.019261397352378418,0.0,"D,0","D,0","D,0",1.7347345605283686,1.7347345605283686,1.7347345605283686,0.0,0.0,True,0.0
0,photo,50,0.05,2,0.0,-0.005938529162746509,-0.019261397352378418,0.0,-0.038522794704756835,0.0,"D,0","D,0","D,0",2.554891657392987,2.554891657392987,2.554891657392987,0.0,0.0,True,0.0
0,photo,50,0.05,2,1.0,-0.005938529162746509,-0.019261397352378418,0.0,-0.038522794704756835,0.0,"D,0","D,0","D,0",2.554891657392987,2.554891657392987,2.554891657392987,0.0,0.0,True,0.0
0,photo,50,0.05,5,0.0,-0.005938529162746509,-0.019261397352378418,0.0,-0.09630698676189209,0.0,"D,0","D,0","D,0",5.0153629479868425,5.0153629479868425,5.0153629479868425,0.0,0.0,True,0.0
0,photo,50,0.05,5,1.0,-0.005938529162746509,-0.019261397352378418,0.0,-0.09630698676189209,0.0,"D,0","D,0","D,0",5.0153629479868425,5.0153629479868425,5.0153629479868425,0.0,0.0,True,0.0
0,photo,50,0.05,10,0.0,-0.005938529162746509,-0.019261397352378418,0.0,-0.19261397352378418,0.0,"D,0","D,0","D,0",9.116148432309936,9.116148432309936,9.116148432309936,0.0,0.0,True,0.0
0,photo,50,0.05,10,1.0,-0.005938529162746509,-0.019261397352378418,0.0,-0.19261397352378418,0.0,"D,0","D,0","D,0",9.116148432309936,9.116148432309936,9.116148432309936,0.0,0.0,True,0.0
0,photo,50,0.1,1,0.0,0.044061470837253425,-0.027084081867026044,0.0,-0.07114555270427947,0.0,"F,0","F,0","F,0",1.7273113990749356,1.7273113990749356,1.7273113990749356,0.0,0.0,True,0.0
0,photo,50,0.1,1,1.0,0.044061470837253425,-0.027084081867026044,0.0,-0.07114555270427947,0.0,"F,0","F,0","F,0",1.7273113990749356,1.7273113990749356,1.7273113990749356,0.0,0.0,True,0.0
0,photo,50,0.1,2,0.0,0.044061470837253425,-0.027084081867026044,0.0,-0.09822963457130551,0.0,"F,0","F,0","F,0",2.5459838636488676,2.5459838636488676,2.5459838636488676,0.0,0.0,True,0.0
0,photo,50,0.1,2,1.0,0.044061470837253425,-0.027084081867026044,0.0,-0.09822963457130551,0.0,"F,0","F,0","F,0",2.5459838636488676,2.5459838636488676,2.5459838636488676,0.0,0.0,True,0.0
0,photo,50,0.1,5,0.0,0.044061470837253425,-0.027084081867026044,0.0,-0.17948188017238365,0.0,"F,0","F,0","F,0",5.002001257370663,5.002001257370663,5.002001257370663,0.0,0.0,True,0.0
0,photo,50,0.1,5,1.0,0.044061470837253425,-0.027084081867026044,0.0,-0.17948188017238365,0.0,"F,0","F,0","F,0",5.002001257370663,5.002001257370663,5.002001257370663,0.0,0.0,True,0.0
0,photo,50,0.1,10,0.0,0.044061470837253425,-0.027084081867026044,0.0,-0.31490228950751387,0.0,"F,0","F,0","F,0",9.095363580240324,9.095363580240324,9.095363580240324,0.0,0.0,True,0.0
0,photo,50,0.1,10,1.0,0.044061470837253425,-0.027084081867026044,0.0,-0.31490228950751387,0.0,"F,0","F,0","F,0",9.095363580240324,9.095363580240324,9.095363580240324,0.0,0.0,True,0.0
0,photo,50,0.15,1,0.0,0.09406147083725347,-0.027084081867026044,0.0,-0.12114555270427951,0.0,"F,0","F,0","F,0",1.7273113990749356,1.7273113990749356,1.7273113990749356,0.0,0.0,True,0.0
0,photo,50,0.15,1,1.0,0.09406147083725347,-0.027084081867026044,0.0,-0.12114555270427951,0.0,"F,0","F,0","F,0",1.7273113990749356,1.7273113990749356,1.7273113990749356,0.0,0.0,True,0.0
0,photo,50,0.15,2,0.0,0.09406147083725347,-0.027084081867026044,0.0,-0.14822963457130556,0.0,"F,0","F,0","F,0",2.5459838636488676,2.5459838636488676,2.5459838636488676,0.0,0.0,True,0.0
0,photo,50,0.15,2,1.0,0.09406147083725347,-0.027084081867026044,0.0,-0.14822963457130556,0.0,"F,0","F,0","F,0",2.5459838636488676,2.5459838636488676,2.5459838636488676,0.0,0.0,True,0.0
0,photo,50,0.15,5,0.0,0.09406147083725347,-0.027084081867026044,0.0,-0.2294818801723837,0.0,"F,0","F,0","F,0",5.002001257370663,5.002001257370663,5.002001257370663,0.0,0.0,True,0.0
0,photo,50,0.15,5,1.0,0.09406147083725347,-0.027084081867026044,0.0,-0.2294818801723837,0.0,"F,0","F,0","F,0",5.002001257370663,5.002001257370663,5.002001257370663,0.0,0.0,True,0.0
0,photo,50,0.15,10,0.0,0.09406147083725347,-0.027084081867026044,0.0,-0.3649022895075139,0.0,"F,0","F,0","F,0",9.095363580240324,9.095363580240324,9.095363580240324,0.0,0.0,True,0.0
0,photo,50,0.15,10,1.0,0.09406147083725347,-0.027084081867026044,0.0,-0.3649022895075139,0.0,"F,0","F,0","F,0",9.095363580240324,9.095363580240324,9.095363580240324,0.0,0.0,True,0.0
