domain,N,c,B,n_seeds,n_integration_changes,n_current_fast,n_noncompensating,mean_rho,std_rho,mean_DeltaV,std_DeltaV,mean_H,std_H,mean_DeltaV_local,mean_DeltaV_cross
photo,25,0.1,2,5,0,5,5,0.0501690354892325,0.025045943875832012,-0.029592210779837157,0.010839224474063896,-0.10935345704890682,0.03778935239712356,0.004000108880531572,-0.033592319660368665
photo,25,0.1,5,5,0,5,5,0.0501690354892325,0.025045943875832012,-0.029592210779837157,0.010839224474063896,-0.1981300893884183,0.06626817288506727,0.004000108880531572,-0.033592319660368665
photo,25,0.1,10,5,0,5,5,0.0501690354892325,0.025045943875832012,-0.029592210779837157,0.010839224474063896,-0.3460911432876041,0.11844864511836466,0.004000108880531572,-0.033592319660368665
photo,25,0.15,1,5,0,5,5,0.10016903548923255,0.025045943875832016,-0.04209221077983718,0.010839224474063932,-0.14226124626906972,0.030169163767222847,0.004000108880531572,-0.046092319660368676
photo,25,0.15,2,5,0,5,5,0.10016903548923255,0.025045943875832016,-0.04209221077983718,0.010839224474063932,-0.1843534570489069,0.03778935239712358,0.004000108880531572,-0.046092319660368676
photo,25,0.15,5,5,0,5,5,0.10016903548923255,0.025045943875832016,-0.04209221077983718,0.010839224474063932,-0.31063008938841846,0.0662681728850674,0.004000108880531572,-0.046092319660368676
photo,25,0.15,10,5,0,5,5,0.10016903548923255,0.025045943875832016,-0.04209221077983718,0.010839224474063932,-0.5210911432876044,0.11844864511836495,0.004000108880531572,-0.046092319660368676
photo,50,0.0,1,5,0,0,0,-0.049830964510767475,0.025045943875832012,-0.012990115490083753,0.008751265658158345,0.03684084902068372,0.029113117770197743,0.0,-0.012990115490083786
photo,50,0.0,2,5,0,0,0,-0.049830964510767475,0.025045943875832012,-0.012990115490083753,0.008751265658158345,0.023850733530599966,0.03494305723903968,0.0,-0.012990115490083786
photo,50,0.0,5,5,0,0,0,-0.049830964510767475,0.025045943875832012,-0.012990115490083753,0.008751265658158345,-0.015119612939651295,0.0570995965430137,0.0,-0.012990115490083786
photo,50,0.0,10,5,0,0,0,-0.049830964510767475,0.025045943875832012,-0.012990115490083753,0.008751265658158345,-0.08007019039007006,0.09860355509362549,0.0,-0.012990115490083786
photo,50,0.02,1,5,0,0,0,-0.029830964510767454,0.025045943875832012,-0.018876578550487765,0.012124877209279704,0.01095438596027969,0.030228645670853004,0.0007918868449616923,-0.019668465395449464
photo,50,0.02,2,5,0,0,0,-0.029830964510767454,0.025045943875832012,-0.018876578550487765,0.012124877209279704,-0.007922192590208077,0.038655763195632985,0.0007918868449616923,-0.019668465395449464
photo,50,0.02,5,5,0,0,0,-0.029830964510767454,0.025045943875832012,-0.018876578550487765,0.012124877209279704,-0.06455192824167137,0.07071004754450955,0.0007918868449616923,-0.019668465395449464
photo,50,0.02,10,5,0,0,0,-0.029830964510767454,0.025045943875832012,-0.018876578550487765,0.012124877209279704,-0.15893482099411022,0.129318037063156,0.0007918868449616923,-0.019668465395449464
photo,50,0.05,1,5,0,2,2,0.00016903548923257182,0.025045943875832012,-0.029653268095312525,0.01503735398750484,-0.029822303584545094,0.03315340075296019,0.0027187041877968386,-0.032371972283109354
photo,50,0.05,2,5,0,2,2,0.00016903548923257182,0.025045943875832012,-0.029653268095312525,0.01503735398750484,-0.05947557167985762,0.0449804478438409,0.0027187041877968386,-0.032371972283109354
photo,50,0.05,5,5,0,2,2,0.00016903548923257182,0.025045943875832012,-0.029653268095312525,0.01503735398750484,-0.1484353759657952,0.08665438816249961,0.0027187041877968386,-0.032371972283109354
photo,50,0.05,10,5,0,2,2,0.00016903548923257182,0.025045943875832012,-0.029653268095312525,0.01503735398750484,-0.2967017164423578,0.16030211295637797,0.0027187041877968386,-0.032371972283109354
photo,50,0.1,1,5,0,5,5,0.0501690354892325,0.025045943875832012,-0.050912812435143714,0.013374008902404087,-0.10108184792437622,0.03244202977719739,0.005293464561699107,-0.05620627699684279
photo,50,0.1,2,5,0,5,5,0.0501690354892325,0.025045943875832012,-0.050912812435143714,0.013374008902404087,-0.15199466035951995,0.04284156294699068,0.005293464561699107,-0.05620627699684279
photo,50,0.1,5,5,0,5,5,0.0501690354892325,0.025045943875832012,-0.050912812435143714,0.013374008902404087,-0.3047330976649511,0.07956451183931927,0.005293464561699107,-0.05620627699684279
photo,50,0.1,10,5,0,5,5,0.0501690354892325,0.025045943875832012,-0.050912812435143714,0.013374008902404087,-0.5592971598406697,0.14483414476533568,0.005293464561699107,-0.05620627699684279
photo,50,0.15,1,5,0,5,5,0.10016903548923255,0.025045943875832016,-0.0681262553151544,0.018863772887851286,-0.16829529080438693,0.03606190018363636,0.005293464561699107,-0.07341971987685347
photo,50,0.15,2,5,0,5,5,0.10016903548923255,0.025045943875832016,-0.0681262553151544,0.018863772887851286,-0.2364215461195413,0.0518199367059305,0.005293464561699107,-0.07341971987685347
photo,50,0.15,5,5,0,5,5,0.10016903548923255,0.025045943875832016,-0.0681262553151544,0.018863772887851286,-0.44080031206500453,0.10540372174186315,0.005293464561699107,-0.07341971987685347
photo,50,0.15,10,5,0,5,5,0.10016903548923255,0.025045943875832016,-0.0681262553151544,0.018863772887851286,-0.7814315886407766,0.19845575372778326,0.005293464561699107,-0.07341971987685347
photo,100,0.0,1,5,0,0,0,-0.049830964510767475,0.025045943875832012,-0.01121541711248073,0.009501551549606151,0.038615547398286744,0.027297104513693774,0.001516024775996172,-0.012731441888476936
photo,100,0.0,2,5,0,0,0,-0.049830964510767475,0.025045943875832012,-0.01121541711248073,0.009501551549606151,0.027400130285806013,0.032303614174444335,0.001516024775996172,-0.012731441888476936
photo,100,0.0,5,5,0,0,0,-0.049830964510767475,0.025045943875832012,-0.01121541711248073,0.009501551549606151,-0.006246121051636177,0.05497319340031792,0.001516024775996172,-0.012731441888476936
photo,100,0.0,10,5,0,0,0,-0.049830964510767475,0.025045943875832012,-0.01121541711248073,0.009501551549606151,-0.062323206614039825,0.09965329283629991,0.001516024775996172,-0.012731441888476936
photo,100,0.02,1,5,0,0,0,-0.029830964510767454,0.025045943875832012,-0.01589376701784644,0.012305976661217306,0.013937197492921017,0.026907559899899864,0.002516024775996173,-0.01840979179384261
photo,100,0.02,2,5,0,0,0,-0.029830964510767454,0.025045943875832012,-0.01589376701784644,0.012305976661217306,-0.001956569524925422,0.03352026816830261,0.002516024775996173,-0.01840979179384261
photo,100,0.02,5,5,0,0,0,-0.029830964510767454,0.025045943875832012,-0.01589376701784644,0.012305976661217306,-0.049637870578464735,0.06433994025515323,0.002516024775996173,-0.01840979179384261
photo,100,0.02,10,5,0,0,0,-0.029830964510767454,0.025045943875832012,-0.01589376701784644,0.012305976661217306,-0.12910670566769694,0.12338480294899895,0.002516024775996173,-0.01840979179384261
photo,100,0.05,1,5,0,2,2,0.00016903548923257182,0.025045943875832012,-0.026151925776652197,0.01390876858592517,-0.02632096126588477,0.02617617123361968,0.005061302455629485,-0.03121322823228163
photo,100,0.05,2,5,0,2,2,0.00016903548923257182,0.025045943875832012,-0.026151925776652197,0.01390876858592517,-0.05247288704253696,0.033615357553146256,0.005061302455629485,-0.03121322823228163
photo,100,0.05,5,5,0,2,2,0.00016903548923257182,0.025045943875832012,-0.026151925776652197,0.01390876858592517,-0.13092866437249356,0.069179761168061,0.005061302455629485,-0.03121322823228163
photo,100,0.05,10,5,0,2,2,0.00016903548923257182,0.025045943875832012,-0.026151925776652197,0.01390876858592517,-0.26168829325575454,0.13644439008163559,0.005061302455629485,-0.03121322823228163
photo,100,0.1,1,5,0,5,5,0.0501690354892325,0.025045943875832012,-0.05384320863073022,0.015600911927499706,-0.10401224411996272,0.023831160882260175,0.0068654219814238806,-0.06070863061215402
photo,100,0.1,2,5,0,5,5,0.0501690354892325,0.025045943875832012,-0.05384320863073022,0.015600911927499706,-0.15785545275069296,0.031548788555192,0.0068654219814238806,-0.06070863061215402
photo,100,0.1,5,5,0,5,5,0.0501690354892325,0.025045943875832012,-0.05384320863073022,0.015600911927499706,-0.3193850786428836,0.07209849503177981,0.0068654219814238806,-0.06070863061215402
photo,100,0.1,10,5,0,5,5,0.0501690354892325,0.025045943875832012,-0.05384320863073022,0.015600911927499706,-0.5886011217965347,0.14811653964208032,0.0068654219814238806,-0.06070863061215402
photo,100,0.15,1,5,0,5,5,0.10016903548923255,0.025045943875832016,-0.07441687423062848,0.021046964427687595,-0.17458590971986104,0.022285724678162994,0.0068654219814238806,-0.08128229621205232
photo,100,0.15,2,5,0,5,5,0.10016903548923255,0.025045943875832016,-0.07441687423062848,0.021046964427687595,-0.24900278395048953,0.03538300676131317,0.0068654219814238806,-0.08128229621205232
photo,100,0.15,5,5,0,5,5,0.10016903548923255,0.025045943875832016,-0.07441687423062848,0.021046964427687595,-0.472253406642375,0.09398704504364437,0.0068654219814238806,-0.08128229621205232
photo,100,0.15,10,5,0,5,5,0.10016903548923255,0.025045943875832016,-0.07441687423062848,0.021046964427687595,-0.8443377777955174,0.19796102027535142,0.0068654219814238806,-0.08128229621205232
sketch,25,0.0,1,5,0,0,0,-0.05273770390245436,0.020573918055667016,-0.012990115490083753,0.008751265658158345,0.0397475884123706,0.017148285528626017,0.0,-0.012990115490083786
sketch,25,0.0,2,5,0,0,0,-0.05273770390245436,0.020573918055667016,-0.012990115490083753,0.008751265658158345,0.026757472922286852,0.01783285143269553,0.0,-0.012990115490083786
sketch,25,0.0,5,5,0,0,0,-0.05273770390245436,0.020573918055667016,-0.012990115490083753,0.008751265658158345,-0.012212873547964409,0.03617826804318374,0.0,-0.012990115490083786
sketch,25,0.0,10,5,0,0,0,-0.05273770390245436,0.020573918055667016,-0.012990115490083753,0.008751265658158345,-0.07716345099838318,0.0776123739105478,0.0,-0.012990115490083786
sketch,25,0.02,1,5,0,0,0,-0.03273770390245434,0.020573918055667016,-0.01800764312187746,0.011189861459890529,0.01473006078057688,0.015299885062915231,0.0,-0.018007643121877498
sketch,25,0.02,2,5,0,0,0,-0.03273770390245434,0.020573918055667016,-0.01800764312187746,0.011189861459890529,-0.003277582341300578,0.017184669350866745,0.0,-0.018007643121877498
sketch,25,0.02,5,5,0,0,0,-0.03273770390245434,0.020573918055667016,-0.01800764312187746,0.011189861459890529,-0.057300511706932955,0.04451458174438739,0.0,-0.018007643121877498
sketch,25,0.02,10,5,0,0,0,-0.03273770390245434,0.020573918055667016,-0.01800764312187746,0.011189861459890529,-0.14733872731632025,0.09899727191277224,0.0,-0.018007643121877498
sketch,25,0.05,1,5,0,2,2,-0.0027377039024543137,0.020573918055667016,-0.029237358177693618,0.013099055158136709,-0.026499654275239305,0.013746228139295581,-0.0010223436761260419,-0.02821501450156753
sketch,25,0.05,2,5,0,2,2,-0.0027377039024543137,0.020573918055667016,-0.029237358177693618,0.013099055158136709,-0.05573701245293292,0.017256939590368794,-0.0010223436761260419,-0.02821501450156753
sketch,25,0.05,5,5,0,2,2,-0.0027377039024543137,0.020573918055667016,-0.029237358177693618,0.013099055158136709,-0.14344908698601377,0.05180110466351815,-0.0010223436761260419,-0.02821501450156753
sketch,25,0.05,10,5,0,2,2,-0.0027377039024543137,0.020573918055667016,-0.029237358177693618,0.013099055158136709,-0.28963587787448186,0.11628708047911264,-0.0010223436761260419,-0.02821501450156753
sketch,25,0.1,1,5,0,5,5,0.04726229609754562,0.020573918055667016,-0.05653409198351682,0.019166061256694004,-0.10379638808106244,0.009807710326118053,-0.005893837855851553,-0.05064025412766523
sketch,25,0.1,2,5,0,5,5,0.04726229609754562,0.020573918055667016,-0.05653409198351682,0.019166061256694004,-0.16033048006457926,0.022444867291019528,-0.005893837855851553,-0.05064025412766523
sketch,25,0.1,5,5,0,5,5,0.04726229609754562,0.020573918055667016,-0.05653409198351682,0.019166061256694004,-0.3299327560151297,0.07832349311966971,-0.005893837855851553,-0.05064025412766523
sketch,25,0.1,10,5,0,5,5,0.04726229609754562,0.020573918055667016,-0.05653409198351682,0.019166061256694004,-0.6126032159327138,0.17381814706623686,-0.005893837855851553,-0.05064025412766523
sketch,25,0.15,1,5,0,5,5,0.09726229609754566,0.020573918055667016,-0.08522072748773397,0.024018726042751588,-0.18248302358527962,0.012937541467484763,-0.011077148014248344,-0.07414357947348563
sketch,25,0.15,2,5,0,5,5,0.09726229609754566,0.020573918055667016,-0.08522072748773397,0.024018726042751588,-0.2677037510730136,0.0326385087851449,-0.011077148014248344,-0.07414357947348563
sketch,25,0.15,5,5,0,5,5,0.09726229609754566,0.020573918055667016,-0.08522072748773397,0.024018726042751588,-0.5233659335362155,0.10335250114924312,-0.011077148014248344,-0.07414357947348563
sketch,25,0.15,10,5,0,5,5,0.09726229609754566,0.020573918055667016,-0.08522072748773397,0.024018726042751588,-0.9494695709748854,0.22312586788466496,-0.011077148014248344,-0.07414357947348563
sketch,50,0.0,1,5,0,0,0,-0.05273770390245436,0.020573918055667016,-0.012990115490083753,0.008751265658158345,0.0397475884123706,0.017148285528626017,0.0,-0.012990115490083786
sketch,50,0.0,2,5,0,0,0,-0.05273770390245436,0.020573918055667016,-0.012990115490083753,0.008751265658158345,0.026757472922286852,0.01783285143269553,0.0,-0.012990115490083786
sketch,50,0.0,5,5,0,0,0,-0.05273770390245436,0.020573918055667016,-0.012990115490083753,0.008751265658158345,-0.012212873547964409,0.03617826804318374,0.0,-0.012990115490083786
sketch,50,0.0,10,5,0,0,0,-0.05273770390245436,0.020573918055667016,-0.012990115490083753,0.008751265658158345,-0.07716345099838318,0.0776123739105478,0.0,-0.012990115490083786
sketch,50,0.02,1,5,0,0,0,-0.03273770390245434,0.020573918055667016,-0.01966846539544944,0.011648503149539781,0.013069238507004899,0.016359589863385184,0.0,-0.019668465395449464
sketch,50,0.02,2,5,0,0,0,-0.03273770390245434,0.020573918055667016,-0.01966846539544944,0.011648503149539781,-0.0065992268884445425,0.01957961971246443,0.0,-0.019668465395449464
sketch,50,0.02,5,5,0,0,0,-0.03273770390245434,0.020573918055667016,-0.01966846539544944,0.011648503149539781,-0.06560462307479287,0.04856736556930421,0.0,-0.019668465395449464
sketch,50,0.02,10,5,0,0,0,-0.03273770390245434,0.020573918055667016,-0.01966846539544944,0.011648503149539781,-0.16394695005204007,0.10525527622768124,0.0,-0.019668465395449464
sketch,50,0.05,1,5,0,2,2,-0.0027377039024543137,0.020573918055667016,-0.036588921080098924,0.01313700157225103,-0.03385121717764461,0.016289825609893227,-0.001944079844660901,-0.034644841235438
sketch,50,0.05,2,5,0,2,2,-0.0027377039024543137,0.020573918055667016,-0.036588921080098924,0.01313700157225103,-0.07044013825774353,0.02127421804106598,-0.001944079844660901,-0.034644841235438
sketch,50,0.05,5,5,0,2,2,-0.0027377039024543137,0.020573918055667016,-0.036588921080098924,0.01313700157225103,-0.1802069014980403,0.05554515173752774,-0.001944079844660901,-0.034644841235438
sketch,50,0.05,10,5,0,2,2,-0.0027377039024543137,0.020573918055667016,-0.036588921080098924,0.01313700157225103,-0.3631515068985349,0.1199011350004451,-0.001944079844660901,-0.034644841235438
sketch,50,0.1,1,5,0,5,5,0.04726229609754562,0.020573918055667016,-0.08022465794717992,0.010631930517373347,-0.12748695404472554,0.015363602869427275,-0.011815574024386405,-0.0684090839227935
sketch,50,0.1,2,5,0,5,5,0.04726229609754562,0.020573918055667016,-0.08022465794717992,0.010631930517373347,-0.20771161199190544,0.01657921515483034,-0.011815574024386405,-0.0684090839227935
sketch,50,0.1,5,5,0,5,5,0.04726229609754562,0.020573918055667016,-0.08022465794717992,0.010631930517373347,-0.44838558583344523,0.0418068891395576,-0.011815574024386405,-0.0684090839227935
sketch,50,0.1,10,5,0,5,5,0.04726229609754562,0.020573918055667016,-0.08022465794717992,0.010631930517373347,-0.8495088755693448,0.0934036572153679,-0.011815574024386405,-0.0684090839227935
sketch,50,0.15,1,5,0,5,5,0.09726229609754566,0.020573918055667016,-0.12482669665373917,0.010275334872096599,-0.22208899275128485,0.015719902850749548,-0.023608828319633696,-0.10121786833410544
sketch,50,0.15,2,5,0,5,5,0.09726229609754566,0.020573918055667016,-0.12482669665373917,0.010275334872096599,-0.346915689405024,0.016796118616518377,-0.023608828319633696,-0.10121786833410544
sketch,50,0.15,5,5,0,5,5,0.09726229609754566,0.020573918055667016,-0.12482669665373917,0.010275334872096599,-0.7213957793662416,0.04067041241755858,-0.023608828319633696,-0.10121786833410544
sketch,50,0.15,10,5,0,5,5,0.09726229609754566,0.020573918055667016,-0.12482669665373917,0.010275334872096599,-1.3455292626349373,0.09035487881101657,-0.023608828319633696,-0.10121786833410544
sketch,100,0.0,1,5,0,0,0,-0.05273770390245436,0.020573918055667016,-0.012990115490083753,0.008751265658158345,0.0397475884123706,0.017148285528626017,0.0,-0.012990115490083786
sketch,100,0.0,2,5,0,0,0,-0.05273770390245436,0.020573918055667016,-0.012990115490083753,0.008751265658158345,0.026757472922286852,0.01783285143269553,0.0,-0.012990115490083786
sketch,100,0.0,5,5,0,0,0,-0.05273770390245436,0.020573918055667016,-0.012990115490083753,0.008751265658158345,-0.012212873547964409,0.03617826804318374,0.0,-0.012990115490083786
sketch,100,0.0,10,5,0,0,0,-0.05273770390245436,0.020573918055667016,-0.012990115490083753,0.008751265658158345,-0.07716345099838318,0.0776123739105478,0.0,-0.012990115490083786
sketch,100,0.02,1,5,0,0,0,-0.03273770390245434,0.020573918055667016,-0.01966846539544944,0.011648503149539781,0.013069238507004899,0.016359589863385184,0.0,-0.019668465395449464
sketch,100,0.02,2,5,0,0,0,-0.03273770390245434,0.020573918055667016,-0.01966846539544944,0.011648503149539781,-0.0065992268884445425,0.01957961971246443,0.0,-0.019668465395449464
sketch,100,0.02,5,5,0,0,0,-0.03273770390245434,0.020573918055667016,-0.01966846539544944,0.011648503149539781,-0.06560462307479287,0.04856736556930421,0.0,-0.019668465395449464
sketch,100,0.02,10,5,0,0,0,-0.03273770390245434,0.020573918055667016,-0.01966846539544944,0.011648503149539781,-0.16394695005204007,0.10525527622768124,0.0,-0.019668465395449464
sketch,100,0.05,1,5,0,2,2,-0.0027377039024543137,0.020573918055667016,-0.036588921080098924,0.01313700157225103,-0.03385121717764461,0.016289825609893227,-0.001944079844660901,-0.034644841235438
sketch,100,0.05,2,5,0,2,2,-0.0027377039024543137,0.020573918055667016,-0.036588921080098924,0.01313700157225103,-0.07044013825774353,0.02127421804106598,-0.001944079844660901,-0.034644841235438
sketch,100,0.05,5,5,0,2,2,-0.0027377039024543137,0.020573918055667016,-0.036588921080098924,0.01313700157225103,-0.1802069014980403,0.05554515173752774,-0.001944079844660901,-0.034644841235438
sketch,100,0.05,10,5,0,2,2,-0.0027377039024543137,0.020573918055667016,-0.036588921080098924,0.01313700157225103,-0.3631515068985349,0.1199011350004451,-0.001944079844660901,-0.034644841235438
sketch,100,0.1,1,5,0,5,5,0.04726229609754562,0.020573918055667016,-0.08138565488592209,0.012686437240163655,-0.1286479509834677,0.015570302277969813,-0.011815574024386405,-0.06957008086153568
sketch,100,0.1,2,5,0,5,5,0.04726229609754562,0.020573918055667016,-0.08138565488592209,0.012686437240163655,-0.21003360586938982,0.01958248966782888,-0.011815574024386405,-0.06957008086153568
sketch,100,0.1,5,5,0,5,5,0.04726229609754562,0.020573918055667016,-0.08138565488592209,0.012686437240163655,-0.454190570527156,0.052325337509315485,-0.011815574024386405,-0.06957008086153568
sketch,100,0.1,10,5,0,5,5,0.04726229609754562,0.020573918055667016,-0.08138565488592209,0.012686437240163655,-0.8611188449567665,0.114454708418644,-0.011815574024386405,-0.06957008086153568
sketch,100,0.15,1,5,0,5,5,0.09726229609754566,0.020573918055667016,-0.1313856548859222,0.012686437240163686,-0.22864795098346785,0.015570302277969857,-0.024315574024386416,-0.10707008086153572
sketch,100,0.15,2,5,0,5,5,0.09726229609754566,0.020573918055667016,-0.1313856548859222,0.012686437240163686,-0.36003360586939,0.019582489667829,-0.024315574024386416,-0.10707008086153572
sketch,100,0.15,5,5,0,5,5,0.09726229609754566,0.020573918055667016,-0.1313856548859222,0.012686437240163686,-0.7541905705271565,0.05232533750931569,-0.024315574024386416,-0.10707008086153572
sketch,100,0.15,10,5,0,5,5,0.09726229609754566,0.020573918055667016,-0.1313856548859222,0.012686437240163686,-1.4111188449567673,0.11445470841864437,-0.024315574024386416,-0.10707008086153572
