b,delta,g,h,V,dV_analytic,dV_numeric,sign_analytic,sign_numeric,switchable
0.5,0.2606480446927374,0.4303240223463687,0.3196759776536313,0.1984026279329609,-0.34159999999999996,-0.34160000000893476,-1.0,-1.0,True
0.5,0.2648268156424581,0.43241340782122906,0.317586592178771,0.19697515977653632,-0.34159999999999996,-0.3415999999811792,-1.0,-1.0,True
0.5,0.26900558659217877,0.4345027932960894,0.31549720670391057,0.19554769162011168,-0.34159999999999996,-0.3415999999673014,-1.0,-1.0,True
0.5,0.2731843575418994,0.4365921787709497,0.3134078212290503,0.19412022346368715,-0.34159999999999996,-0.34160000000893476,-1.0,-1.0,True
0.5,0.2773631284916201,0.43868156424581006,0.31131843575419,0.1926927553072626,-0.34159999999999996,-0.3415999999673014,-1.0,-1.0,True
0.5,0.2815418994413408,0.4407709497206704,0.30922905027932956,0.19126528715083793,-0.34159999999999996,-0.3415999999673014,-1.0,-1.0,True
0.5,0.2857206703910614,0.4428603351955307,0.3071396648044693,0.1898378189944134,-0.34159999999999996,-0.34160000000893476,-1.0,-1.0,True
0.5,0.2898994413407821,0.44494972067039107,0.305050279329609,0.18841035083798885,-0.34159999999999996,-0.3415999999673014,-1.0,-1.0,True
0.5,0.2940782122905028,0.4470391061452514,0.30296089385474856,0.1869828826815642,-0.34159999999999996,-0.3415999999811792,-1.0,-1.0,True
0.5,0.29825698324022343,0.4491284916201117,0.3008715083798883,0.18555541452513968,-0.34159999999999996,-0.34160000002281254,-1.0,-1.0,True
0.5,0.3024357541899441,0.4512178770949721,0.298782122905028,0.1841279463687151,-0.34159999999999996,-0.3415999999673014,-1.0,-1.0,True
0.5,0.3066145251396648,0.4533072625698324,0.29669273743016755,0.18270047821229046,-0.34159999999999996,-0.3415999999673014,-1.0,-1.0,True
0.5,0.31079329608938544,0.4553966480446927,0.2946033519553073,0.18127301005586594,-0.34159999999999996,-0.34160000000893476,-1.0,-1.0,True
0.5,0.31497206703910613,0.4574860335195531,0.292513966480447,0.17984554189944135,-0.34159999999999996,-0.3415999999811792,-1.0,-1.0,True
0.5,0.3191508379888268,0.4595754189944134,0.29042458100558655,0.17841807374301671,-0.34159999999999996,-0.3415999999673014,-1.0,-1.0,True
0.5,0.32332960893854745,0.4616648044692737,0.2883351955307263,0.1769906055865922,-0.34159999999999996,-0.34160000000893476,-1.0,-1.0,True
0.5,0.32750837988826814,0.4637541899441341,0.28624581005586597,0.1755631374301676,-0.34159999999999996,-0.3415999999811792,-1.0,-1.0,True
0.5,0.33168715083798883,0.4658435754189944,0.28415642458100554,0.17413566927374297,-0.34159999999999996,-0.3415999999673014,-1.0,-1.0,True
0.5,0.33586592178770946,0.4679329608938547,0.2820670391061453,0.17270820111731844,-0.34159999999999996,-0.34160000000893476,-1.0,-1.0,True
0.5,0.34004469273743015,0.4700223463687151,0.27997765363128496,0.17128073296089388,-0.34159999999999996,-0.3415999999673014,-1.0,-1.0,True
0.5,0.34422346368715084,0.4721117318435754,0.27788826815642453,0.16985326480446922,-0.34159999999999996,-0.3415999999673014,-1.0,-1.0,True
0.5,0.3484022346368715,0.4742011173184357,0.2757988826815643,0.1684257966480447,-0.34159999999999996,-0.34160000000893476,-1.0,-1.0,True
0.5,0.35258100558659217,0.4762905027932961,0.27370949720670396,0.16699832849162013,-0.34159999999999996,-0.3415999999673014,-1.0,-1.0,True
0.5,0.35675977653631286,0.4783798882681564,0.2716201117318435,0.1655708603351955,-0.34159999999999996,-0.3415999999811792,-1.0,-1.0,True
0.5,0.3609385474860335,0.48046927374301673,0.26953072625698327,0.16414339217877097,-0.34159999999999996,-0.34160000002281254,-1.0,-1.0,True
0.5,0.3651173184357542,0.4825586592178771,0.26744134078212295,0.1627159240223464,-0.34159999999999996,-0.3415999999673014,-1.0,-1.0,True
0.5,0.36929608938547487,0.4846480446927374,0.2653519553072625,0.16128845586592175,-0.34159999999999996,-0.3415999999673014,-1.0,-1.0,True
0.5,0.3734748603351955,0.48673743016759774,0.26326256983240226,0.15986098770949722,-0.34159999999999996,-0.34160000000893476,-1.0,-1.0,True
0.5,0.3776536312849162,0.4888268156424581,0.26117318435754194,0.15843351955307264,-0.34159999999999996,-0.3415999999811792,-1.0,-1.0,True
0.5,0.3818324022346369,0.49091620111731843,0.2590837988826815,0.157006051396648,-0.34159999999999996,-0.3415999999673014,-1.0,-1.0,True
0.5,0.3860111731843575,0.49300558659217875,0.25699441340782125,0.15557858324022347,-0.34159999999999996,-0.34160000000893476,-1.0,-1.0,True
0.5,0.3901899441340782,0.4950949720670391,0.25490502793296094,0.1541511150837989,-0.34159999999999996,-0.3415999999811792,-1.0,-1.0,True
0.5,0.3943687150837989,0.49718435754189944,0.2528156424581005,0.15272364692737425,-0.34159999999999996,-0.3415999999673014,-1.0,-1.0,True
