delta,b,s,ell,h,valid,dV_analytic,classification
0.3,-0.02499999999999991,2.1883333333333326,0.9564999999999997,0.14250000000000002,True,-0.6525291999999997,-1.0
0.3,-0.02499999999999991,2.2199999999999998,0.966,0.14250000000000002,True,-0.6576287999999998,-1.0
0.3,-0.02499999999999991,2.251666666666666,0.9754999999999998,0.14250000000000002,True,-0.6627283999999998,-1.0
0.3,-0.02499999999999991,2.283333333333333,0.9849999999999999,0.14250000000000002,True,-0.6678279999999998,-1.0
0.3,-0.02499999999999991,2.3149999999999995,0.9944999999999997,0.14250000000000002,True,-0.6729275999999998,-1.0
0.3,-0.02499999999999991,2.346666666666666,1.0039999999999998,0.14250000000000002,False,,
0.3,-0.02499999999999991,2.378333333333333,1.0134999999999998,0.14250000000000002,False,,
0.3,-0.02499999999999991,2.4099999999999993,1.0229999999999997,0.14250000000000002,False,,
0.3,-0.02499999999999991,2.4416666666666664,1.0325,0.14250000000000002,False,,
0.3,-0.02499999999999991,2.4733333333333327,1.0419999999999998,0.14250000000000002,False,,
0.3,-0.02499999999999991,2.505,1.0514999999999999,0.14250000000000002,False,,
0.3,-0.02499999999999991,2.536666666666666,1.0609999999999997,0.14250000000000002,False,,
0.3,-0.02499999999999991,2.5683333333333325,1.0704999999999998,0.14250000000000002,False,,
0.3,-0.02499999999999991,2.6,1.08,0.14250000000000002,False,,
0.3,0.0,-1.2,-0.06,0.14999999999999997,False,,
0.3,0.0,-1.1683333333333332,-0.05049999999999999,0.14999999999999997,False,,
0.3,0.0,-1.1366666666666667,-0.041000000000000036,0.14999999999999997,False,,
0.3,0.0,-1.105,-0.03149999999999997,0.14999999999999997,False,,
0.3,0.0,-1.0733333333333333,-0.021999999999999964,0.14999999999999997,False,,
0.3,0.0,-1.0416666666666665,-0.012499999999999956,0.14999999999999997,False,,
0.3,0.0,-1.01,-0.0030000000000000027,0.14999999999999997,False,,
0.3,0.0,-0.9783333333333333,0.006500000000000006,0.14999999999999997,True,-0.14957199999999995,-1.0
0.3,0.0,-0.9466666666666667,0.016000000000000014,0.14999999999999997,True,-0.15420799999999998,-1.0
0.3,0.0,-0.915,0.025499999999999967,0.14999999999999997,True,-0.15884399999999996,-1.0
0.3,0.0,-0.8833333333333333,0.03500000000000003,0.14999999999999997,True,-0.16348000000000001,-1.0
0.3,0.0,-0.8516666666666667,0.044499999999999984,0.14999999999999997,True,-0.16811599999999996,-1.0
0.3,0.0,-0.8200000000000001,0.05399999999999999,0.14999999999999997,True,-0.172752,-1.0
0.3,0.0,-0.7883333333333333,0.0635,0.14999999999999997,True,-0.17738799999999996,-1.0
0.3,0.0,-0.7566666666666667,0.07299999999999998,0.14999999999999997,True,-0.18202399999999994,-1.0
0.3,0.0,-0.7250000000000001,0.08249999999999996,0.14999999999999997,True,-0.18665999999999994,-1.0
0.3,0.0,-0.6933333333333334,0.092,0.14999999999999997,True,-0.19129599999999997,-1.0
0.3,0.0,-0.6616666666666667,0.10149999999999998,0.14999999999999997,True,-0.19593199999999997,-1.0
0.3,0.0,-0.63,0.11099999999999999,0.14999999999999997,True,-0.20056799999999997,-1.0
0.3,0.0,-0.5983333333333334,0.12049999999999997,0.14999999999999997,True,-0.20520399999999994,-1.0
0.3,0.0,-0.5666666666666667,0.13,0.14999999999999997,True,-0.20983999999999997,-1.0
0.3,0.0,-0.535,0.13949999999999999,0.14999999999999997,True,-0.21447599999999997,-1.0
0.3,0.0,-0.5033333333333334,0.14899999999999997,0.14999999999999997,True,-0.21911199999999997,-1.0
0.3,0.0,-0.4716666666666667,0.1585,0.14999999999999997,True,-0.22374799999999997,-1.0
0.3,0.0,-0.44000000000000006,0.16799999999999998,0.14999999999999997,True,-0.22838399999999998,-1.0
0.3,0.0,-0.40833333333333344,0.17749999999999996,0.14999999999999997,True,-0.23301999999999995,-1.0
0.3,0.0,-0.3766666666666667,0.187,0.14999999999999997,True,-0.23765599999999998,-1.0
0.3,0.0,-0.3450000000000001,0.19649999999999995,0.14999999999999997,True,-0.24229199999999998,-1.0
0.3,0.0,-0.31333333333333346,0.20599999999999996,0.14999999999999997,True,-0.24692799999999995,-1.0
0.3,0.0,-0.28166666666666673,0.21549999999999997,0.14999999999999997,True,-0.25156399999999995,-1.0
0.3,0.0,-0.2500000000000001,0.22499999999999998,0.14999999999999997,True,-0.25619999999999993,-1.0
0.3,0.0,-0.21833333333333338,0.2345,0.14999999999999997,True,-0.26083599999999996,-1.0
0.3,0.0,-0.18666666666666676,0.24399999999999997,0.14999999999999997,True,-0.265472,-1.0
0.3,0.0,-0.15500000000000003,0.2535,0.14999999999999997,True,-0.270108,-1.0
0.3,0.0,-0.12333333333333352,0.26299999999999996,0.14999999999999997,True,-0.274744,-1.0
0.3,0.0,-0.09166666666666679,0.27249999999999996,0.14999999999999997,True,-0.27938,-1.0
0.3,0.0,-0.06000000000000005,0.282,0.14999999999999997,True,-0.284016,-1.0
0.3,0.0,-0.028333333333333544,0.2914999999999999,0.14999999999999997,True,-0.28865199999999996,-1.0
0.3,0.0,0.0033333333333331883,0.30099999999999993,0.14999999999999997,True,-0.29328799999999994,-1.0
0.3,0.0,0.03499999999999992,0.31049999999999994,0.14999999999999997,True,-0.29792399999999997,-1.0
0.3,0.0,0.06666666666666665,0.32,0.14999999999999997,True,-0.30256,-1.0
0.3,0.0,0.09833333333333316,0.32949999999999996,0.14999999999999997,True,-0.30719599999999997,-1.0
0.3,0.0,0.1299999999999999,0.33899999999999997,0.14999999999999997,True,-0.311832,-1.0
0.3,0.0,0.16166666666666663,0.3485,0.14999999999999997,True,-0.31646799999999997,-1.0
0.3,0.0,0.19333333333333313,0.35799999999999993,0.14999999999999997,True,-0.32110399999999995,-1.0
0.3,0.0,0.22499999999999987,0.36749999999999994,0.14999999999999997,True,-0.32574,-1.0
0.3,0.0,0.2566666666666666,0.37699999999999995,0.14999999999999997,True,-0.33037599999999995,-1.0
0.3,0.0,0.2883333333333331,0.3864999999999999,0.14999999999999997,True,-0.3350119999999999,-1.0
0.3,0.0,0.31999999999999984,0.3959999999999999,0.14999999999999997,True,-0.3396479999999999,-1.0
0.3,0.0,0.35166666666666657,0.40549999999999997,0.14999999999999997,True,-0.344284,-1.0
0.3,0.0,0.3833333333333331,0.4149999999999999,0.14999999999999997,True,-0.34891999999999995,-1.0
0.3,0.0,0.4149999999999998,0.42449999999999993,0.14999999999999997,True,-0.353556,-1.0
0.3,0.0,0.44666666666666655,0.43399999999999994,0.14999999999999997,True,-0.358192,-1.0
0.3,0.0,0.47833333333333306,0.4434999999999999,0.14999999999999997,True,-0.362828,-1.0
0.3,0.0,0.5099999999999998,0.45299999999999996,0.14999999999999997,True,-0.367464,-1.0
0.3,0.0,0.5416666666666665,0.4624999999999999,0.14999999999999997,True,-0.3721,-1.0
0.3,0.0,0.573333333333333,0.47199999999999986,0.14999999999999997,True,-0.3767359999999999,-1.0
0.3,0.0,0.6049999999999998,0.48149999999999993,0.14999999999999997,True,-0.381372,-1.0
0.3,0.0,0.6366666666666665,0.49099999999999994,0.14999999999999997,True,-0.38600799999999996,-1.0
0.3,0.0,0.6683333333333332,0.5005,0.14999999999999997,True,-0.390644,-1.0
0.3,0.0,0.6999999999999997,0.5099999999999999,0.14999999999999997,True,-0.39527999999999996,-1.0
0.3,0.0,0.7316666666666665,0.5195,0.14999999999999997,True,-0.399916,-1.0
0.3,0.0,0.7633333333333332,0.5289999999999999,0.14999999999999997,True,-0.40455199999999997,-1.0
0.3,0.0,0.7949999999999997,0.5384999999999999,0.14999999999999997,True,-0.40918799999999994,-1.0
0.3,0.0,0.8266666666666664,0.5479999999999999,0.14999999999999997,True,-0.41382399999999997,-1.0
0.3,0.0,0.8583333333333332,0.5574999999999999,0.14999999999999997,True,-0.41845999999999994,-1.0
0.3,0.0,0.8899999999999999,0.567,0.14999999999999997,True,-0.42309599999999997,-1.0
0.3,0.0,0.9216666666666666,0.5765,0.14999999999999997,True,-0.427732,-1.0
0.3,0.0,0.9533333333333329,0.5859999999999999,0.14999999999999997,True,-0.4323679999999999,-1.0
0.3,0.0,0.9849999999999997,0.5954999999999999,0.14999999999999997,True,-0.43700399999999995,-1.0
0.3,0.0,1.0166666666666664,0.6049999999999999,0.14999999999999997,True,-0.4416399999999999,-1.0
0.3,0.0,1.0483333333333331,0.6144999999999999,0.14999999999999997,True,-0.446276,-1.0
0.3,0.0,1.0799999999999998,0.6239999999999999,0.14999999999999997,True,-0.450912,-1.0
0.3,0.0,1.1116666666666666,0.6335,0.14999999999999997,True,-0.455548,-1.0
0.3,0.0,1.1433333333333329,0.6429999999999998,0.14999999999999997,True,-0.4601839999999999,-1.0
0.3,0.0,1.1749999999999996,0.6524999999999999,0.14999999999999997,True,-0.46481999999999996,-1.0
0.3,0.0,1.2066666666666663,0.6619999999999999,0.14999999999999997,True,-0.469456,-1.0
0.3,0.0,1.238333333333333,0.6714999999999999,0.14999999999999997,True,-0.47409199999999996,-1.0
0.3,0.0,1.2699999999999998,0.6809999999999999,0.14999999999999997,True,-0.47872800000000004,-1.0
0.3,0.0,1.3016666666666665,0.6904999999999999,0.14999999999999997,True,-0.48336399999999996,-1.0
0.3,0.0,1.3333333333333333,0.7,0.14999999999999997,True,-0.488,-1.0
0.3,0.0,1.3649999999999995,0.7094999999999998,0.14999999999999997,True,-0.4926359999999999,-1.0
0.3,0.0,1.3966666666666663,0.7189999999999999,0.14999999999999997,True,-0.49727199999999994,-1.0
0.3,0.0,1.428333333333333,0.7284999999999999,0.14999999999999997,True,-0.501908,-1.0
0.3,0.0,1.4599999999999997,0.7379999999999999,0.14999999999999997,True,-0.5065439999999999,-1.0
0.3,0.0,1.4916666666666665,0.7474999999999999,0.14999999999999997,True,-0.5111800000000001,-1.0
0.3,0.0,1.5233333333333332,0.7569999999999999,0.14999999999999997,True,-0.5158159999999999,-1.0
0.3,0.0,1.5549999999999995,0.7664999999999997,0.14999999999999997,True,-0.5204519999999999,-1.0
0.3,0.0,1.5866666666666662,0.7759999999999998,0.14999999999999997,True,-0.5250879999999999,-1.0
0.3,0.0,1.618333333333333,0.7854999999999999,0.14999999999999997,True,-0.529724,-1.0
0.3,0.0,1.6499999999999997,0.7949999999999999,0.14999999999999997,True,-0.5343600000000001,-1.0
0.3,0.0,1.6816666666666664,0.8045,0.14999999999999997,True,-0.5389960000000001,-1.0
0.3,0.0,1.7133333333333332,0.8139999999999998,0.14999999999999997,True,-0.5436319999999999,-1.0
0.3,0.0,1.7449999999999994,0.8234999999999999,0.14999999999999997,True,-0.548268,-1.0
0.3,0.0,1.7766666666666662,0.8329999999999997,0.14999999999999997,True,-0.5529039999999998,-1.0
0.3,0.0,1.808333333333333,0.8424999999999998,0.14999999999999997,True,-0.5575399999999999,-1.0
0.3,0.0,1.8399999999999996,0.8519999999999999,0.14999999999999997,True,-0.562176,-1.0
0.3,0.0,1.8716666666666664,0.8614999999999999,0.14999999999999997,True,-0.5668120000000001,-1.0
0.3,0.0,1.903333333333333,0.871,0.14999999999999997,True,-0.5714480000000001,-1.0
0.3,0.0,1.9349999999999998,0.8804999999999998,0.14999999999999997,True,-0.5760839999999999,-1.0
0.3,0.0,1.9666666666666661,0.8899999999999999,0.14999999999999997,True,-0.58072,-1.0
0.3,0.0,1.9983333333333329,0.8994999999999997,0.14999999999999997,True,-0.5853559999999999,-1.0
0.3,0.0,2.0299999999999994,0.9089999999999998,0.14999999999999997,True,-0.5899920000000001,-1.0
0.3,0.0,2.0616666666666665,0.9184999999999999,0.14999999999999997,True,-0.5946279999999999,-1.0
0.3,0.0,2.093333333333333,0.9279999999999997,0.14999999999999997,True,-0.5992639999999999,-1.0
0.3,0.0,2.125,0.9375,0.14999999999999997,True,-0.6039000000000001,-1.0
0.3,0.0,2.1566666666666663,0.9469999999999998,0.14999999999999997,True,-0.608536,-1.0
0.3,0.0,2.1883333333333326,0.9564999999999997,0.14999999999999997,True,-0.6131719999999998,-1.0
0.3,0.0,2.2199999999999998,0.966,0.14999999999999997,True,-0.617808,-1.0
0.3,0.0,2.251666666666666,0.9754999999999998,0.14999999999999997,True,-0.622444,-1.0
0.3,0.0,2.283333333333333,0.9849999999999999,0.14999999999999997,True,-0.62708,-1.0
0.3,0.0,2.3149999999999995,0.9944999999999997,0.14999999999999997,True,-0.6317159999999998,-1.0
0.3,0.0,2.346666666666666,1.0039999999999998,0.14999999999999997,False,,
0.3,0.0,2.378333333333333,1.0134999999999998,0.14999999999999997,False,,
0.3,0.0,2.4099999999999993,1.0229999999999997,0.14999999999999997,False,,
0.3,0.0,2.4416666666666664,1.0325,0.14999999999999997,False,,
0.3,0.0,2.4733333333333327,1.0419999999999998,0.14999999999999997,False,,
0.3,0.0,2.505,1.0514999999999999,0.14999999999999997,False,,
0.3,0.0,2.536666666666666,1.0609999999999997,0.14999999999999997,False,,
0.3,0.0,2.5683333333333325,1.0704999999999998,0.14999999999999997,False,,
0.3,0.0,2.6,1.08,0.14999999999999997,False,,
0.3,0.025000000000000133,-1.2,-0.06,0.15750000000000003,False,,
0.3,0.025000000000000133,-1.1683333333333332,-0.05049999999999999,0.15750000000000003,False,,
0.3,0.025000000000000133,-1.1366666666666667,-0.041000000000000036,0.15750000000000003,False,,
0.3,0.025000000000000133,-1.105,-0.03149999999999997,0.15750000000000003,False,,
0.3,0.025000000000000133,-1.0733333333333333,-0.021999999999999964,0.15750000000000003,False,,
0.3,0.025000000000000133,-1.0416666666666665,-0.012499999999999956,0.15750000000000003,False,,
0.3,0.025000000000000133,-1.01,-0.0030000000000000027,0.15750000000000003,False,,
0.3,0.025000000000000133,-0.9783333333333333,0.006500000000000006,0.15750000000000003,True,-0.15657480000000001,-1.0
0.3,0.025000000000000133,-0.9466666666666667,0.016000000000000014,0.15750000000000003,True,-0.16074720000000003,-1.0
0.3,0.025000000000000133,-0.915,0.025499999999999967,0.15750000000000003,True,-0.16491959999999997,-1.0
0.3,0.025000000000000133,-0.8833333333333333,0.03500000000000003,0.15750000000000003,True,-0.16909200000000005,-1.0
0.3,0.025000000000000133,-0.8516666666666667,0.044499999999999984,0.15750000000000003,True,-0.17326439999999999,-1.0
0.3,0.025000000000000133,-0.8200000000000001,0.05399999999999999,0.15750000000000003,True,-0.1774368,-1.0
0.3,0.025000000000000133,-0.7883333333333333,0.0635,0.15750000000000003,True,-0.18160920000000003,-1.0
0.3,0.025000000000000133,-0.7566666666666667,0.07299999999999998,0.15750000000000003,True,-0.18578160000000002,-1.0
0.3,0.025000000000000133,-0.7250000000000001,0.08249999999999996,0.15750000000000003,True,-0.18995399999999998,-1.0
0.3,0.025000000000000133,-0.6933333333333334,0.092,0.15750000000000003,True,-0.1941264,-1.0
0.3,0.025000000000000133,-0.6616666666666667,0.10149999999999998,0.15750000000000003,True,-0.1982988,-1.0
0.3,0.025000000000000133,-0.63,0.11099999999999999,0.15750000000000003,True,-0.2024712,-1.0
0.3,0.025000000000000133,-0.5983333333333334,0.12049999999999997,0.15750000000000003,True,-0.20664359999999998,-1.0
0.3,0.025000000000000133,-0.5666666666666667,0.13,0.15750000000000003,True,-0.21081599999999998,-1.0
0.3,0.025000000000000133,-0.535,0.13949999999999999,0.15750000000000003,True,-0.2149884,-1.0
0.3,0.025000000000000133,-0.5033333333333334,0.14899999999999997,0.15750000000000003,True,-0.21916079999999996,-1.0
0.3,0.025000000000000133,-0.4716666666666667,0.1585,0.15750000000000003,True,-0.2233332,-1.0
0.3,0.025000000000000133,-0.44000000000000006,0.16799999999999998,0.15750000000000003,True,-0.2275056,-1.0
0.3,0.025000000000000133,-0.40833333333333344,0.17749999999999996,0.15750000000000003,True,-0.23167799999999997,-1.0
0.3,0.025000000000000133,-0.3766666666666667,0.187,0.15750000000000003,True,-0.2358504,-1.0
0.3,0.025000000000000133,-0.3450000000000001,0.19649999999999995,0.15750000000000003,True,-0.24002279999999995,-1.0
0.3,0.025000000000000133,-0.31333333333333346,0.20599999999999996,0.15750000000000003,True,-0.24419519999999997,-1.0
0.3,0.025000000000000133,-0.28166666666666673,0.21549999999999997,0.15750000000000003,True,-0.24836759999999994,-1.0
0.3,0.025000000000000133,-0.2500000000000001,0.22499999999999998,0.15750000000000003,True,-0.25254,-1.0
0.3,0.025000000000000133,-0.21833333333333338,0.2345,0.15750000000000003,True,-0.25671239999999995,-1.0
0.3,0.025000000000000133,-0.18666666666666676,0.24399999999999997,0.15750000000000003,True,-0.2608848,-1.0
0.3,0.025000000000000133,-0.15500000000000003,0.2535,0.15750000000000003,True,-0.2650572,-1.0
0.3,0.025000000000000133,-0.12333333333333352,0.26299999999999996,0.15750000000000003,True,-0.2692295999999999,-1.0
0.3,0.025000000000000133,-0.09166666666666679,0.27249999999999996,0.15750000000000003,True,-0.273402,-1.0
0.3,0.025000000000000133,-0.06000000000000005,0.282,0.15750000000000003,True,-0.27757439999999994,-1.0
0.3,0.025000000000000133,-0.028333333333333544,0.2914999999999999,0.15750000000000003,True,-0.2817467999999999,-1.0
0.3,0.025000000000000133,0.0033333333333331883,0.30099999999999993,0.15750000000000003,True,-0.2859191999999999,-1.0
0.3,0.025000000000000133,0.03499999999999992,0.31049999999999994,0.15750000000000003,True,-0.2900915999999999,-1.0
0.3,0.025000000000000133,0.06666666666666665,0.32,0.15750000000000003,True,-0.2942639999999999,-1.0
0.3,0.025000000000000133,0.09833333333333316,0.32949999999999996,0.15750000000000003,True,-0.2984363999999999,-1.0
0.3,0.025000000000000133,0.1299999999999999,0.33899999999999997,0.15750000000000003,True,-0.30260879999999996,-1.0
0.3,0.025000000000000133,0.16166666666666663,0.3485,0.15750000000000003,True,-0.3067811999999999,-1.0
0.3,0.025000000000000133,0.19333333333333313,0.35799999999999993,0.15750000000000003,True,-0.3109535999999999,-1.0
0.3,0.025000000000000133,0.22499999999999987,0.36749999999999994,0.15750000000000003,True,-0.3151259999999999,-1.0
0.3,0.025000000000000133,0.2566666666666666,0.37699999999999995,0.15750000000000003,True,-0.31929839999999987,-1.0
0.3,0.025000000000000133,0.2883333333333331,0.3864999999999999,0.15750000000000003,True,-0.32347079999999984,-1.0
0.3,0.025000000000000133,0.31999999999999984,0.3959999999999999,0.15750000000000003,True,-0.3276431999999998,-1.0
0.3,0.025000000000000133,0.35166666666666657,0.40549999999999997,0.15750000000000003,True,-0.33181559999999993,-1.0
0.3,0.025000000000000133,0.3833333333333331,0.4149999999999999,0.15750000000000003,True,-0.3359879999999999,-1.0
0.3,0.025000000000000133,0.4149999999999998,0.42449999999999993,0.15750000000000003,True,-0.34016039999999986,-1.0
0.3,0.025000000000000133,0.44666666666666655,0.43399999999999994,0.15750000000000003,True,-0.3443327999999999,-1.0
0.3,0.025000000000000133,0.47833333333333306,0.4434999999999999,0.15750000000000003,True,-0.3485051999999998,-1.0
0.3,0.025000000000000133,0.5099999999999998,0.45299999999999996,0.15750000000000003,True,-0.35267759999999987,-1.0
0.3,0.025000000000000133,0.5416666666666665,0.4624999999999999,0.15750000000000003,True,-0.3568499999999999,-1.0
0.3,0.025000000000000133,0.573333333333333,0.47199999999999986,0.15750000000000003,True,-0.3610223999999999,-1.0
0.3,0.025000000000000133,0.6049999999999998,0.48149999999999993,0.15750000000000003,True,-0.3651947999999999,-1.0
0.3,0.025000000000000133,0.6366666666666665,0.49099999999999994,0.15750000000000003,True,-0.36936719999999984,-1.0
0.3,0.025000000000000133,0.6683333333333332,0.5005,0.15750000000000003,True,-0.37353959999999986,-1.0
0.3,0.025000000000000133,0.6999999999999997,0.5099999999999999,0.15750000000000003,True,-0.3777119999999999,-1.0
0.3,0.025000000000000133,0.7316666666666665,0.5195,0.15750000000000003,True,-0.3818843999999999,-1.0
0.3,0.025000000000000133,0.7633333333333332,0.5289999999999999,0.15750000000000003,True,-0.38605679999999987,-1.0
0.3,0.025000000000000133,0.7949999999999997,0.5384999999999999,0.15750000000000003,True,-0.3902291999999999,-1.0
0.3,0.025000000000000133,0.8266666666666664,0.5479999999999999,0.15750000000000003,True,-0.3944015999999999,-1.0
0.3,0.025000000000000133,0.8583333333333332,0.5574999999999999,0.15750000000000003,True,-0.3985739999999998,-1.0
0.3,0.025000000000000133,0.8899999999999999,0.567,0.15750000000000003,True,-0.40274639999999984,-1.0
0.3,0.025000000000000133,0.9216666666666666,0.5765,0.15750000000000003,True,-0.4069187999999999,-1.0
0.3,0.025000000000000133,0.9533333333333329,0.5859999999999999,0.15750000000000003,True,-0.4110911999999998,-1.0
0.3,0.025000000000000133,0.9849999999999997,0.5954999999999999,0.15750000000000003,True,-0.4152635999999999,-1.0
0.3,0.025000000000000133,1.0166666666666664,0.6049999999999999,0.15750000000000003,True,-0.41943599999999986,-1.0
0.3,0.025000000000000133,1.0483333333333331,0.6144999999999999,0.15750000000000003,True,-0.4236083999999999,-1.0
0.3,0.025000000000000133,1.0799999999999998,0.6239999999999999,0.15750000000000003,True,-0.4277807999999998,-1.0
0.3,0.025000000000000133,1.1116666666666666,0.6335,0.15750000000000003,True,-0.43195319999999987,-1.0
0.3,0.025000000000000133,1.1433333333333329,0.6429999999999998,0.15750000000000003,True,-0.4361255999999997,-1.0
0.3,0.025000000000000133,1.1749999999999996,0.6524999999999999,0.15750000000000003,True,-0.4402979999999998,-1.0
0.3,0.025000000000000133,1.2066666666666663,0.6619999999999999,0.15750000000000003,True,-0.44447039999999993,-1.0
0.3,0.025000000000000133,1.238333333333333,0.6714999999999999,0.15750000000000003,True,-0.44864279999999984,-1.0
0.3,0.025000000000000133,1.2699999999999998,0.6809999999999999,0.15750000000000003,True,-0.45281519999999986,-1.0
0.3,0.025000000000000133,1.3016666666666665,0.6904999999999999,0.15750000000000003,True,-0.45698759999999977,-1.0
0.3,0.025000000000000133,1.3333333333333333,0.7,0.15750000000000003,True,-0.46115999999999985,-1.0
0.3,0.025000000000000133,1.3649999999999995,0.7094999999999998,0.15750000000000003,True,-0.4653323999999997,-1.0
0.3,0.025000000000000133,1.3966666666666663,0.7189999999999999,0.15750000000000003,True,-0.4695047999999998,-1.0
0.3,0.025000000000000133,1.428333333333333,0.7284999999999999,0.15750000000000003,True,-0.4736771999999999,-1.0
0.3,0.025000000000000133,1.4599999999999997,0.7379999999999999,0.15750000000000003,True,-0.4778495999999998,-1.0
0.3,0.025000000000000133,1.4916666666666665,0.7474999999999999,0.15750000000000003,True,-0.48202199999999984,-1.0
0.3,0.025000000000000133,1.5233333333333332,0.7569999999999999,0.15750000000000003,True,-0.48619439999999975,-1.0
0.3,0.025000000000000133,1.5549999999999995,0.7664999999999997,0.15750000000000003,True,-0.49036679999999966,-1.0
0.3,0.025000000000000133,1.5866666666666662,0.7759999999999998,0.15750000000000003,True,-0.4945391999999997,-1.0
0.3,0.025000000000000133,1.618333333333333,0.7854999999999999,0.15750000000000003,True,-0.49871159999999976,-1.0
0.3,0.025000000000000133,1.6499999999999997,0.7949999999999999,0.15750000000000003,True,-0.5028839999999998,-1.0
0.3,0.025000000000000133,1.6816666666666664,0.8045,0.15750000000000003,True,-0.5070563999999999,-1.0
0.3,0.025000000000000133,1.7133333333333332,0.8139999999999998,0.15750000000000003,True,-0.5112287999999997,-1.0
0.3,0.025000000000000133,1.7449999999999994,0.8234999999999999,0.15750000000000003,True,-0.5154011999999999,-1.0
0.3,0.025000000000000133,1.7766666666666662,0.8329999999999997,0.15750000000000003,True,-0.5195735999999996,-1.0
0.3,0.025000000000000133,1.808333333333333,0.8424999999999998,0.15750000000000003,True,-0.5237459999999997,-1.0
0.3,0.025000000000000133,1.8399999999999996,0.8519999999999999,0.15750000000000003,True,-0.5279183999999997,-1.0
0.3,0.025000000000000133,1.8716666666666664,0.8614999999999999,0.15750000000000003,True,-0.5320907999999999,-1.0
0.3,0.025000000000000133,1.903333333333333,0.871,0.15750000000000003,True,-0.5362631999999998,-1.0
0.3,0.025000000000000133,1.9349999999999998,0.8804999999999998,0.15750000000000003,True,-0.5404355999999997,-1.0
0.3,0.025000000000000133,1.9666666666666661,0.8899999999999999,0.15750000000000003,True,-0.5446079999999999,-1.0
0.3,0.025000000000000133,1.9983333333333329,0.8994999999999997,0.15750000000000003,True,-0.5487803999999996,-1.0
0.3,0.025000000000000133,2.0299999999999994,0.9089999999999998,0.15750000000000003,True,-0.5529527999999997,-1.0
0.3,0.025000000000000133,2.0616666666666665,0.9184999999999999,0.15750000000000003,True,-0.5571251999999997,-1.0
0.3,0.025000000000000133,2.093333333333333,0.9279999999999997,0.15750000000000003,True,-0.5612975999999996,-1.0
0.3,0.025000000000000133,2.125,0.9375,0.15750000000000003,True,-0.5654699999999997,-1.0
0.3,0.025000000000000133,2.1566666666666663,0.9469999999999998,0.15750000000000003,True,-0.5696423999999998,-1.0
0.3,0.025000000000000133,2.1883333333333326,0.9564999999999997,0.15750000000000003,True,-0.5738147999999996,-1.0
0.3,0.025000000000000133,2.2199999999999998,0.966,0.15750000000000003,True,-0.5779871999999998,-1.0
0.3,0.025000000000000133,2.251666666666666,0.9754999999999998,0.15750000000000003,True,-0.5821595999999998,-1.0
0.3,0.025000000000000133,2.283333333333333,0.9849999999999999,0.15750000000000003,True,-0.5863319999999996,-1.0
0.3,0.025000000000000133,2.3149999999999995,0.9944999999999997,0.15750000000000003,True,-0.5905043999999996,-1.0
0.3,0.025000000000000133,2.346666666666666,1.0039999999999998,0.15750000000000003,False,,
0.3,0.025000000000000133,2.378333333333333,1.0134999999999998,0.15750000000000003,False,,
0.3,0.025000000000000133,2.4099999999999993,1.0229999999999997,0.15750000000000003,False,,
0.3,0.025000000000000133,2.4416666666666664,1.0325,0.15750000000000003,False,,
0.3,0.025000000000000133,2.4733333333333327,1.0419999999999998,0.15750000000000003,False,,
0.3,0.025000000000000133,2.505,1.0514999999999999,0.15750000000000003,False,,
0.3,0.025000000000000133,2.536666666666666,1.0609999999999997,0.15750000000000003,False,,
0.3,0.025000000000000133,2.5683333333333325,1.0704999999999998,0.15750000000000003,False,,
0.3,0.025000000000000133,2.6,1.08,0.15750000000000003,False,,
0.3,0.050000000000000044,-1.2,-0.06,0.16499999999999998,False,,
0.3,0.050000000000000044,-1.1683333333333332,-0.05049999999999999,0.16499999999999998,False,,
0.3,0.050000000000000044,-1.1366666666666667,-0.041000000000000036,0.16499999999999998,False,,
0.3,0.050000000000000044,-1.105,-0.03149999999999997,0.16499999999999998,False,,
0.3,0.050000000000000044,-1.0733333333333333,-0.021999999999999964,0.16499999999999998,False,,
0.3,0.050000000000000044,-1.0416666666666665,-0.012499999999999956,0.16499999999999998,False,,
0.3,0.050000000000000044,-1.01,-0.0030000000000000027,0.16499999999999998,False,,
0.3,0.050000000000000044,-0.9783333333333333,0.006500000000000006,0.16499999999999998,True,-0.16357759999999996,-1.0
0.3,0.050000000000000044,-0.9466666666666667,0.016000000000000014,0.16499999999999998,True,-0.1672864,-1.0
0.3,0.050000000000000044,-0.915,0.025499999999999967,0.16499999999999998,True,-0.17099519999999996,-1.0
0.3,0.050000000000000044,-0.8833333333333333,0.03500000000000003,0.16499999999999998,True,-0.17470400000000003,-1.0
0.3,0.050000000000000044,-0.8516666666666667,0.044499999999999984,0.16499999999999998,True,-0.17841279999999995,-1.0
0.3,0.050000000000000044,-0.8200000000000001,0.05399999999999999,0.16499999999999998,True,-0.1821216,-1.0
0.3,0.050000000000000044,-0.7883333333333333,0.0635,0.16499999999999998,True,-0.18583039999999998,-1.0
0.3,0.050000000000000044,-0.7566666666666667,0.07299999999999998,0.16499999999999998,True,-0.1895392,-1.0
0.3,0.050000000000000044,-0.7250000000000001,0.08249999999999996,0.16499999999999998,True,-0.19324799999999995,-1.0
0.3,0.050000000000000044,-0.6933333333333334,0.092,0.16499999999999998,True,-0.1969568,-1.0
0.3,0.050000000000000044,-0.6616666666666667,0.10149999999999998,0.16499999999999998,True,-0.20066559999999994,-1.0
