delta,b,s,ell,h,valid,dV_analytic,classification
0.3,0.5,0.6683333333333332,0.5005,0.3,True,-0.048556000000000016,-1.0
0.3,0.5,0.6999999999999997,0.5099999999999999,0.3,True,-0.043920000000000035,-1.0
0.3,0.5,0.7316666666666665,0.5195,0.3,True,-0.039284000000000034,-1.0
0.3,0.5,0.7633333333333332,0.5289999999999999,0.3,True,-0.034648000000000005,-1.0
0.3,0.5,0.7949999999999997,0.5384999999999999,0.3,True,-0.030012000000000025,-1.0
0.3,0.5,0.8266666666666664,0.5479999999999999,0.3,True,-0.025376000000000048,-1.0
0.3,0.5,0.8583333333333332,0.5574999999999999,0.3,True,-0.02073999999999999,-1.0
0.3,0.5,0.8899999999999999,0.567,0.3,True,-0.016104000000000014,-1.0
0.3,0.5,0.9216666666666666,0.5765,0.3,True,-0.011468000000000037,-1.0
0.3,0.5,0.9533333333333329,0.5859999999999999,0.3,True,-0.00683200000000006,-1.0
0.3,0.5,0.9849999999999997,0.5954999999999999,0.3,True,-0.0021960000000000833,-1.0
0.3,0.5,1.0166666666666664,0.6049999999999999,0.3,True,0.002439999999999948,1.0
0.3,0.5,1.0483333333333331,0.6144999999999999,0.3,True,0.007075999999999979,1.0
0.3,0.5,1.0799999999999998,0.6239999999999999,0.3,True,0.01171200000000001,1.0
0.3,0.5,1.1116666666666666,0.6335,0.3,True,0.016347999999999988,1.0
0.3,0.5,1.1433333333333329,0.6429999999999998,0.3,True,0.020983999999999964,1.0
0.3,0.5,1.1749999999999996,0.6524999999999999,0.3,True,0.02561999999999994,1.0
0.3,0.5,1.2066666666666663,0.6619999999999999,0.3,True,0.03025599999999992,1.0
0.3,0.5,1.238333333333333,0.6714999999999999,0.3,True,0.03489199999999995,1.0
0.3,0.5,1.2699999999999998,0.6809999999999999,0.3,True,0.03952799999999998,1.0
0.3,0.5,1.3016666666666665,0.6904999999999999,0.3,True,0.04416400000000001,1.0
0.3,0.5,1.3333333333333333,0.7,0.3,True,0.04879999999999999,1.0
0.3,0.5,1.3649999999999995,0.7094999999999998,0.3,True,0.05343599999999996,1.0
0.3,0.5,1.3966666666666663,0.7189999999999999,0.3,True,0.05807199999999994,1.0
0.3,0.5,1.428333333333333,0.7284999999999999,0.3,True,0.06270799999999992,1.0
0.3,0.5,1.4599999999999997,0.7379999999999999,0.3,True,0.06734399999999995,1.0
0.3,0.5,1.4916666666666665,0.7474999999999999,0.3,True,0.07197999999999997,1.0
0.3,0.5,1.5233333333333332,0.7569999999999999,0.3,True,0.07661600000000002,1.0
0.3,0.5,1.5549999999999995,0.7664999999999997,0.3,True,0.08125199999999994,1.0
0.3,0.5,1.5866666666666662,0.7759999999999998,0.3,True,0.08588799999999996,1.0
0.3,0.5,1.618333333333333,0.7854999999999999,0.3,True,0.09052399999999994,1.0
0.3,0.5,1.6499999999999997,0.7949999999999999,0.3,True,0.09515999999999993,1.0
0.3,0.5,1.6816666666666664,0.8045,0.3,True,0.09979599999999995,1.0
0.3,0.5,1.7133333333333332,0.8139999999999998,0.3,True,0.10443199999999998,1.0
0.3,0.5,1.7449999999999994,0.8234999999999999,0.3,True,0.1090679999999999,1.0
0.3,0.5,1.7766666666666662,0.8329999999999997,0.3,True,0.11370399999999993,1.0
0.3,0.5,1.808333333333333,0.8424999999999998,0.3,True,0.11833999999999997,1.0
0.3,0.5,1.8399999999999996,0.8519999999999999,0.3,True,0.12297599999999989,1.0
0.3,0.5,1.8716666666666664,0.8614999999999999,0.3,True,0.12761199999999992,1.0
0.3,0.5,1.903333333333333,0.871,0.3,True,0.13224799999999995,1.0
0.3,0.5,1.9349999999999998,0.8804999999999998,0.3,True,0.13688399999999998,1.0
0.3,0.5,1.9666666666666661,0.8899999999999999,0.3,True,0.1415199999999999,1.0
0.3,0.5,1.9983333333333329,0.8994999999999997,0.3,True,0.14615599999999992,1.0
0.3,0.5,2.0299999999999994,0.9089999999999998,0.3,True,0.15079199999999987,1.0
0.3,0.5,2.0616666666666665,0.9184999999999999,0.3,True,0.155428,1.0
0.3,0.5,2.093333333333333,0.9279999999999997,0.3,True,0.16006399999999993,1.0
0.3,0.5,2.125,0.9375,0.3,True,0.16469999999999996,1.0
0.3,0.5,2.1566666666666663,0.9469999999999998,0.3,True,0.169336,1.0
0.3,0.5,2.1883333333333326,0.9564999999999997,0.3,True,0.1739719999999999,1.0
0.3,0.5,2.2199999999999998,0.966,0.3,True,0.17860799999999993,1.0
0.3,0.5,2.251666666666666,0.9754999999999998,0.3,True,0.18324399999999985,1.0
0.3,0.5,2.283333333333333,0.9849999999999999,0.3,True,0.18788,1.0
0.3,0.5,2.3149999999999995,0.9944999999999997,0.3,True,0.1925159999999999,1.0
0.3,0.5,2.346666666666666,1.0039999999999998,0.3,False,,
0.3,0.5,2.378333333333333,1.0134999999999998,0.3,False,,
0.3,0.5,2.4099999999999993,1.0229999999999997,0.3,False,,
0.3,0.5,2.4416666666666664,1.0325,0.3,False,,
0.3,0.5,2.4733333333333327,1.0419999999999998,0.3,False,,
0.3,0.5,2.505,1.0514999999999999,0.3,False,,
0.3,0.5,2.536666666666666,1.0609999999999997,0.3,False,,
0.3,0.5,2.5683333333333325,1.0704999999999998,0.3,False,,
0.3,0.5,2.6,1.08,0.3,False,,
0.3,0.5250000000000001,-1.2,-0.06,0.30750000000000005,False,,
0.3,0.5250000000000001,-1.1683333333333332,-0.05049999999999999,0.30750000000000005,False,,
0.3,0.5250000000000001,-1.1366666666666667,-0.041000000000000036,0.30750000000000005,False,,
0.3,0.5250000000000001,-1.105,-0.03149999999999997,0.30750000000000005,False,,
0.3,0.5250000000000001,-1.0733333333333333,-0.021999999999999964,0.30750000000000005,False,,
0.3,0.5250000000000001,-1.0416666666666665,-0.012499999999999956,0.30750000000000005,False,,
0.3,0.5250000000000001,-1.01,-0.0030000000000000027,0.30750000000000005,False,,
0.3,0.5250000000000001,-0.9783333333333333,0.006500000000000006,0.30750000000000005,True,-0.29663080000000003,-1.0
0.3,0.5250000000000001,-0.9466666666666667,0.016000000000000014,0.30750000000000005,True,-0.2915312,-1.0
0.3,0.5250000000000001,-0.915,0.025499999999999967,0.30750000000000005,True,-0.2864316,-1.0
0.3,0.5250000000000001,-0.8833333333333333,0.03500000000000003,0.30750000000000005,True,-0.281332,-1.0
0.3,0.5250000000000001,-0.8516666666666667,0.044499999999999984,0.30750000000000005,True,-0.27623240000000004,-1.0
0.3,0.5250000000000001,-0.8200000000000001,0.05399999999999999,0.30750000000000005,True,-0.27113280000000006,-1.0
0.3,0.5250000000000001,-0.7883333333333333,0.0635,0.30750000000000005,True,-0.2660332,-1.0
0.3,0.5250000000000001,-0.7566666666666667,0.07299999999999998,0.30750000000000005,True,-0.26093360000000004,-1.0
0.3,0.5250000000000001,-0.7250000000000001,0.08249999999999996,0.30750000000000005,True,-0.25583400000000006,-1.0
0.3,0.5250000000000001,-0.6933333333333334,0.092,0.30750000000000005,True,-0.2507344,-1.0
0.3,0.5250000000000001,-0.6616666666666667,0.10149999999999998,0.30750000000000005,True,-0.24563480000000004,-1.0
0.3,0.5250000000000001,-0.63,0.11099999999999999,0.30750000000000005,True,-0.2405352,-1.0
0.3,0.5250000000000001,-0.5983333333333334,0.12049999999999997,0.30750000000000005,True,-0.23543560000000002,-1.0
0.3,0.5250000000000001,-0.5666666666666667,0.13,0.30750000000000005,True,-0.23033599999999999,-1.0
0.3,0.5250000000000001,-0.535,0.13949999999999999,0.30750000000000005,True,-0.2252364,-1.0
0.3,0.5250000000000001,-0.5033333333333334,0.14899999999999997,0.30750000000000005,True,-0.22013680000000002,-1.0
0.3,0.5250000000000001,-0.4716666666666667,0.1585,0.30750000000000005,True,-0.2150372,-1.0
0.3,0.5250000000000001,-0.44000000000000006,0.16799999999999998,0.30750000000000005,True,-0.2099376,-1.0
0.3,0.5250000000000001,-0.40833333333333344,0.17749999999999996,0.30750000000000005,True,-0.204838,-1.0
0.3,0.5250000000000001,-0.3766666666666667,0.187,0.30750000000000005,True,-0.19973839999999998,-1.0
0.3,0.5250000000000001,-0.3450000000000001,0.19649999999999995,0.30750000000000005,True,-0.1946388,-1.0
0.3,0.5250000000000001,-0.31333333333333346,0.20599999999999996,0.30750000000000005,True,-0.18953920000000002,-1.0
0.3,0.5250000000000001,-0.28166666666666673,0.21549999999999997,0.30750000000000005,True,-0.1844396,-1.0
0.3,0.5250000000000001,-0.2500000000000001,0.22499999999999998,0.30750000000000005,True,-0.17934,-1.0
0.3,0.5250000000000001,-0.21833333333333338,0.2345,0.30750000000000005,True,-0.1742404,-1.0
0.3,0.5250000000000001,-0.18666666666666676,0.24399999999999997,0.30750000000000005,True,-0.16914079999999998,-1.0
0.3,0.5250000000000001,-0.15500000000000003,0.2535,0.30750000000000005,True,-0.16404119999999997,-1.0
0.3,0.5250000000000001,-0.12333333333333352,0.26299999999999996,0.30750000000000005,True,-0.1589416,-1.0
0.3,0.5250000000000001,-0.09166666666666679,0.27249999999999996,0.30750000000000005,True,-0.15384199999999998,-1.0
0.3,0.5250000000000001,-0.06000000000000005,0.282,0.30750000000000005,True,-0.14874239999999997,-1.0
0.3,0.5250000000000001,-0.028333333333333544,0.2914999999999999,0.30750000000000005,True,-0.1436428,-1.0
0.3,0.5250000000000001,0.0033333333333331883,0.30099999999999993,0.30750000000000005,True,-0.13854319999999998,-1.0
0.3,0.5250000000000001,0.03499999999999992,0.31049999999999994,0.30750000000000005,True,-0.13344359999999997,-1.0
0.3,0.5250000000000001,0.06666666666666665,0.32,0.30750000000000005,True,-0.12834399999999999,-1.0
0.3,0.5250000000000001,0.09833333333333316,0.32949999999999996,0.30750000000000005,True,-0.12324439999999999,-1.0
0.3,0.5250000000000001,0.1299999999999999,0.33899999999999997,0.30750000000000005,True,-0.11814479999999997,-1.0
0.3,0.5250000000000001,0.16166666666666663,0.3485,0.30750000000000005,True,-0.11304519999999996,-1.0
0.3,0.5250000000000001,0.19333333333333313,0.35799999999999993,0.30750000000000005,True,-0.10794559999999997,-1.0
0.3,0.5250000000000001,0.22499999999999987,0.36749999999999994,0.30750000000000005,True,-0.10284599999999995,-1.0
0.3,0.5250000000000001,0.2566666666666666,0.37699999999999995,0.30750000000000005,True,-0.09774639999999993,-1.0
0.3,0.5250000000000001,0.2883333333333331,0.3864999999999999,0.30750000000000005,True,-0.09264679999999996,-1.0
0.3,0.5250000000000001,0.31999999999999984,0.3959999999999999,0.30750000000000005,True,-0.08754719999999994,-1.0
0.3,0.5250000000000001,0.35166666666666657,0.40549999999999997,0.30750000000000005,True,-0.08244759999999995,-1.0
0.3,0.5250000000000001,0.3833333333333331,0.4149999999999999,0.30750000000000005,True,-0.07734799999999997,-1.0
0.3,0.5250000000000001,0.4149999999999998,0.42449999999999993,0.30750000000000005,True,-0.07224839999999995,-1.0
0.3,0.5250000000000001,0.44666666666666655,0.43399999999999994,0.30750000000000005,True,-0.06714879999999994,-1.0
0.3,0.5250000000000001,0.47833333333333306,0.4434999999999999,0.30750000000000005,True,-0.062049199999999964,-1.0
0.3,0.5250000000000001,0.5099999999999998,0.45299999999999996,0.30750000000000005,True,-0.056949599999999954,-1.0
0.3,0.5250000000000001,0.5416666666666665,0.4624999999999999,0.30750000000000005,True,-0.051849999999999924,-1.0
0.3,0.5250000000000001,0.573333333333333,0.47199999999999986,0.30750000000000005,True,-0.04675039999999994,-1.0
0.3,0.5250000000000001,0.6049999999999998,0.48149999999999993,0.30750000000000005,True,-0.04165079999999994,-1.0
0.3,0.5250000000000001,0.6366666666666665,0.49099999999999994,0.30750000000000005,True,-0.03655119999999993,-1.0
0.3,0.5250000000000001,0.6683333333333332,0.5005,0.30750000000000005,True,-0.03145159999999992,-1.0
0.3,0.5250000000000001,0.6999999999999997,0.5099999999999999,0.30750000000000005,True,-0.02635199999999994,-1.0
0.3,0.5250000000000001,0.7316666666666665,0.5195,0.30750000000000005,True,-0.021252399999999935,-1.0
0.3,0.5250000000000001,0.7633333333333332,0.5289999999999999,0.30750000000000005,True,-0.01615279999999993,-1.0
0.3,0.5250000000000001,0.7949999999999997,0.5384999999999999,0.30750000000000005,True,-0.011053199999999947,-1.0
0.3,0.5250000000000001,0.8266666666666664,0.5479999999999999,0.30750000000000005,True,-0.00595359999999994,-1.0
0.3,0.5250000000000001,0.8583333333333332,0.5574999999999999,0.30750000000000005,True,-0.0008539999999999059,-1.0
0.3,0.5250000000000001,0.8899999999999999,0.567,0.30750000000000005,True,0.004245600000000074,1.0
0.3,0.5250000000000001,0.9216666666666666,0.5765,0.30750000000000005,True,0.009345200000000053,1.0
0.3,0.5250000000000001,0.9533333333333329,0.5859999999999999,0.30750000000000005,True,0.014444800000000034,1.0
0.3,0.5250000000000001,0.9849999999999997,0.5954999999999999,0.30750000000000005,True,0.019544400000000014,1.0
0.3,0.5250000000000001,1.0166666666666664,0.6049999999999999,0.30750000000000005,True,0.024644000000000103,1.0
0.3,0.5250000000000001,1.0483333333333331,0.6144999999999999,0.30750000000000005,True,0.029743600000000082,1.0
0.3,0.5250000000000001,1.0799999999999998,0.6239999999999999,0.30750000000000005,True,0.034843200000000116,1.0
0.3,0.5250000000000001,1.1116666666666666,0.6335,0.30750000000000005,True,0.0399428000000001,1.0
0.3,0.5250000000000001,1.1433333333333329,0.6429999999999998,0.30750000000000005,True,0.04504240000000008,1.0
0.3,0.5250000000000001,1.1749999999999996,0.6524999999999999,0.30750000000000005,True,0.050142000000000055,1.0
0.3,0.5250000000000001,1.2066666666666663,0.6619999999999999,0.30750000000000005,True,0.055241600000000037,1.0
0.3,0.5250000000000001,1.238333333333333,0.6714999999999999,0.30750000000000005,True,0.06034120000000012,1.0
0.3,0.5250000000000001,1.2699999999999998,0.6809999999999999,0.30750000000000005,True,0.0654408000000001,1.0
0.3,0.5250000000000001,1.3016666666666665,0.6904999999999999,0.30750000000000005,True,0.07054040000000014,1.0
0.3,0.5250000000000001,1.3333333333333333,0.7,0.30750000000000005,True,0.07564000000000012,1.0
0.3,0.5250000000000001,1.3649999999999995,0.7094999999999998,0.30750000000000005,True,0.0807396000000001,1.0
0.3,0.5250000000000001,1.3966666666666663,0.7189999999999999,0.30750000000000005,True,0.08583920000000007,1.0
0.3,0.5250000000000001,1.428333333333333,0.7284999999999999,0.30750000000000005,True,0.09093880000000006,1.0
0.3,0.5250000000000001,1.4599999999999997,0.7379999999999999,0.30750000000000005,True,0.09603840000000015,1.0
0.3,0.5250000000000001,1.4916666666666665,0.7474999999999999,0.30750000000000005,True,0.10113800000000013,1.0
0.3,0.5250000000000001,1.5233333333333332,0.7569999999999999,0.30750000000000005,True,0.10623760000000017,1.0
0.3,0.5250000000000001,1.5549999999999995,0.7664999999999997,0.30750000000000005,True,0.11133720000000014,1.0
0.3,0.5250000000000001,1.5866666666666662,0.7759999999999998,0.30750000000000005,True,0.11643680000000012,1.0
0.3,0.5250000000000001,1.618333333333333,0.7854999999999999,0.30750000000000005,True,0.1215364000000001,1.0
0.3,0.5250000000000001,1.6499999999999997,0.7949999999999999,0.30750000000000005,True,0.12663600000000014,1.0
0.3,0.5250000000000001,1.6816666666666664,0.8045,0.30750000000000005,True,0.13173560000000006,1.0
0.3,0.5250000000000001,1.7133333333333332,0.8139999999999998,0.30750000000000005,True,0.1368352000000002,1.0
0.3,0.5250000000000001,1.7449999999999994,0.8234999999999999,0.30750000000000005,True,0.14193480000000003,1.0
0.3,0.5250000000000001,1.7766666666666662,0.8329999999999997,0.30750000000000005,True,0.14703440000000018,1.0
0.3,0.5250000000000001,1.808333333333333,0.8424999999999998,0.30750000000000005,True,0.15213400000000019,1.0
0.3,0.5250000000000001,1.8399999999999996,0.8519999999999999,0.30750000000000005,True,0.1572336000000001,1.0
0.3,0.5250000000000001,1.8716666666666664,0.8614999999999999,0.30750000000000005,True,0.16233320000000015,1.0
0.3,0.5250000000000001,1.903333333333333,0.871,0.30750000000000005,True,0.16743280000000008,1.0
0.3,0.5250000000000001,1.9349999999999998,0.8804999999999998,0.30750000000000005,True,0.17253240000000022,1.0
0.3,0.5250000000000001,1.9666666666666661,0.8899999999999999,0.30750000000000005,True,0.17763200000000004,1.0
0.3,0.5250000000000001,1.9983333333333329,0.8994999999999997,0.30750000000000005,True,0.1827316000000002,1.0
0.3,0.5250000000000001,2.0299999999999994,0.9089999999999998,0.30750000000000005,True,0.18783120000000011,1.0
0.3,0.5250000000000001,2.0616666666666665,0.9184999999999999,0.30750000000000005,True,0.19293080000000026,1.0
0.3,0.5250000000000001,2.093333333333333,0.9279999999999997,0.30750000000000005,True,0.1980304000000002,1.0
0.3,0.5250000000000001,2.125,0.9375,0.30750000000000005,True,0.20313000000000023,1.0
0.3,0.5250000000000001,2.1566666666666663,0.9469999999999998,0.30750000000000005,True,0.20822960000000015,1.0
0.3,0.5250000000000001,2.1883333333333326,0.9564999999999997,0.30750000000000005,True,0.21332920000000016,1.0
0.3,0.5250000000000001,2.2199999999999998,0.966,0.30750000000000005,True,0.2184288000000002,1.0
0.3,0.5250000000000001,2.251666666666666,0.9754999999999998,0.30750000000000005,True,0.22352840000000013,1.0
0.3,0.5250000000000001,2.283333333333333,0.9849999999999999,0.30750000000000005,True,0.22862800000000028,1.0
0.3,0.5250000000000001,2.3149999999999995,0.9944999999999997,0.30750000000000005,True,0.2337276000000002,1.0
0.3,0.5250000000000001,2.346666666666666,1.0039999999999998,0.30750000000000005,False,,
0.3,0.5250000000000001,2.378333333333333,1.0134999999999998,0.30750000000000005,False,,
0.3,0.5250000000000001,2.4099999999999993,1.0229999999999997,0.30750000000000005,False,,
0.3,0.5250000000000001,2.4416666666666664,1.0325,0.30750000000000005,False,,
0.3,0.5250000000000001,2.4733333333333327,1.0419999999999998,0.30750000000000005,False,,
0.3,0.5250000000000001,2.505,1.0514999999999999,0.30750000000000005,False,,
0.3,0.5250000000000001,2.536666666666666,1.0609999999999997,0.30750000000000005,False,,
0.3,0.5250000000000001,2.5683333333333325,1.0704999999999998,0.30750000000000005,False,,
0.3,0.5250000000000001,2.6,1.08,0.30750000000000005,False,,
0.3,0.55,-1.2,-0.06,0.315,False,,
0.3,0.55,-1.1683333333333332,-0.05049999999999999,0.315,False,,
0.3,0.55,-1.1366666666666667,-0.041000000000000036,0.315,False,,
0.3,0.55,-1.105,-0.03149999999999997,0.315,False,,
0.3,0.55,-1.0733333333333333,-0.021999999999999964,0.315,False,,
0.3,0.55,-1.0416666666666665,-0.012499999999999956,0.315,False,,
0.3,0.55,-1.01,-0.0030000000000000027,0.315,False,,
0.3,0.55,-0.9783333333333333,0.006500000000000006,0.315,True,-0.3036336,-1.0
0.3,0.55,-0.9466666666666667,0.016000000000000014,0.315,True,-0.2980704,-1.0
0.3,0.55,-0.915,0.025499999999999967,0.315,True,-0.29250719999999997,-1.0
0.3,0.55,-0.8833333333333333,0.03500000000000003,0.315,True,-0.28694400000000003,-1.0
0.3,0.55,-0.8516666666666667,0.044499999999999984,0.315,True,-0.2813808,-1.0
0.3,0.55,-0.8200000000000001,0.05399999999999999,0.315,True,-0.2758176,-1.0
0.3,0.55,-0.7883333333333333,0.0635,0.315,True,-0.27025439999999995,-1.0
0.3,0.55,-0.7566666666666667,0.07299999999999998,0.315,True,-0.2646912,-1.0
0.3,0.55,-0.7250000000000001,0.08249999999999996,0.315,True,-0.259128,-1.0
0.3,0.55,-0.6933333333333334,0.092,0.315,True,-0.25356480000000003,-1.0
0.3,0.55,-0.6616666666666667,0.10149999999999998,0.315,True,-0.2480016,-1.0
0.3,0.55,-0.63,0.11099999999999999,0.315,True,-0.2424384,-1.0
0.3,0.55,-0.5983333333333334,0.12049999999999997,0.315,True,-0.23687519999999998,-1.0
0.3,0.55,-0.5666666666666667,0.13,0.315,True,-0.231312,-1.0
0.3,0.55,-0.535,0.13949999999999999,0.315,True,-0.2257488,-1.0
0.3,0.55,-0.5033333333333334,0.14899999999999997,0.315,True,-0.2201856,-1.0
0.3,0.55,-0.4716666666666667,0.1585,0.315,True,-0.21462240000000002,-1.0
0.3,0.55,-0.44000000000000006,0.16799999999999998,0.315,True,-0.2090592,-1.0
0.3,0.55,-0.40833333333333344,0.17749999999999996,0.315,True,-0.203496,-1.0
0.3,0.55,-0.3766666666666667,0.187,0.315,True,-0.1979328,-1.0
0.3,0.55,-0.3450000000000001,0.19649999999999995,0.315,True,-0.1923696,-1.0
0.3,0.55,-0.31333333333333346,0.20599999999999996,0.315,True,-0.1868064,-1.0
0.3,0.55,-0.28166666666666673,0.21549999999999997,0.315,True,-0.1812432,-1.0
0.3,0.55,-0.2500000000000001,0.22499999999999998,0.315,True,-0.17568000000000003,-1.0
0.3,0.55,-0.21833333333333338,0.2345,0.315,True,-0.1701168,-1.0
0.3,0.55,-0.18666666666666676,0.24399999999999997,0.315,True,-0.1645536,-1.0
0.3,0.55,-0.15500000000000003,0.2535,0.315,True,-0.15899039999999998,-1.0
0.3,0.55,-0.12333333333333352,0.26299999999999996,0.315,True,-0.15342720000000004,-1.0
0.3,0.55,-0.09166666666666679,0.27249999999999996,0.315,True,-0.147864,-1.0
0.3,0.55,-0.06000000000000005,0.282,0.315,True,-0.1423008,-1.0
0.3,0.55,-0.028333333333333544,0.2914999999999999,0.315,True,-0.13673760000000001,-1.0
0.3,0.55,0.0033333333333331883,0.30099999999999993,0.315,True,-0.1311744,-1.0
0.3,0.55,0.03499999999999992,0.31049999999999994,0.315,True,-0.12561119999999998,-1.0
0.3,0.55,0.06666666666666665,0.32,0.315,True,-0.120048,-1.0
0.3,0.55,0.09833333333333316,0.32949999999999996,0.315,True,-0.11448480000000001,-1.0
0.3,0.55,0.1299999999999999,0.33899999999999997,0.315,True,-0.10892160000000001,-1.0
0.3,0.55,0.16166666666666663,0.3485,0.315,True,-0.10335839999999998,-1.0
0.3,0.55,0.19333333333333313,0.35799999999999993,0.315,True,-0.09779520000000003,-1.0
0.3,0.55,0.22499999999999987,0.36749999999999994,0.315,True,-0.09223200000000001,-1.0
0.3,0.55,0.2566666666666666,0.37699999999999995,0.315,True,-0.08666879999999999,-1.0
0.3,0.55,0.2883333333333331,0.3864999999999999,0.315,True,-0.0811056,-1.0
0.3,0.55,0.31999999999999984,0.3959999999999999,0.315,True,-0.0755424,-1.0
0.3,0.55,0.35166666666666657,0.40549999999999997,0.315,True,-0.06997919999999999,-1.0
0.3,0.55,0.3833333333333331,0.4149999999999999,0.315,True,-0.06441600000000001,-1.0
0.3,0.55,0.4149999999999998,0.42449999999999993,0.315,True,-0.05885279999999999,-1.0
0.3,0.55,0.44666666666666655,0.43399999999999994,0.315,True,-0.05328959999999998,-1.0
0.3,0.55,0.47833333333333306,0.4434999999999999,0.315,True,-0.047726399999999995,-1.0
0.3,0.55,0.5099999999999998,0.45299999999999996,0.315,True,-0.04216320000000001,-1.0
0.3,0.55,0.5416666666666665,0.4624999999999999,0.315,True,-0.03660000000000001,-1.0
0.3,0.55,0.573333333333333,0.47199999999999986,0.315,True,-0.03103680000000002,-1.0
0.3,0.55,0.6049999999999998,0.48149999999999993,0.315,True,-0.025473600000000013,-1.0
0.3,0.55,0.6366666666666665,0.49099999999999994,0.315,True,-0.0199104,-1.0
0.3,0.55,0.6683333333333332,0.5005,0.315,True,-0.01434719999999999,-1.0
0.3,0.55,0.6999999999999997,0.5099999999999999,0.315,True,-0.008784000000000007,-1.0
0.3,0.55,0.7316666666666665,0.5195,0.315,True,-0.0032208000000000245,-1.0
0.3,0.55,0.7633333333333332,0.5289999999999999,0.315,True,0.00234240000000004,1.0
0.3,0.55,0.7949999999999997,0.5384999999999999,0.315,True,0.00790559999999997,1.0
0.3,0.55,0.8266666666666664,0.5479999999999999,0.315,True,0.013468799999999953,1.0
0.3,0.55,0.8583333333333332,0.5574999999999999,0.315,True,0.01903200000000007,1.0
0.3,0.55,0.8899999999999999,0.567,0.315,True,0.024595200000000053,1.0
0.3,0.55,0.9216666666666666,0.5765,0.315,True,0.030158400000000037,1.0
0.3,0.55,0.9533333333333329,0.5859999999999999,0.315,True,0.03572159999999991,1.0
0.3,0.55,0.9849999999999997,0.5954999999999999,0.315,True,0.04128479999999995,1.0
0.3,0.55,1.0166666666666664,0.6049999999999999,0.315,True,0.04684799999999999,1.0
0.3,0.55,1.0483333333333331,0.6144999999999999,0.315,True,0.05241119999999997,1.0
0.3,0.55,1.0799999999999998,0.6239999999999999,0.315,True,0.05797440000000001,1.0
0.3,0.55,1.1116666666666666,0.6335,0.315,True,0.06353759999999999,1.0
0.3,0.55,1.1433333333333329,0.6429999999999998,0.315,True,0.06910079999999998,1.0
0.3,0.55,1.1749999999999996,0.6524999999999999,0.315,True,0.07466399999999995,1.0
0.3,0.55,1.2066666666666663,0.6619999999999999,0.315,True,0.08022719999999994,1.0
0.3,0.55,1.238333333333333,0.6714999999999999,0.315,True,0.08579039999999998,1.0
0.3,0.55,1.2699999999999998,0.6809999999999999,0.315,True,0.09135360000000002,1.0
0.3,0.55,1.3016666666666665,0.6904999999999999,0.315,True,0.09691680000000005,1.0
0.3,0.55,1.3333333333333333,0.7,0.315,True,0.10248000000000003,1.0
0.3,0.55,1.3649999999999995,0.7094999999999998,0.315,True,0.10804320000000002,1.0
0.3,0.55,1.3966666666666663,0.7189999999999999,0.315,True,0.1136064,1.0
0.3,0.55,1.428333333333333,0.7284999999999999,0.315,True,0.11916959999999999,1.0
0.3,0.55,1.4599999999999997,0.7379999999999999,0.315,True,0.12473280000000002,1.0
0.3,0.55,1.4916666666666665,0.7474999999999999,0.315,True,0.130296,1.0
0.3,0.55,1.5233333333333332,0.7569999999999999,0.315,True,0.13585920000000004,1.0
0.3,0.55,1.5549999999999995,0.7664999999999997,0.315,True,0.14142239999999998,1.0
0.3,0.55,1.5866666666666662,0.7759999999999998,0.315,True,0.14698559999999997,1.0
0.3,0.55,1.618333333333333,0.7854999999999999,0.315,True,0.15254879999999993,1.0
0.3,0.55,1.6499999999999997,0.7949999999999999,0.315,True,0.15811199999999997,1.0
0.3,0.55,1.6816666666666664,0.8045,0.315,True,0.1636751999999999,1.0
0.3,0.55,1.7133333333333332,0.8139999999999998,0.315,True,0.16923840000000004,1.0
0.3,0.55,1.7449999999999994,0.8234999999999999,0.315,True,0.17480159999999986,1.0
0.3,0.55,1.7766666666666662,0.8329999999999997,0.315,True,0.18036480000000002,1.0
0.3,0.55,1.808333333333333,0.8424999999999998,0.315,True,0.18592799999999995,1.0
0.3,0.55,1.8399999999999996,0.8519999999999999,0.315,True,0.19149119999999997,1.0
0.3,0.55,1.8716666666666664,0.8614999999999999,0.315,True,0.19705440000000002,1.0
0.3,0.55,1.903333333333333,0.871,0.315,True,0.20261759999999995,1.0
0.3,0.55,1.9349999999999998,0.8804999999999998,0.315,True,0.20818080000000008,1.0
0.3,0.55,1.9666666666666661,0.8899999999999999,0.315,True,0.2137439999999999,1.0
0.3,0.55,1.9983333333333329,0.8994999999999997,0.315,True,0.21930720000000006,1.0
0.3,0.55,2.0299999999999994,0.9089999999999998,0.315,True,0.2248704,1.0
0.3,0.55,2.0616666666666665,0.9184999999999999,0.315,True,0.23043360000000002,1.0
0.3,0.55,2.093333333333333,0.9279999999999997,0.315,True,0.23599680000000006,1.0
0.3,0.55,2.125,0.9375,0.315,True,0.2415600000000001,1.0
0.3,0.55,2.1566666666666663,0.9469999999999998,0.315,True,0.24712320000000004,1.0
0.3,0.55,2.1883333333333326,0.9564999999999997,0.315,True,0.2526863999999999,1.0
0.3,0.55,2.2199999999999998,0.966,0.315,True,0.2582496,1.0
0.3,0.55,2.251666666666666,0.9754999999999998,0.315,True,0.26381279999999985,1.0
0.3,0.55,2.283333333333333,0.9849999999999999,0.315,True,0.269376,1.0
0.3,0.55,2.3149999999999995,0.9944999999999997,0.315,True,0.27493920000000005,1.0
0.3,0.55,2.346666666666666,1.0039999999999998,0.315,False,,
